	100_8h(8hpi)	100_8h(24hpi)	100_8h(48hpi)	100_8h(72hpi)	0_8h(8hpi)	0_8h(24hpi)	0_8h(48hpi)	0_8h(72hpi)
LINC00942	6.2851	6.5146	6.4497	6.3241	6.5045	6.4628	6.4497	6.5301
LINC00943	6.3286	6.3286	6.3286	6.3286	6.3286	6.3286	6.3286	6.3286
LINC00948	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102
LINC00950	7.6374	7.5833	7.6567	7.8738	 7.864	7.5784	7.9579	8.1829
LINC00951	6.3174	6.3174	6.3174	6.3174	6.3174	6.3174	6.3174	6.3174
LINC00954	6.7759	6.8564	6.8515	6.8642	6.9209	6.8468	6.9178	6.9489
LINC00955	6.4553	6.3262	6.3262	6.3262	6.2832	6.3262	6.3262	6.3262
LINC00957	7.1057	6.8758	7.1504	7.3862	 7.061	6.9013	6.9939	 7.152
LINGO1	9.4599	9.2255	9.3747	 9.761	9.3391	9.4274	 9.364	9.0635
LINGO2	7.8865	7.6023	7.7565	8.1149	7.5916	 7.395	7.5741	7.5594
LINGO3	6.6696	6.7865	6.5422	6.7607	6.7901	6.7813	6.9778	 6.787
LINGO4	6.3516	6.2249	6.3516	6.4112	6.3516	6.2249	6.3516	6.4589
LINS	8.1142	8.1437	8.1398	 8.207	8.1287	8.1528	8.1104	 8.066
LIPA	9.2401	9.1304	9.3806	9.4711	9.2935	8.9775	9.1796	9.5775
LIPC	7.2471	7.2469	7.2655	7.1717	7.1931	7.3043	7.1476	7.0682
LIPE	8.6045	8.2616	8.4714	8.5908	8.4559	8.4292	8.5146	8.6749
LIPE-AS1	7.3127	7.3449	7.4199	7.5227	7.5365	7.3224	7.5412	7.7475
LIPG	10.7877	9.47082	10.5248	 10.393	10.4647	9.70303	 10.566	12.4999
LIPH	7.3332	7.3155	7.7143	7.8317	7.9258	7.6404	 7.841	8.3356
LIPI	6.4404	6.3742	6.4337	6.3386	6.4315	6.5053	6.4337	6.3742
LIPJ	6.32	6.32	6.32	6.32	6.32	6.32	6.32	6.32
LIPM	 6.319	 6.319	 6.319	 6.319	 6.319	6.2816	 6.319	6.2816
LIPT1	7.5401	7.5441	7.5548	7.5037	7.5494	7.4632	7.5394	7.5958
LIPT2	7.9203	7.8304	 7.875	7.7801	 7.908	7.8439	7.9472	8.1299
LITAF	10.9554	11.4712	11.1659	11.3092	11.4477	11.6188	11.4833	11.0478
LIX1	5.8367	7.1067	7.0154	7.5233	7.7098	6.9781	7.4677	7.2839
LIX1L	7.1275	7.2329	7.5308	7.8409	7.5689	7.1448	7.3863	7.5953
LLGL1	12.5589	12.6725	12.7097	12.6486	12.7612	12.7472	12.7115	12.7834
LLGL2	12.0008	12.0293	11.8411	11.9765	11.9147	12.1881	12.0314	11.6962
LLPH	9.7342	9.7326	9.7202	9.6157	 9.611	9.8126	9.5634	9.4406
LMAN1	 11.627	11.7754	11.6893	 11.926	11.8733	11.7276	11.9342	11.8443
LMAN1L	6.3501	6.3501	6.3501	6.3501	6.3501	  6.38	6.3501	6.4012
LMAN2	12.0748	12.0372	12.0814	11.9724	12.0176	12.1925	11.9824	11.9102
LMAN2L	10.0418	10.1498	10.1731	10.0378	10.1555	10.1789	 10.081	10.1222
LMBR1	11.2298	11.5544	11.4234	11.3729	11.5776	11.5678	11.5579	11.4418
LMBR1L	10.1035	10.1339	10.0196	10.0757	10.0281	10.0506	10.0743	9.92916
LMBRD1	10.2273	 10.135	10.2268	10.2977	 10.143	10.2823	10.1014	10.0183
LMBRD2	8.5716	8.5559	8.4858	8.4468	 8.496	8.5539	 8.544	8.5754
LMCD1	9.33363	9.86959	9.50244	9.56919	9.38185	10.0563	9.23714	8.08971
LMCD1-AS1	6.5997	6.4703	 6.521	6.5964	 6.518	6.5594	6.5559	6.4708
LMF1	7.9468	7.6081	8.1659	8.5811	 8.209	7.5408	8.1209	8.8437
LMF2	11.1773	11.1326	 11.165	11.0158	11.1266	11.1845	11.1136	11.2079
LMLN	8.4574	8.4988	8.4226	8.5428	8.3836	8.4828	8.3815	8.2108
LMNA	 11.291	11.2517	11.3222	11.4201	11.3891	11.3849	11.4069	11.4424
LMNB1	 12.714	12.5774	12.5084	12.1718	 12.382	12.6198	12.4215	12.4306
LMNB2	13.2151	13.3683	13.1661	 13.122	 13.218	13.2675	13.2685	13.1164
LMO1	6.9083	6.6585	6.8222	6.9915	6.5888	6.6701	6.5152	6.4209
LMO2	7.1667	7.1269	7.1642	7.6782	7.0895	6.8682	7.0534	6.8413
LMO3	7.9965	7.8418	7.8201	7.8107	7.5318	7.6192	 7.476	 7.249
LMO4	10.5167	 10.565	10.5617	10.5459	10.6207	10.4509	10.6277	10.7642
LMO7	10.4684	10.3529	 10.675	10.8964	 10.952	 11.027	10.9872	11.0529
LMOD1	9.1651	9.7142	9.2107	8.9883	 9.008	9.8507	8.8839	7.6939
LMOD2	6.5861	6.5657	  6.42	 6.526	6.4602	6.4145	6.5634	6.4145
LMOD3	6.3737	6.4369	6.5871	6.5833	6.5897	6.5869	6.4843	6.6628
LMTK2	  11.32	 11.316	11.3214	11.4238	11.3412	11.2314	11.3504	11.5165
LMTK3	9.3806	9.5169	9.5729	9.7713	9.7069	9.6866	9.6777	9.5831
LMX1A	6.4345	6.5797	 6.921	7.0021	6.8264	 6.814	6.5359	6.5797
LMX1B	10.6128	 10.004	9.97433	9.78645	8.92513	9.75555	8.71978	7.67031
LNP1	7.4844	7.4032	7.5868	7.6936	7.6537	7.4681	 7.636	7.9473
LNPEP	8.8675	8.9828	8.9501	8.9076	9.0217	9.0185	9.0163	9.1802
LNX1	 9.8099	9.72254	9.88425	9.76166	9.95287	 9.8341	   9.95	10.3291
LNX1-AS2	6.5739	6.4132	6.5949	6.5825	6.5814	6.6822	6.5641	6.6798
LNX2	 11.378	11.5616	11.4122	11.3147	11.4655	11.6099	11.4751	11.3311
LOC100049716	7.6101	7.3515	 7.603	7.6274	7.5899	7.4744	 7.587	7.8542
LOC100093631	14.3458	14.5255	 14.471	14.4995	14.5179	14.4881	14.4787	14.3933
LOC100126784	6.5503	6.8257	6.7048	6.7705	6.6805	6.5484	6.5911	6.4876
LOC100127888	6.2675	6.3943	6.3124	6.3943	6.4365	6.3943	6.4762	6.3943
LOC100127983	7.4076	7.6649	7.4644	7.3866	7.3991	7.6842	7.3381	  6.95
LOC100128076	7.2126	7.1457	7.0684	7.2307	7.1797	7.1142	7.3075	7.2705
LOC100128164	6.5917	6.6871	6.6463	6.6777	6.6357	6.5993	 6.603	6.5902
LOC100128176	6.4765	6.6016	6.4801	6.4445	 6.487	6.4453	6.4886	6.4453
LOC100128239	7.0175	6.9182	7.1298	7.0453	7.0217	6.9956	6.9114	 7.124
LOC100128288	7.7711	7.4556	 7.517	7.6728	7.5619	  7.52	7.7114	7.7876
LOC100128338	7.0209	7.5622	7.3821	6.8645	7.2159	7.2373	6.9521	7.4521
LOC100128361	7.5218	7.5169	7.4688	 7.422	7.3886	7.3469	7.3751	7.3793
LOC100128398	  7.26	7.3107	7.4614	7.4654	 7.563	7.5771	7.5132	7.6224
LOC100128531	 6.596	6.5844	6.7276	6.6626	6.6788	6.7809	6.5887	6.5689
LOC100128554	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149
LOC100128568	6.3776	6.4078	6.2749	6.3679	6.4179	6.3679	6.5408	6.4078
LOC100128573	6.6258	6.5462	 6.524	6.5745	6.4809	 6.354	6.5102	6.6271
LOC100128593	6.3234	6.4235	6.3269	6.3321	6.4305	6.3238	6.4805	6.4837
LOC100128682	 6.333	 6.333	6.4176	 6.333	 6.333	 6.333	6.2485	 6.333
LOC100128714	6.313	6.313	6.313	6.313	6.313	6.313	6.313	6.313
LOC100128750	6.8132	 6.792	6.7766	6.6732	6.6946	6.5627	 6.672	 6.791
LOC100128770	7.3442	7.2635	7.1287	7.2846	7.2046	 7.126	7.3502	7.2277
LOC100128787	6.312	6.312	6.312	6.312	6.312	6.312	6.312	6.312
LOC100128822	8.1487	8.0831	8.2599	 8.413	8.0923	7.9702	7.9529	 7.961
LOC100128881	7.8719	7.8896	7.9268	8.0085	8.0336	7.7567	8.0596	8.3947
LOC100128885	6.6104	6.2963	6.4687	6.5871	6.4215	6.2963	6.4687	6.6171
LOC100128893	9.1108	9.0392	8.9208	9.3711	9.0971	9.1176	9.2802	8.9155
LOC100128946	6.2508	6.5331	6.4646	6.7681	6.6413	6.4005	6.6227	6.5783
LOC100129027	6.3414	6.3414	6.3414	6.3414	6.3414	6.3414	6.3414	6.3414
LOC100129034	10.7376	10.7206	10.7998	10.5698	10.9238	10.9089	10.9546	11.3772
LOC100129046	6.5994	6.4703	 6.635	6.7026	 6.561	 6.706	6.5063	 6.537
LOC100129055	6.3145	6.4279	6.3145	6.2767	6.3145	6.2767	6.3145	6.2767
LOC100129083	6.4551	 6.472	6.4551	6.4655	6.4551	6.3158	6.4551	6.5671
LOC100129138	6.6281	6.5667	6.4771	6.4304	6.5681	6.5611	6.6892	6.7187
LOC100129148	6.3483	6.3436	6.3436	6.3436	 6.342	6.3436	6.3436	6.3436
LOC100129175	7.0627	6.9675	7.1513	7.1678	6.7015	6.2963	6.4323	6.6263
LOC100129195	7.5137	7.2736	7.4735	7.5169	7.4565	7.4607	7.4681	7.5421
LOC100129269	6.7913	6.8586	6.8859	6.7552	6.8504	6.9354	6.7853	6.7948
LOC100129316	6.3984	6.3984	6.2908	6.3984	6.3984	6.3984	6.5061	6.3984
LOC100129361	10.7379	10.6434	10.6908	10.3771	10.4593	 10.922	10.3672	10.0559
LOC100129427	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277	6.3277
LOC100129518	6.9759	6.7989	6.8976	 6.886	6.8347	6.7288	6.8424	7.0956
LOC100129520	6.3194	6.3194	6.3194	6.3194	6.3194	6.3194	6.3194	6.3194
LOC100129534	7.9832	7.9742	8.0902	7.7289	7.8758	7.8761	 7.715	 8.028
LOC100129550	9.3258	9.4688	9.7183	9.9958	9.9472	 9.739	9.8655	 9.987
LOC100129617	6.7369	6.7862	6.7146	6.9944	6.8423	6.6907	6.9172	6.7986
LOC100129620	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216	6.3216
LOC100129722	6.7017	6.7175	6.7046	6.7726	6.8393	6.7943	6.9052	6.9583
LOC100129726	6.6717	6.8201	6.8181	6.9358	6.8577	6.7661	6.8044	6.8208
LOC100129858	6.5351	6.5005	6.6994	 6.572	6.5643	6.4658	6.4146	6.6431
LOC100129917	8.1196	 7.975	7.9709	8.3393	8.0832	7.9798	8.2138	8.0105
LOC100129924	6.3694	6.5085	 6.452	 6.614	6.5888	6.4668	 6.616	6.5389
LOC100129931	6.6638	6.7518	6.5546	6.7609	6.6846	6.6134	6.8041	6.5214
LOC100129935	6.2062	6.3682	6.2914	6.3682	6.4223	6.3682	6.4451	6.3682
LOC100129961	 7.369	7.5132	 7.415	7.6223	7.4555	7.3457	7.4528	7.3382
LOC100129973	6.8495	6.7465	6.9895	7.0105	6.9453	6.7999	6.8533	7.0173
LOC100130000	6.8439	6.8811	 6.735	6.9734	 6.931	6.8139	7.0834	7.0907
LOC100130015	6.9142	 7.019	7.0331	7.0892	7.1782	7.0984	7.1913	7.0882
LOC100130075	6.3422	6.3327	6.4043	6.3327	 6.425	6.3367	6.4043	6.5696
LOC100130093	7.8241	7.8061	7.8142	7.8322	7.9863	7.9762	8.0773	8.1644
LOC100130155	6.3415	6.3415	6.3415	6.3415	6.3415	6.3415	6.3415	6.3415
LOC100130238	6.4363	6.3508	6.3931	6.5729	6.3787	6.2766	6.3931	6.3508
LOC100130264	6.3156	6.3156	6.3156	6.3156	6.3156	6.3156	6.3156	6.3156
LOC100130275	6.2114	6.4003	6.3619	6.4003	6.5166	6.4003	6.5187	6.5602
LOC100130298	6.5144	6.3433	6.3433	6.3433	6.2862	6.3433	6.3433	6.3433
LOC100130301	 6.223	 6.312	6.3543	6.4141	6.3981	 6.312	6.3543	6.3543
LOC100130331	 6.414	 6.374	 6.414	6.4651	 6.414	 6.374	 6.414	6.5048
LOC100130354	6.3453	6.4364	6.4287	6.3756	6.4981	6.3323	6.4912	6.5837
LOC100130357	6.9444	7.1365	7.0745	7.1695	7.2198	6.9858	7.2274	7.2734
LOC100130370	6.4771	6.5348	6.5151	6.6508	6.5694	6.3612	6.5776	6.5858
LOC100130417	6.4749	6.3876	6.4749	6.5397	6.4749	6.4534	6.4749	6.5188
LOC100130451	7.1037	7.0794	7.2392	7.2931	7.2971	7.0173	7.2583	7.5453
LOC100130476	6.4043	6.6088	6.4735	6.6918	6.4966	6.2967	6.4735	6.2967
LOC100130480	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106
LOC100130557	7.6177	7.5885	7.5925	7.6942	7.7159	7.5989	7.7902	7.8741
LOC100130673	6.7015	6.8261	6.7198	6.6144	6.6844	6.6551	6.6575	6.6907
LOC100130691	7.1277	7.1174	7.0841	6.8469	6.9971	7.1001	6.9754	7.0778
LOC100130705	7.4995	7.2556	7.4391	7.6862	7.5888	7.4686	7.6938	7.8554
LOC100130744	7.9404	8.0484	7.9391	 8.001	8.0297	7.9277	8.0757	8.0639
LOC100130872	6.3386	 6.488	6.6936	6.6571	6.7291	6.6336	6.5694	6.8629
LOC100130880	6.3224	6.3224	6.3224	6.3224	6.3224	6.3224	6.3224	6.3224
LOC100130899	 9.1352	8.53069	9.36158	9.12484	9.29847	8.51563	9.15371	10.8044
LOC100130950	7.0141	 7.097	7.1054	7.2146	7.1538	6.9991	7.1323	7.0841
LOC100130954	6.326	6.326	6.326	6.326	6.326	6.326	6.326	6.326
LOC100130987	7.4644	 7.314	7.5122	7.8839	7.5356	7.3569	7.5233	7.5436
LOC100130992	6.9461	6.7164	6.7168	6.8137	6.6692	6.8567	6.7601	6.7493
LOC100131047	6.2896	 6.506	6.3932	6.5582	 6.537	6.2923	6.5571	6.5449
LOC100131060	6.3619	6.3619	6.4464	6.3619	6.3619	6.3619	6.2774	6.3619
LOC100131067	7.7701	7.6273	7.6158	7.5504	 7.577	7.7094	7.6348	7.5478
LOC100131094	7.1232	7.4304	7.4021	7.3374	7.4334	7.2664	7.3096	7.4114
LOC100131138	6.3269	6.3269	6.3269	6.3269	6.3269	6.3269	6.3269	6.3269
LOC100131257	7.9467	8.4792	8.0682	8.2799	8.5125	8.3801	 8.674	8.5143
LOC100131289	6.7149	6.7112	6.6045	6.5601	 6.749	6.6244	6.8763	 7.089
LOC100131320	6.3583	6.3583	6.3583	6.3583	6.3583	6.3208	6.3583	6.3208
LOC100131347	6.6923	6.7247	6.5154	 6.592	6.6218	6.6699	6.7634	6.5999
LOC100131496	6.4765	6.6649	6.5847	6.8098	6.8047	6.6005	6.8607	6.8227
LOC100131564	7.6193	7.7038	7.6339	7.9253	7.8425	7.8183	7.9395	7.8145
LOC100131626	6.3396	6.3396	6.3396	6.3396	6.3396	6.3396	6.3396	6.3396
LOC100131655	6.9668	7.0419	7.2267	7.0276	 7.245	7.0442	7.1242	7.4882
LOC100131691	7.3795	 7.333	7.4445	 7.437	 7.395	7.1255	7.3377	7.5815
LOC100131825	6.7227	6.5337	6.6181	6.7039	6.5291	6.4955	6.5369	6.6069
LOC100132062	9.80789	9.88751	9.75739	9.91173	9.86324	9.55323	9.94142	10.0758
LOC100132077	8.0439	8.1485	7.9677	7.9287	8.0645	 8.282	8.1511	7.9801
LOC100132078	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103
LOC100132111	6.7577	6.7915	6.6618	 6.783	6.6932	  6.71	6.7569	6.5737
LOC100132146	6.3145	6.3145	6.3145	6.3145	6.3145	6.3145	6.3145	6.3145
LOC100132167	6.8604	 6.644	6.8713	 6.872	 6.781	6.4733	6.7303	7.2141
LOC100132215	6.8639	6.9374	6.9907	7.0918	7.0927	 6.913	7.0803	7.1626
LOC100132247	10.7856	11.0865	10.8718	11.0785	 11.176	11.0145	11.2849	11.1955
LOC100132352	7.3864	 7.218	7.2701	7.3272	7.1579	7.2193	7.1599	7.1266
LOC100132354	6.5721	6.4531	6.4906	6.6455	6.4635	6.4759	6.4906	6.3483
LOC100132356	7.2382	7.1465	7.2577	7.3606	7.3978	7.2837	7.4581	7.6231
LOC100132707	6.5418	6.6872	6.6219	6.6726	6.6903	6.6135	6.6844	6.7351
LOC100132735	6.3276	6.3276	6.3276	6.3276	6.3276	6.3276	6.3276	6.3276
LOC100132781	6.4557	6.4143	6.4217	6.4143	6.4557	6.4557	6.4897	6.5799
LOC100132831	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106	6.3106
LOC100132832	8.3939	8.6961	8.6244	8.5677	8.8124	 8.869	8.7912	8.7037
LOC100132891	6.3305	6.3305	6.3305	6.3305	6.3305	6.3305	6.3305	6.3305
LOC100133050	6.5109	6.3463	6.3898	6.4017	6.3494	6.4434	6.3898	6.3679
LOC100133091	7.8787	7.9684	7.9211	7.9514	7.9935	8.0651	8.0085	7.9839
LOC100133161	8.3259	8.6148	8.5583	8.6475	8.7761	8.5552	8.7687	8.8367
LOC100133286	6.6677	6.5151	6.5749	6.5671	 6.435	6.6025	6.4115	6.2942
LOC100133315	6.9539	7.0388	7.0039	6.9755	7.0736	7.1422	7.0835	7.0258
LOC100133331	10.5102	10.6352	10.6476	10.6838	10.8941	10.6436	10.9487	11.1136
LOC100133445	 6.437	6.4238	6.4142	6.5475	 6.437	6.3082	6.4599	6.3082
LOC100133612	6.7894	6.8136	6.8519	6.8324	6.8496	6.8125	6.8171	6.9764
LOC100133669	6.7237	6.7343	6.8796	7.0325	7.0445	6.8526	7.0489	 7.182
LOC100133920	6.5228	6.7012	6.5766	6.4803	6.6242	6.5961	6.6211	6.7973
LOC100133957	6.3791	 6.513	6.4596	6.5917	 6.564	6.5219	6.5759	6.5133
LOC100133985	7.3644	7.2347	7.1931	6.9096	7.0663	7.1218	7.0886	7.2393
LOC100134229	7.8848	7.5832	7.8062	7.9037	7.5509	7.4058	7.4624	7.6847
LOC100134259	6.6744	6.8404	6.8764	6.7907	 6.858	6.9274	6.7477	6.7239
LOC100134317	6.3074	6.6188	6.6155	6.5802	6.6809	 6.533	6.5595	6.5245
LOC100134368	6.5059	6.8561	6.7902	6.8528	6.9881	 6.782	6.9449	7.0384
LOC100134868	 7.748	 7.874	8.0026	7.8491	 7.954	7.9984	7.8024	7.8517
LOC100144595	6.3305	6.3463	6.3553	6.4073	6.4833	6.3463	6.5348	6.5722
LOC100144602	6.5017	6.3676	6.5249	6.5053	6.4199	6.3489	6.3558	6.3489
LOC100188947	6.9155	7.0694	6.9281	6.9777	7.0503	 6.941	7.1051	  7.08
LOC100190940	6.5334	6.2753	6.3589	6.6095	6.3007	6.2744	6.3589	6.2744
LOC100190986	8.1665	8.8959	8.5962	8.9305	9.1586	8.8728	9.2249	9.0875
LOC100192426	6.3207	6.3207	6.3207	6.3207	6.3207	6.2655	6.3207	6.2655
LOC100216479	7.3223	7.3617	7.6705	8.1122	7.7223	6.8269	7.5742	8.2448
LOC100216545	7.8848	7.6739	7.6381	7.8272	 7.676	7.5533	7.8183	7.7208
LOC100216546	 8.613	8.9236	8.6806	9.0325	9.0527	8.7854	9.2049	9.0469
LOC100233156	6.2255	6.3419	6.3419	6.3419	6.3807	6.3419	6.3419	6.3419
LOC100240734	6.5478	6.4983	6.3475	6.5049	6.3832	6.3112	6.5012	6.3471
LOC100240735	6.9272	6.8491	6.6427	 6.684	6.5783	6.6699	6.6884	6.4724
LOC100268168	6.5668	6.7343	6.5995	6.6656	 6.685	6.5847	6.7114	6.6219
LOC100270746	7.1939	7.1175	7.1277	7.1411	7.1236	7.0849	7.1547	7.1915
LOC100270804	6.9797	7.0773	7.0332	7.0041	 6.989	 6.813	6.9401	 7.064
LOC100271832	6.4677	6.5112	 6.613	6.6387	6.6775	6.5824	6.6371	6.6709
LOC100271836	 9.8105	10.3331	 10.095	10.2792	10.3943	 10.195	10.4018	10.3681
LOC100272216	7.2207	7.8272	7.4537	 7.603	7.8375	7.5258	7.9129	7.8368
LOC100272217	7.1166	6.9902	6.9477	 7.159	6.8632	 6.877	6.9054	6.8371
LOC100287015	8.0796	7.9908	8.0087	8.1206	8.0243	7.9654	8.0675	8.1046
LOC100287036	6.4234	6.3675	 6.327	6.3675	6.4041	 6.369	6.4908	6.5288
LOC100287042	7.7481	 7.575	7.6153	7.4682	7.5696	7.5105	7.6131	7.8243
LOC100287072	6.4341	6.4932	6.4806	 6.479	6.4445	 6.256	6.4032	6.5799
LOC100287177	6.5762	6.6758	6.6174	6.6501	6.6943	6.6603	6.7122	6.7822
LOC100287225	6.4974	6.6111	 6.512	6.3855	6.4796	6.5539	 6.456	6.3855
LOC100287632	6.5308	6.3597	6.3597	6.3597	6.3026	6.3222	6.3597	6.3222
LOC100287639	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247	6.3247
LOC100287792	6.4957	6.3666	6.2589	6.4344	6.3236	6.2847	6.4743	6.3666
LOC100287846	6.3501	6.3501	6.3501	6.3501	6.3501	6.3127	6.3501	6.3127
LOC100287879	6.4175	6.5137	6.4128	6.4556	6.4113	6.2979	6.4128	6.2979
LOC100288069	7.7488	7.8438	7.7933	7.8663	7.9458	7.9116	7.9999	8.0662
LOC100288079	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149
LOC100288123	6.9275	7.3261	7.2179	7.2148	7.4202	7.2591	7.3761	7.3927
LOC100288142	7.8867	8.4505	8.5942	8.4227	8.5291	7.8278	8.1428	8.8914
LOC100288181	6.2858	6.3971	6.4004	6.3604	6.4386	6.3239	6.4004	6.5203
LOC100288198	7.6656	7.5133	7.6447	7.6749	7.5589	7.5989	7.5265	7.5633
LOC100288255	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149	6.3149
LOC100288332	7.2767	6.7747	7.0818	7.2116	6.9405	 6.893	6.9673	7.1606
LOC100288637	 8.326	8.4834	8.2407	8.2203	8.3428	 8.506	8.4365	8.2362
LOC100288748	7.1068	7.0862	7.0166	7.0885	7.0327	7.0201	7.0858	6.9631
LOC100288778	10.8733	10.8067	10.7958	10.8639	10.9364	10.7527	11.0455	11.2107
LOC100288814	6.3695	6.3935	6.3695	6.3372	6.3695	6.4551	6.3695	6.2823
LOC100288842	7.0585	6.8365	7.0069	7.0213	6.8988	 7.013	6.8705	6.8606
LOC100288846	6.6511	6.6498	6.7058	6.7788	6.6062	6.4791	6.5291	6.6419
LOC100288911	7.8341	8.1132	7.9484	8.0119	8.1955	8.2503	8.2619	8.0217
LOC100288974	6.7486	6.6993	6.6091	 6.809	6.6699	 6.681	  6.77	6.5137
LOC100289019	8.2223	7.7924	8.0736	8.2947	7.9603	7.7754	7.9779	8.2814
LOC100289092	6.7663	6.9286	6.7946	6.7917	6.8548	6.8947	6.8708	6.6342
LOC100289187	 6.647	6.7714	6.7872	7.0487	6.9646	6.7618	6.9832	7.1247
LOC100289230	7.1924	7.1587	7.2069	7.2351	7.2225	7.1805	7.2231	7.3038
LOC100289341	7.1992	7.0205	7.1261	7.1567	7.0063	6.8209	6.9829	7.0828
LOC100289361	6.6465	 6.581	6.6404	6.7907	6.7067	6.7891	6.7429	6.6059
LOC100289388	6.6111	6.4814	6.6903	6.6657	6.5778	6.7209	 6.482	6.4817
LOC100289473	 6.328	6.3471	6.4772	6.5547	6.4832	6.3471	6.4116	6.5308
LOC100289495	7.5542	7.4301	7.5059	7.4844	7.6139	7.4358	 7.692	7.9185
LOC100289509	6.6344	6.5595	  6.62	6.5532	 6.597	6.7043	6.5926	 6.605
LOC100289511	6.8786	6.9081	6.7761	6.8638	6.8342	6.9772	6.9146	6.7526
LOC100289561	8.5193	8.5435	 8.485	8.5452	8.5478	8.4664	8.5964	8.5885
LOC100289650	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187
LOC100289656	6.1672	6.5078	6.3182	6.3566	6.4701	6.3566	6.4705	6.3566
LOC100289673	6.3241	6.3241	6.3241	6.3241	6.3241	6.3241	6.3241	6.3241
LOC100294145	9.6052	9.2175	9.4454	9.6189	9.3339	9.5031	 9.358	9.2529
LOC100294362	7.8344	7.8508	7.5829	8.0437	7.9463	7.7299	8.2538	7.9852
LOC100303749	6.2725	6.4157	6.4556	6.4928	6.5199	6.4202	6.4605	6.4157
LOC100335030	6.8101	7.0752	6.8471	 6.928	7.0393	6.9706	7.1168	7.0037
LOC100379224	8.3346	 8.147	 8.302	8.4881	 8.386	8.2602	8.4443	 8.632
LOC100422737	6.3201	6.2603	6.3201	6.4995	6.3201	6.2603	6.3201	6.2603
LOC100499183	6.7832	6.6515	6.7132	6.5725	6.6141	6.7215	6.5996	6.6802
LOC100499194	6.2435	6.3632	6.4898	 6.535	6.4629	6.3657	6.3263	6.3632
LOC100499227	6.4628	6.5669	6.5678	6.4298	6.4435	6.5199	6.3288	6.3532
LOC100499405	6.4903	6.5759	6.7324	6.6637	6.7148	6.6726	6.5849	6.7924
LOC100499484	7.0083	 7.237	7.1663	7.1029	7.1512	 7.001	7.0647	 7.061
LOC100499484-C9ORF174	8.2164	7.9858	8.0829	8.0656	8.0271	 8.075	8.0659	8.2541
LOC100499489	10.4574	9.71931	10.1154	9.75493	9.92886	9.64861	10.0066	 10.947
LOC100505474	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102	6.3102
LOC100505478	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103
LOC100505495	6.3261	6.3261	6.3261	6.3261	6.3261	6.2883	6.3261	6.2883
LOC100505545	6.31	6.31	6.31	6.31	6.31	6.31	6.31	6.31
LOC100505549	7.3312	7.4412	7.4416	7.3575	7.4257	7.3665	7.3625	7.4809
LOC100505622	6.3188	6.3188	6.3188	6.2789	6.3188	6.2789	6.3188	6.3188
LOC100505624	6.3999	6.3217	 6.411	6.3711	6.4147	6.3711	 6.411	6.4995
LOC100505633	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108
LOC100505636	6.7824	6.7458	6.6398	 6.779	6.6213	6.5889	6.6835	6.6669
LOC100505658	6.5318	6.7239	6.5152	6.4983	6.5624	6.4983	6.5942	6.4983
LOC100505659	6.4062	6.4972	 6.488	6.5753	6.4062	6.3266	6.3245	6.3266
LOC100505666	7.0433	6.8989	6.8757	6.9817	6.9313	6.9442	7.0429	6.9674
LOC100505676	6.4917	6.5765	6.4694	6.6778	6.6068	6.5295	6.6866	6.5284
LOC100505679	6.4256	6.4256	6.3494	6.4256	6.4256	6.4256	6.5018	6.4256
LOC100505695	6.7562	6.9479	6.9045	7.1064	6.9792	6.8278	6.9424	7.0261
LOC100505702	6.4147	6.3169	6.4203	6.5836	6.4221	6.3169	6.4203	6.4203
LOC100505715	7.2273	7.2748	7.1625	7.2893	7.1987	7.0922	7.2493	 7.128
LOC100505716	6.6254	6.8167	6.7518	6.7359	6.8473	6.8186	6.8317	6.9182
LOC100505718	6.3152	6.3152	6.3152	6.3152	6.3152	6.3152	6.3152	6.3152
LOC100505738	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188
LOC100505761	7.3344	7.2952	7.5612	7.6253	7.5296	7.4179	7.4005	7.5529
LOC100505768	6.3207	6.3207	6.3207	6.3207	6.3207	6.2655	6.3207	6.2655
LOC100505776	  6.32	6.2783	  6.32	  6.32	  6.32	  6.32	  6.32	6.2783
LOC100505795	6.3964	6.3894	6.4585	6.3894	6.4792	6.3894	6.4585	6.6659
LOC100505806	7.9049	7.8257	7.8362	7.8421	7.8797	8.1234	7.9358	7.7528
LOC100505812	7.2528	7.2356	 7.122	6.9915	7.0075	7.1378	7.0157	7.0137
