	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	7	8	24	19	18	0	6	0	18	9	43	30	13	0	32	0	0	0	0	0	0	0	7	7	11	5	30	19	0	40	49	8	21	16	38	0	11	32	26	12	32	19	11	0	31	0	32	35	26	31	4	5	29	8	0	5	10	19	19
GO_CATION_TRANSPORT	10	12	34	27	30	0	10	0	27	14	64	49	16	0	47	0	0	0	0	0	0	0	15	9	19	8	48	37	0	56	71	9	30	19	52	12	19	54	38	16	47	29	17	0	48	0	48	48	37	50	0	7	44	15	0	10	14	29	30
GO_CATION_TRANSPORTING_ATPASE_COMPLEX	0	0	2	2	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	3
GO_CATSPER_COMPLEX	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	2	2	2	0	0	0	0	0	0	0	0	2	0
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0
GO_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	0	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	3	0	0
GO_CELLULAR_COMPONENT_DISASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_MAINTENANCE	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_CELLULAR_COMPONENT_MORPHOGENESIS	6	10	36	12	22	3	0	5	16	8	53	34	18	14	35	0	0	0	0	6	8	0	10	0	11	8	37	34	4	38	42	11	24	0	41	7	18	44	19	18	28	30	17	0	36	0	37	42	29	32	0	6	33	10	11	6	0	11	15
GO_CELLULAR_EXTRAVASATION	0	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	3	0	4	5	0	3	0	6	0	0	7	0	0	5	0	2	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0
GO_CELLULAR_GLUCAN_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_GLUCOSE_HOMEOSTASIS	0	0	0	5	7	0	0	0	0	0	7	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	5	0	7	0	0	0	0	5	8	0	0	0	9	0	0	9	0	0	2	0	7	0	0	0	0	0	5
GO_CELLULAR_HOMEOSTASIS	6	0	0	15	18	0	7	0	0	0	36	29	0	0	27	0	0	0	0	0	0	0	0	0	0	5	0	23	0	34	42	0	0	13	29	0	0	36	24	0	30	0	0	0	26	0	26	29	0	31	0	0	27	0	0	0	0	15	17
GO_CELLULAR_HORMONE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CELLULAR_HYPEROSMOTIC_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_ION_HOMEOSTASIS	5	0	0	9	0	0	7	0	0	0	25	20	0	0	23	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	30	0	0	9	22	0	0	27	22	0	22	15	0	0	0	0	19	0	0	22	0	0	0	0	0	5	0	11	0
GO_CELLULAR_IRON_ION_HOMEOSTASIS	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_KETONE_METABOLIC_PROCESS	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
GO_CELLULAR_LIPID_CATABOLIC_PROCESS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_LIPID_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	6	6	0	6	7	0	0	0	0	0	0	0	5	0	2	0	3	0	0	0	4	0
GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	2	0	0	3	3	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	4	0	0	4	0	3	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ALCOHOL	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ALKALOID	0	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	2	0	4	3	0	0	4	0	3	0	3	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA	0	0	0	0	0	0	0	0	2	2	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	5	0	0	4	3	0	0	4	0	0	3	0	3	3	0	0	0	3	3	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CAFFEINE	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CALCIUM_ION	0	2	0	4	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	6	0	6	0	0	0	0	0	0	3	4	0	0	0	4	0	0	5	0	0	0	4	5	0	0	0	0	2	0	0	3	0
GO_CELLULAR_RESPONSE_TO_CAMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	0	0	0	4	6	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	4	0	7	0	0	0	0	5	8	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	5
GO_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	0	0	3	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_DRUG	0	0	0	3	5	0	0	2	0	0	7	5	0	0	4	0	0	0	0	0	0	0	0	0	2	0	5	0	0	4	0	0	3	0	0	0	4	0	3	0	5	7	0	0	7	0	6	0	4	0	0	0	0	0	2	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	0	0	34	18	24	0	0	0	22	0	47	35	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	51	0	26	0	37	0	0	39	21	0	0	32	0	4	0	0	33	33	0	35	0	0	37	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	6	0
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	3	0	0	0	0	0	5	0
GO_CELLULAR_RESPONSE_TO_FATTY_ACID	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	2	0	0	0	0	2	0	2	0
GO_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	2	2	0	0	0	0	0	0	0	0	2
GO_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_HISTAMINE	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	0	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	14	0	4	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	0	4	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	0	0	0	5	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_KETONE	0	0	5	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	3	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0
GO_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	0	0	0	2	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_LIPID	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_NICOTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	0	0	23	15	19	0	0	6	13	8	29	27	0	0	19	0	0	0	0	0	0	0	7	0	0	0	26	21	0	27	34	0	16	0	24	0	0	27	15	11	22	24	0	0	27	0	24	21	21	18	0	5	21	0	0	0	0	11	0
GO_CELLULAR_RESPONSE_TO_NUTRIENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0	0	0	9	0	0	0	0	12	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	16	0	0	0	0	0	0	17	0	0	0	0	0	15	0	0	0	19	0	16	16	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	0	0	31	21	28	0	0	8	0	0	0	35	0	0	28	0	0	0	0	0	0	0	0	0	0	0	32	32	0	39	45	0	25	0	36	0	0	33	0	0	33	26	0	5	39	0	0	34	30	0	0	8	0	0	0	0	0	16	0
GO_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PEPTIDE	0	0	11	8	8	0	0	3	0	6	0	15	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	9	0	0	0	0	14	9	0	0	12	0	0	0	0	11	0	0	0	0	4	0	5	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	0	0	0	7	8	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PH	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_POTASSIUM_ION	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GO_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
