	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_CELLULAR_RESPONSE_TO_STARVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0
GO_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_STEROL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0	0	0	0	0	0	0	0	3	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	4	3	0	4	0	3	0	3	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	4
GO_CELLULAR_RESPONSE_TO_VIRUS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GO_CELLULAR_RESPONSE_TO_VITAMIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_CELLULAR_RESPONSE_TO_VITAMIN_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	2	3	0	0	3	0	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0
GO_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	3	0	4	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MOLECULE_BINDING	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	5	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	11	0	0	0	9	0	0	0	0	15	0	0	0	0	0	0	5	5	0	0	0
GO_CELL_ADHESION_MOLECULE_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0
GO_CELL_BODY	6	9	29	16	16	0	6	4	16	13	43	26	14	13	32	3	6	0	0	3	4	5	10	5	9	8	33	20	0	38	47	11	23	16	36	0	14	43	19	14	30	24	11	0	37	0	33	34	21	33	3	5	31	11	6	5	7	16	15
GO_CELL_BODY_FIBER	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_BODY_MEMBRANE	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	3	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
GO_CELL_CELL_ADHESION	0	10	24	13	17	0	6	4	0	11	35	25	0	19	25	0	8	2	7	6	0	0	13	0	0	10	33	24	0	30	43	6	17	14	34	0	0	30	23	14	0	0	0	5	25	7	28	29	26	30	0	0	32	12	6	8	10	13	0
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	3	7	0	5	9	0	0	0	0	6	14	0	7	10	14	3	4	0	4	0	0	0	7	0	0	4	16	8	0	12	19	4	9	8	17	0	0	12	16	7	0	8	8	3	9	6	16	12	12	14	0	0	15	0	4	6	6	0	0
GO_CELL_CELL_CONTACT_ZONE	0	0	0	3	4	0	0	0	0	2	7	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	6	7	0	0	0	0	2	0	0	5	0	3	5	0	0	5	0	4	6	0	5	0	0	0	0	0	0	3	3	0
GO_CELL_CELL_JUNCTION	0	0	0	9	12	0	0	0	9	0	25	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	20	20	0	0	7	0	0	0	19	10	0	0	0	7	0	0	0	14	15	0	18	0	0	18	0	0	0	0	0	0
GO_CELL_CELL_JUNCTION_ASSEMBLY	0	0	0	3	5	0	0	0	0	3	7	0	0	4	0	0	3	0	0	0	3	0	0	0	0	0	6	5	0	10	11	0	4	0	0	0	0	7	6	0	5	0	4	0	6	0	0	0	0	6	0	0	6	0	0	0	0	0	0
GO_CELL_CELL_JUNCTION_MAINTENANCE	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_CELL_JUNCTION_ORGANIZATION	0	0	0	6	8	0	0	0	0	5	9	0	0	6	0	0	3	0	0	0	4	0	4	0	0	0	9	8	0	14	15	0	0	0	8	0	5	12	9	0	0	0	4	0	9	0	8	10	0	7	0	0	10	5	3	0	0	0	0
GO_CELL_CELL_RECOGNITION	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CELL_SIGNALING	16	25	57	33	51	0	14	7	38	22	102	72	30	26	72	8	12	0	10	7	0	12	18	18	19	13	81	63	0	93	103	17	48	35	82	0	33	92	43	35	69	51	24	6	73	6	75	87	63	71	9	9	78	22	12	15	0	34	46
GO_CELL_CELL_SIGNALING_BY_WNT	0	0	16	0	9	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	11	9	18	0	0	17	0	0	0	0	0	0	0	0	0	18	0	0	0	0	17	0	0	0	0	8	0
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	3	0	3	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	3	0	3	6	0	0	2	3	0	2	4	4	0	5	0	2	0	3	0	0	4	0	0	0	0	3	0	0	0	2	2	0
GO_CELL_CHEMOTAXIS	3	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	0	0	0	2	0	0
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	3	0	3	0	0	0	0	0	6	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	8	0	0	3	5	0	2	5	5	0	6	3	2	0	5	0	4	5	3	3	0	2	4	0	0	0	3	2	0
GO_CELL_CORTEX	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CORTEX_REGION	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_ARREST	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_CHECKPOINT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_CYCLE_G1_S_PHASE_TRANSITION	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0	2	0	0	0	0	0	0	0	2	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	5	0	4	0	3	0	0	0	0	0	0	0	0	0	3
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	2	0	0
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	2	2	5	0	0	0	0	0	0	2	0	3	2	2	3	0	0	0	0	0	0	0	0	2	3	0	4	3	0	0	0	2	3	0	0	0	2	0	0	2	0	0	0	0	3	0	0	3	3	5	0	0	0	0	0	2	0	0	0
GO_CELL_DIVISION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIVISION_SITE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_CELL_FATE_COMMITMENT	4	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	7	0	11	8	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	9	0	0	0	0	0	4	0	5	7
GO_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_CELL_FATE_DETERMINATION	0	0	4	0	0	0	0	0	0	2	3	4	2	0	3	0	0	0	0	0	0	2	0	2	3	0	4	3	0	0	3	2	2	0	4	0	0	0	2	2	0	0	0	0	4	0	0	3	4	5	0	0	0	0	0	0	0	0	0
GO_CELL_FATE_SPECIFICATION	0	0	5	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	5	4	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	4
GO_CELL_FATE_SPECIFICATION_INVOLVED_IN_PATTERN_SPECIFICATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_GROWTH	0	0	0	0	0	0	0	3	0	0	17	14	0	0	0	0	4	0	0	3	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0
GO_CELL_JUNCTION_ASSEMBLY	6	10	14	7	10	0	4	0	8	8	24	15	8	9	17	4	4	0	5	0	4	0	8	4	6	3	22	16	0	28	27	0	11	0	17	5	0	29	17	0	16	0	9	0	18	4	18	19	15	18	0	0	24	7	4	8	0	7	0
GO_CELL_JUNCTION_MAINTENANCE	0	0	3	0	2	0	0	0	3	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0
GO_CELL_JUNCTION_ORGANIZATION	7	15	28	17	20	0	5	0	16	11	43	27	13	15	28	4	7	0	6	4	6	0	11	5	12	6	40	28	0	42	47	8	18	0	34	0	12	42	29	12	23	20	13	0	40	7	29	34	25	29	0	0	34	12	6	11	0	15	15
GO_CELL_LEADING_EDGE	0	0	0	0	0	0	0	0	8	6	16	0	8	0	11	0	0	0	0	0	0	0	6	0	6	0	0	13	0	16	18	0	0	7	0	0	0	13	9	7	12	11	0	0	0	0	0	14	0	0	0	0	0	0	4	0	0	0	0
GO_CELL_MATRIX_ADHESION	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0
GO_CELL_MATURATION	0	0	6	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	9	0	8	8	3	7	4	0	0	0	0	0	4	6	6	4	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MORPHOGENESIS	6	12	38	17	25	4	0	5	17	10	58	38	17	18	40	0	0	0	0	6	9	0	13	0	13	9	39	35	4	46	49	11	27	13	50	0	18	50	24	21	30	31	18	4	39	0	38	42	33	38	4	6	40	15	12	7	0	0	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	6	0	32	10	19	0	0	4	15	0	46	30	13	15	31	0	0	0	0	5	8	6	10	5	11	7	31	28	0	32	40	9	24	10	42	0	13	41	19	17	24	27	15	0	33	0	29	34	25	29	0	6	31	11	9	0	0	0	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	6	7	29	9	19	0	0	4	14	0	42	27	13	14	27	0	0	0	0	5	8	6	10	5	10	7	28	25	3	28	32	9	21	8	37	6	12	36	17	15	23	24	13	0	32	3	29	32	22	25	3	6	27	9	7	5	0	9	0
GO_CELL_MOTILITY	10	0	40	21	31	0	9	0	26	0	67	0	22	27	40	0	0	0	0	7	0	0	14	0	0	10	58	48	0	60	67	10	31	0	61	0	0	51	38	26	34	0	21	6	47	0	0	43	50	45	0	0	55	17	12	11	0	0	29
GO_CELL_PART_MORPHOGENESIS	6	10	33	12	21	3	0	5	15	8	49	31	16	13	33	0	0	0	0	6	8	6	10	5	11	8	34	31	4	35	37	11	21	0	39	7	17	40	17	17	28	27	15	0	35	0	34	37	26	28	0	6	32	10	11	6	0	10	14
GO_CELL_PROJECTION_ASSEMBLY	0	9	0	0	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	0	6	5	0	0	0	20	0	0	0	0	0	10	0	6	0	0	11	10	0	0	10	0	19	0	15	0	17	0	0	0	22	9	5	0	0	9	12
GO_CELL_PROJECTION_MEMBRANE	0	5	0	0	7	2	0	0	0	5	0	0	7	6	10	0	0	0	0	0	0	0	6	0	0	0	11	13	0	0	13	0	0	7	12	0	0	0	0	0	9	9	0	2	0	0	0	11	0	0	0	3	0	0	0	0	0	6	0
GO_CELL_PROJECTION_ORGANIZATION	0	23	49	21	34	6	0	6	40	15	77	56	29	22	57	0	0	0	0	9	12	16	19	11	20	10	62	66	5	63	76	14	34	21	67	16	32	68	34	34	45	49	28	0	74	0	53	60	52	50	0	14	64	26	17	9	0	23	31
GO_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_CELL_PROLIFERATION_IN_FOREBRAIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_RECOGNITION	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	2	3	0	3	4	0	0	0	0	0	0	0	7	2	0	10	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
GO_CELL_SUBSTRATE_ADHESION	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	13	0	17	17	0	9	0	12	0	0	13	9	0	0	10	0	0	0	0	0	0	0	12	0	0	14	6	4	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0
GO_CELL_SURFACE	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	25	0	4	33	0	0	18	15	0	0	0	31	0	0	0	0	0	0	0	0	24	0	24	24	0	0	28	0	0	6	0	0	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0	0	19	0	12	0	0	0	12	7	33	19	0	0	21	0	0	0	0	3	0	6	0	5	0	0	20	16	0	21	23	0	15	13	30	0	10	27	0	0	16	15	0	0	0	0	0	27	18	17	0	0	23	7	0	0	0	10	12
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	2
GO_CELL_VOLUME_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0	12	33	17	27	0	0	0	25	11	39	26	21	0	34	0	7	0	0	0	0	0	0	0	20	0	42	35	0	43	47	8	29	16	41	0	21	34	22	14	30	29	0	0	42	5	29	36	36	33	4	0	41	0	9	8	0	22	28
GO_CENTRAL_NERVOUS_SYSTEM_MATURATION	0	0	0	3	3	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	3
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0	0	0	0	4	0	0	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	2	2	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	2	0	4	0	5	0	0	0	3	3	7	5	5	0	4	0	0	0	0	0	0	0	0	0	6	2	6	4	0	0	5	4	0	0	6	2	0	5	4	0	6	0	0	0	0	0	4	4	0	0	0	0	4	0	0	0	0	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	3	0	15	0	8	0	0	0	7	4	14	9	8	6	9	0	0	0	0	0	0	0	0	3	8	2	13	11	0	11	10	4	6	4	13	3	7	9	6	5	8	7	0	0	10	0	8	11	8	9	2	0	10	0	0	3	0	4	6
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	0	0	0	0	4	0	0	0	3	0	5	2	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	3	0	0	3	2	0	2	2	0	0	2	0	2	3	2	0	0	0	3	0	0	0	0	0	0
GO_CENTRIOLAR_SATELLITE	0	0	0	0	3	0	0	0	6	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	2	0	0	0	0
GO_CENTRIOLE	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CENTROSOME	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0	0	5	2	2	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	3	0	4	6	0	3	0	3	0	2	3	0	2	0	0	2	0	4	0	0	0	0	5	0	0	4	0	0	0	2	5	0
GO_CEREBELLAR_CORTEX_FORMATION	0	0	3	2	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2	0	2	2	0	0	3	0	0	0	2	2	0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0	0	3	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	3	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	2	2	0
GO_CEREBELLAR_GRANULAR_LAYER_FORMATION	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	0	0	3	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	0	0	0	2	0	0	2	0	0	0	0	2	0	2	0	0	2	0	0	3	0	0	0	0	3	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0
