TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
FEV	AMER3	0.97948	50.93	0.93	rgb(227, 39, 41)	1.9986	None
FEV	KCNK16	0.97948	50.93	0.933	rgb(227, 39, 41)	1.9986	None
FEV	NEGR1	0.97948	50.93	0.933	rgb(227, 39, 41)	1.9986	None
LMX1A	PYY	0.97948	50.93	0.926	rgb(227, 40, 42)	1.9986	None
LMX1B	BAALC	0.97948	50.93	0.93	rgb(227, 39, 41)	1.9986	None
NEUROD1	ADORA2A	0.97948	50.93	0.932	rgb(227, 39, 41)	1.9986	None
NEUROD1	LRRTM3	0.97948	50.93	0.933	rgb(227, 39, 41)	1.9986	None
PDX1	SESN2	0.97948	50.93	0.926	rgb(227, 40, 42)	1.9986	None
RFX6	LOC646903	0.97948	50.93	0.932	rgb(227, 39, 41)	1.9986	None
RFX6	TOX	0.97948	50.93	0.932	rgb(227, 39, 41)	1.9986	None
SOX4	PROX1	0.97948	50.93	0.927	rgb(227, 40, 42)	1.9986	None
TP73	AMPD3	0.97948	50.93	0.926	rgb(227, 40, 42)	1.9986	None
ARX	FEV	0.97655	50.92	0.923	rgb(227, 41, 43)	1.9984	None
ARX	MAFB	0.97655	50.92	0.917	rgb(227, 42, 44)	1.9984	None
ARX	SVOP	0.97655	50.92	0.924	rgb(227, 41, 42)	1.9984	None
ETS1	CNOT6L	0.97655	50.92	0.915	rgb(227, 42, 44)	1.9984	None
FEV	NOVA2	0.97655	50.92	0.92	rgb(227, 41, 43)	1.9984	None
FOXA1	FAM13A-AS1	-0.97655	50.92	-9.2E-01	rgb( 18, 96,252)	1.9984	None
NEUROD1	ASXL3	0.97655	50.92	0.923	rgb(227, 41, 43)	1.9984	None
ONECUT2	FOXD4L2	0.97655	50.92	0.916	rgb(227, 42, 44)	1.9984	2,2
ONECUT2	PRDM16	0.97655	50.92	0.92	rgb(227, 41, 43)	1.9984	None
RFX6	LOC728392	0.97655	50.92	0.917	rgb(227, 42, 44)	1.9984	None
TEAD1	RFX3	0.97655	50.92	0.915	rgb(227, 42, 44)	1.9984	None
ARX	CPB1	0.97362	50.91	0.907	rgb(227, 44, 46)	1.9982	None
FEV	PGM5	0.97362	50.91	0.909	rgb(227, 43, 45)	1.9982	None
FOXA2	NREP	0.97362	50.91	0.907	rgb(227, 44, 46)	1.9982	None
LMX1A	KIAA2022	0.97362	50.91	0.906	rgb(227, 44, 46)	1.9982	2,2
LMX1B	RAP1GAP2	0.97362	50.91	0.907	rgb(227, 44, 45)	1.9982	None
NEUROD1	DLL3	0.97362	50.91	0.913	rgb(227, 43, 44)	1.9982	None
NEUROD1	SUCNR1	0.97362	50.91	0.912	rgb(227, 43, 45)	1.9982	None
NEUROG3	KCNE4	0.97362	50.91	0.908	rgb(227, 44, 45)	1.9982	None
NKX2-2	ARHGEF25	0.97362	50.91	0.907	rgb(227, 44, 46)	1.9982	2,2
ONECUT2	LAMP5	-0.97362	50.91	-9.1E-01	rgb( 20, 97,252)	1.9982	None
RFX3	TEAD1	0.97362	50.91	0.91	rgb(227, 43, 45)	1.9982	None
RFX6	KCNH6	0.97362	50.91	0.909	rgb(227, 43, 45)	1.9982	None
RORC	ZNF117	-0.97362	50.91	-9.1E-01	rgb( 20, 97,251)	1.9982	None
SOX4	SUSD2	0.97362	50.91	0.907	rgb(227, 44, 46)	1.9982	None
ETS1	MUC16	-0.97069	50.9	-9.0E-01	rgb( 22, 98,251)	1.998	None
ETS1	SOX4	0.97069	50.9	0.903	rgb(227, 45, 46)	1.998	None
ETV1	CHGB	0.97069	50.9	0.904	rgb(227, 44, 46)	1.998	None
FEV	GHRL	0.97069	50.9	0.905	rgb(227, 44, 46)	1.998	None
FEV	HLA-DQA2	0.97069	50.9	0.902	rgb(227, 45, 47)	1.998	2,2
FEV	SCGB1A1	0.97069	50.9	0.898	rgb(227, 45, 47)	1.998	None
FOXA1	SMOC2	-0.97069	50.9	-9.0E-01	rgb( 21, 98,251)	1.998	None
FOXP2	GIP	-0.97069	50.9	-9.0E-01	rgb( 23, 99,251)	1.998	None
LMX1B	FGF9	0.97069	50.9	0.899	rgb(227, 45, 47)	1.998	None
LMX1B	FUT1	0.97069	50.9	0.902	rgb(227, 45, 46)	1.998	None
LMX1B	PTCHD2	0.97069	50.9	0.902	rgb(227, 45, 47)	1.998	2,2
MXI1	ID1	0.97069	50.9	0.903	rgb(227, 45, 46)	1.998	None
NEUROD1	SSTR2	0.97069	50.9	0.898	rgb(227, 46, 47)	1.998	None
NFAT5	ANP32A-IT1	0.97069	50.9	0.899	rgb(227, 45, 47)	1.998	2,2
ONECUT3	SSBP2	-0.97069	50.9	-9.0E-01	rgb( 22, 98,251)	1.998	None
PBX1	CREBRF	0.97069	50.9	0.897	rgb(227, 46, 47)	1.998	None
SOX4	CYP27A1	0.97069	50.9	0.897	rgb(227, 46, 47)	1.998	None
SOX4	PCBP4	0.97069	50.9	0.898	rgb(227, 45, 47)	1.998	None
TEAD2	MMP11	0.97069	50.9	0.895	rgb(227, 46, 48)	1.998	None
ZNF846	NKTR	0.97069	50.9	0.901	rgb(227, 45, 47)	1.998	None
ATF5	IL17C	-0.96775	50.89	-8.9E-01	rgb( 23, 99,251)	1.9978	None
ETV1	ANKRD13B	0.96775	50.89	0.889	rgb(227, 47, 49)	1.9978	None
ETV1	ELAVL3	0.96775	50.89	0.892	rgb(227, 47, 48)	1.9978	None
GATA6	CORO2B	-0.96775	50.89	-8.9E-01	rgb( 25,100,251)	1.9978	None
LMX1B	SLC6A16	0.96775	50.89	0.89	rgb(227, 47, 49)	1.9978	None
NEUROD1	SEPT5-GP1BB	0.96775	50.89	0.89	rgb(227, 47, 49)	1.9978	2,2
NFAT5	AK094325	0.96775	50.89	0.887	rgb(227, 48, 49)	1.9978	2,2
NFAT5	NEAT1	0.96775	50.89	0.892	rgb(227, 47, 48)	1.9978	None
PRDM16	PRKXP1	0.96775	50.89	0.886	rgb(227, 48, 49)	1.9978	None
RFX6	KIF1A	0.96775	50.89	0.891	rgb(227, 47, 49)	1.9978	None
RFX6	LINC00643	0.96775	50.89	0.89	rgb(227, 47, 49)	1.9978	None
SOX4	SPARC	0.96775	50.89	0.889	rgb(227, 47, 49)	1.9978	None
TEAD2	TGIF2	0.96775	50.89	0.886	rgb(227, 48, 49)	1.9978	None
TFCP2L1	FCGBP	0.96775	50.89	0.893	rgb(227, 46, 48)	1.9978	None
ARX	CPT1C	0.96482	50.88	0.877	rgb(227, 49, 51)	1.9976	None
ASCL1	KCNB2	0.96482	50.88	0.875	rgb(227, 50, 52)	1.9976	None
ASCL2	KIAA1324	0.96482	50.88	0.877	rgb(227, 50, 51)	1.9976	None
ELF4	CD52	-0.96482	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
FEV	FBXL16	0.96482	50.88	0.885	rgb(227, 48, 50)	1.9976	None
HIF1A	CBLN1	-0.96482	50.88	-8.8E-01	rgb( 26,101,250)	1.9976	None
ISL1	SYT4	0.96482	50.88	0.875	rgb(227, 50, 52)	1.9976	2,2
LHX1	CORO2B	-0.96482	50.88	-8.8E-01	rgb( 26,101,250)	1.9976	None
LMX1A	STX1A	0.96482	50.88	0.882	rgb(227, 48, 50)	1.9976	None
LMX1B	RGS5	0.96482	50.88	0.882	rgb(227, 48, 50)	1.9976	None
MXI1	RAB36	-0.96482	50.88	-8.8E-01	rgb( 25,100,251)	1.9976	None
NEUROG3	CABP7	0.96482	50.88	0.877	rgb(227, 50, 51)	1.9976	None
NFAT5	ONECUT2	0.96482	50.88	0.882	rgb(227, 49, 50)	1.9976	None
ONECUT2	AX747850	0.96482	50.88	0.884	rgb(227, 48, 50)	1.9976	2,2
PDX1	CDKN1A	0.96482	50.88	0.883	rgb(227, 48, 50)	1.9976	None
PDX1	CENPE	-0.96482	50.88	-8.8E-01	rgb( 26,101,251)	1.9976	None
SMAD9	IRF2BP1	-0.96482	50.88	-8.8E-01	rgb( 26,101,250)	1.9976	None
SOX4	SBK1	0.96482	50.88	0.877	rgb(227, 50, 51)	1.9976	None
SOX4	UBE2QL1	-0.96482	50.88	-8.8E-01	rgb( 27,101,250)	1.9976	None
TEAD2	TUBB3	0.96482	50.88	0.882	rgb(227, 49, 50)	1.9976	None
ASCL2	STXBP1	0.96189	50.87	0.866	rgb(227, 52, 53)	1.9974	None
ETS1	RNF157-AS1	-0.96189	50.87	-8.7E-01	rgb( 28,102,250)	1.9974	None
FEV	TPST2	0.96189	50.87	0.872	rgb(227, 50, 52)	1.9974	None
FOXP2	ROBO1	0.96189	50.87	0.873	rgb(227, 50, 52)	1.9974	None
GATA2	NDRG4	0.96189	50.87	0.868	rgb(227, 51, 53)	1.9974	None
HES4	HINT1	0.96189	50.87	0.87	rgb(227, 51, 52)	1.9974	None
LMX1A	TPH1	0.96189	50.87	0.874	rgb(227, 50, 52)	1.9974	None
LMX1B	NOL4	0.96189	50.87	0.865	rgb(227, 52, 53)	1.9974	None
MXI1	ETS1	0.96189	50.87	0.867	rgb(227, 51, 53)	1.9974	None
NEUROD1	LOC100129175	0.96189	50.87	0.866	rgb(227, 52, 53)	1.9974	None
NEUROD2	ARHGAP22	0.96189	50.87	0.871	rgb(227, 51, 52)	1.9974	None
NEUROG3	CCND2	0.96189	50.87	0.866	rgb(227, 52, 53)	1.9974	None
NEUROG3	PMP22	0.96189	50.87	0.874	rgb(227, 50, 52)	1.9974	None
NFAT5	AK124970	0.96189	50.87	0.871	rgb(227, 51, 52)	1.9974	2,2
NR4A3	STMND1	-0.96189	50.87	-8.7E-01	rgb( 29,103,250)	1.9974	None
PAX4	CELA3A	0.96189	50.87	0.866	rgb(227, 52, 53)	1.9974	None
PDX1	ASRGL1	0.96189	50.87	0.866	rgb(227, 52, 53)	1.9974	None
PDX1	SAMD11	0.96189	50.87	0.87	rgb(227, 51, 52)	1.9974	None
POU2F2	CCDC146	0.96189	50.87	0.87	rgb(227, 51, 53)	1.9974	None
RFX6	PDZRN3	0.96189	50.87	0.873	rgb(227, 50, 52)	1.9974	None
RFX6	PRR18	0.96189	50.87	0.872	rgb(227, 50, 52)	1.9974	None
SOX4	CDH5	0.96189	50.87	0.873	rgb(227, 50, 52)	1.9974	None
SOX4	MDK	0.96189	50.87	0.875	rgb(227, 50, 52)	1.9974	None
SOX4	PLCG2	0.96189	50.87	0.867	rgb(227, 51, 53)	1.9974	None
TEAD2	RAB36	0.96189	50.87	0.865	rgb(227, 52, 53)	1.9974	None
ZFHX2	CHRNA1	-0.96189	50.87	-8.7E-01	rgb( 29,103,250)	1.9974	None
ZNF846	ABCC9	0.96189	50.87	0.865	rgb(227, 52, 53)	1.9974	2,2
ZNF846	BC029255	0.96189	50.87	0.872	rgb(227, 50, 52)	1.9974	2,2
EGR3	EMB	-0.95896	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
ETS1	TSHZ1	0.95896	50.86	0.858	rgb(226, 53, 55)	1.9972	None
ETV1	CCDC74B	0.95896	50.86	0.862	rgb(226, 52, 54)	1.9972	None
ETV1	RIMBP2	0.95896	50.86	0.858	rgb(226, 53, 55)	1.9972	None
FEV	ASCL1	0.95896	50.86	0.859	rgb(226, 53, 55)	1.9972	2,2
FEV	BRSK1	0.95896	50.86	0.862	rgb(226, 52, 54)	1.9972	None
FOXP2	STK31	0.95896	50.86	0.861	rgb(226, 53, 54)	1.9972	None
LMX1A	RGS11	0.95896	50.86	0.864	rgb(227, 52, 54)	1.9972	None
MAFA	CHGA	-0.95896	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
NEUROG3	AKR1B1	0.95896	50.86	0.859	rgb(226, 53, 55)	1.9972	None
NEUROG3	ELF4	-0.95896	50.86	-8.6E-01	rgb( 30,104,250)	1.9972	None
ONECUT3	MSMB	-0.95896	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
PDX1	BAMBI	0.95896	50.86	0.856	rgb(226, 54, 55)	1.9972	None
RFX6	TUBA3FP	0.95896	50.86	0.858	rgb(226, 53, 55)	1.9972	None
SOX4	MEX3A	0.95896	50.86	0.858	rgb(226, 53, 55)	1.9972	None
SOX4	RAP1GAP2	0.95896	50.86	0.861	rgb(226, 53, 54)	1.9972	None
SPIB	MS4A8	0.95896	50.86	0.864	rgb(227, 52, 54)	1.9972	None
TFCP2L1	CACNA1C	-0.95896	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
TFCP2L1	PTPRN2	0.95896	50.86	0.862	rgb(226, 52, 54)	1.9972	None
TP73	CYMP	0.95896	50.86	0.856	rgb(226, 54, 55)	1.9972	None
TP73	SHF	0.95896	50.86	0.861	rgb(226, 52, 54)	1.9972	None
ZNF519	ZNF846	0.95896	50.86	0.862	rgb(226, 52, 54)	1.9972	None
ARX	KIF1A	0.95603	50.85	0.845	rgb(226, 56, 57)	1.997	None
ASCL2	PLEKHB1	0.95603	50.85	0.854	rgb(226, 54, 55)	1.997	None
EGR3	SMARCA1	0.95603	50.85	0.848	rgb(226, 55, 57)	1.997	None
ETS1	UCP2	-0.95603	50.85	-8.5E-01	rgb( 32,104,249)	1.997	None
ETS1	XKR7	0.95603	50.85	0.85	rgb(226, 55, 56)	1.997	None
ETV1	KCNH3	0.95603	50.85	0.854	rgb(226, 54, 56)	1.997	None
HIF1A	ATF7IP	0.95603	50.85	0.849	rgb(226, 55, 56)	1.997	None
LMX1B	MAP6	0.95603	50.85	0.849	rgb(226, 55, 57)	1.997	None
NEUROD1	BHMT	0.95603	50.85	0.853	rgb(226, 54, 56)	1.997	None
NEUROD1	FFAR1	0.95603	50.85	0.847	rgb(226, 55, 57)	1.997	None
NEUROD2	VASH2	0.95603	50.85	0.848	rgb(226, 55, 57)	1.997	None
NKX2-2	GNAO1	0.95603	50.85	0.85	rgb(226, 55, 56)	1.997	None
NR4A2	PER2	0.95603	50.85	0.853	rgb(226, 54, 56)	1.997	None
NR4A2	ZNF117	0.95603	50.85	0.85	rgb(226, 55, 56)	1.997	None
ONECUT2	AK090700	0.95603	50.85	0.846	rgb(226, 55, 57)	1.997	2,2
ONECUT2	QDPR	-0.95603	50.85	-8.5E-01	rgb( 34,105,249)	1.997	None
PAX4	C1QL1	0.95603	50.85	0.852	rgb(226, 54, 56)	1.997	None
PAX4	LAPTM5	0.95603	50.85	0.855	rgb(226, 54, 55)	1.997	None
PDX1	CBX2	0.95603	50.85	0.851	rgb(226, 55, 56)	1.997	None
RFX6	CACNB2	0.95603	50.85	0.855	rgb(226, 54, 55)	1.997	None
SOX4	CYMP	0.95603	50.85	0.854	rgb(226, 54, 56)	1.997	None
SOX4	MEX3B	0.95603	50.85	0.855	rgb(226, 54, 55)	1.997	None
SPIB	CELSR3	0.95603	50.85	0.85	rgb(226, 55, 56)	1.997	None
ZFHX2	CCDC40	0.95603	50.85	0.847	rgb(226, 55, 57)	1.997	None
ZNF519	CBLN1	-0.95603	50.85	-8.5E-01	rgb( 33,105,249)	1.997	None
ZNF846	HNRNPU-AS1	0.95603	50.85	0.848	rgb(226, 55, 57)	1.997	2,2
ZNF846	LOC646214	0.95603	50.85	0.847	rgb(226, 55, 57)	1.997	2,2
ASCL2	BAIAP3	0.9531	50.84	0.839	rgb(226, 57, 58)	1.9968	None
EGR3	CD300LF	-0.9531	50.84	-8.4E-01	rgb( 35,106,249)	1.9968	None
ETS1	HMGN3	-0.9531	50.84	-8.4E-01	rgb( 35,107,249)	1.9968	None
FEV	WNK3	0.9531	50.84	0.842	rgb(226, 56, 58)	1.9968	None
FOXA1	ZFP90	0.9531	50.84	0.839	rgb(226, 57, 58)	1.9968	None
FOXA2	DHRS2	0.9531	50.84	0.844	rgb(226, 56, 57)	1.9968	None
LMX1A	ADCY2	0.9531	50.84	0.836	rgb(226, 57, 59)	1.9968	None
MAFA	PPP1R14A	0.9531	50.84	0.839	rgb(226, 57, 58)	1.9968	None
MAFA	PYY	0.9531	50.84	0.838	rgb(226, 57, 59)	1.9968	None
MAFF	APBB2	-0.9531	50.84	-8.4E-01	rgb( 34,106,249)	1.9968	None
MAFF	BC043205	-0.9531	50.84	-8.4E-01	rgb( 35,106,249)	1.9968	2,2
NEUROD1	TMEM196	0.9531	50.84	0.841	rgb(226, 56, 58)	1.9968	None
NEUROG3	CELA3A	0.9531	50.84	0.843	rgb(226, 56, 58)	1.9968	None
NR4A3	HEYL	0.9531	50.84	0.842	rgb(226, 56, 58)	1.9968	None
NR4A3	RNF157-AS1	0.9531	50.84	0.839	rgb(226, 57, 59)	1.9968	None
PDX1	IFI6	0.9531	50.84	0.845	rgb(226, 56, 57)	1.9968	None
PRDM16	NKTR	0.9531	50.84	0.84	rgb(226, 56, 58)	1.9968	None
SMAD9	MTSS1	0.9531	50.84	0.836	rgb(226, 57, 59)	1.9968	None
SOX4	GRHL3	0.9531	50.84	0.843	rgb(226, 56, 58)	1.9968	None
ZFP82	NREP	0.9531	50.84	0.84	rgb(226, 57, 58)	1.9968	None
ARX	LINC00617	0.95016	50.83	0.826	rgb(226, 59, 61)	1.9966	2,2
ETS1	CCDC74A	-0.95016	50.83	-8.3E-01	rgb( 37,107,249)	1.9966	None
ETS1	SCG5	-0.95016	50.83	-8.3E-01	rgb( 36,107,249)	1.9966	None
ETV1	STXBP5L	0.95016	50.83	0.826	rgb(226, 59, 61)	1.9966	None
FOXP2	BCAT1	0.95016	50.83	0.828	rgb(226, 59, 60)	1.9966	None
FOXP2	FAM110B	0.95016	50.83	0.831	rgb(226, 58, 60)	1.9966	None
HES4	LOC389332	0.95016	50.83	0.827	rgb(226, 59, 61)	1.9966	2,2
LMX1B	ZCCHC18	0.95016	50.83	0.835	rgb(226, 58, 59)	1.9966	None
MAFF	MXI1	0.95016	50.83	0.827	rgb(226, 59, 61)	1.9966	None
NFAT5	BMS1P1	0.95016	50.83	0.828	rgb(226, 59, 60)	1.9966	2,2
NKX2-2	CPE	0.95016	50.83	0.826	rgb(226, 59, 61)	1.9966	None
PAX4	RUNDC3A	0.95016	50.83	0.831	rgb(226, 58, 60)	1.9966	None
PDX1	ANKRD18A	-0.95016	50.83	-8.3E-01	rgb( 36,107,249)	1.9966	None
PDX1	ID1	0.95016	50.83	0.827	rgb(226, 59, 61)	1.9966	None
PDX1	LAMP5	-0.95016	50.83	-8.3E-01	rgb( 37,108,248)	1.9966	None
RFX6	OR51E1	0.95016	50.83	0.832	rgb(226, 58, 60)	1.9966	None
RORC	PDX1	0.95016	50.83	0.826	rgb(226, 59, 61)	1.9966	None
TEAD1	ID2	-0.95016	50.83	-8.3E-01	rgb( 37,108,249)	1.9966	None
TGIF2	MXI1	-0.95016	50.83	-8.3E-01	rgb( 37,108,249)	1.9966	None
ZNF846	GPR137C	0.95016	50.83	0.833	rgb(226, 58, 59)	1.9966	None
ARNT2	LMX1B	0.94723	50.82	0.816	rgb(226, 61, 63)	1.9964	None
ELF4	USP13	-0.94723	50.82	-8.2E-01	rgb( 40,109,248)	1.9964	None
ETV1	AADAT	0.94723	50.82	0.816	rgb(226, 61, 63)	1.9964	None
ETV1	GNG2	0.94723	50.82	0.824	rgb(226, 60, 61)	1.9964	None
ETV1	KCNB2	0.94723	50.82	0.821	rgb(226, 60, 62)	1.9964	None
FEV	GNG2	0.94723	50.82	0.818	rgb(226, 61, 62)	1.9964	None
FOXP2	PCDHB9	0.94723	50.82	0.825	rgb(226, 59, 61)	1.9964	2,2
GATA2	GHRL	0.94723	50.82	0.819	rgb(226, 61, 62)	1.9964	None
HEYL	NEUROD2	0.94723	50.82	0.822	rgb(226, 60, 62)	1.9964	None
LMX1B	CACNA2D1	0.94723	50.82	0.815	rgb(226, 61, 63)	1.9964	None
LMX1B	MSI1	0.94723	50.82	0.818	rgb(226, 61, 62)	1.9964	None
NKX2-2	NHLH1	0.94723	50.82	0.817	rgb(226, 61, 63)	1.9964	None
NKX2-2	PRRT3	0.94723	50.82	0.816	rgb(226, 61, 63)	1.9964	None
NKX2-2	RGS9	0.94723	50.82	0.825	rgb(226, 59, 61)	1.9964	None
ONECUT2	AX747535	0.94723	50.82	0.82	rgb(226, 60, 62)	1.9964	2,2
PDX1	CLSPN	-0.94723	50.82	-8.2E-01	rgb( 39,109,248)	1.9964	None
POU2F2	CD96	0.94723	50.82	0.821	rgb(226, 60, 62)	1.9964	None
RFX6	NAT8L	0.94723	50.82	0.82	rgb(226, 60, 62)	1.9964	None
RORC	COL21A1	-0.94723	50.82	-8.2E-01	rgb( 40,109,248)	1.9964	None
RORC	NOXO1	0.94723	50.82	0.822	rgb(226, 60, 62)	1.9964	None
TGIF2	TEAD2	0.94723	50.82	0.821	rgb(226, 60, 62)	1.9964	None
ZNF492	DENND2A	0.94723	50.82	0.817	rgb(226, 61, 62)	1.9964	None
ZNF846	AK123889	0.94723	50.82	0.82	rgb(226, 60, 62)	1.9964	2,2
ARX	GAD2	0.9443	50.81	0.815	rgb(226, 61, 63)	1.9962	None
ATF6	ST8SIA6-AS1	-0.9443	50.81	-8.1E-01	rgb( 41,110,248)	1.9962	None
ETV1	ANK2	0.9443	50.81	0.81	rgb(226, 62, 64)	1.9962	None
FEV	SYT5	0.9443	50.81	0.814	rgb(226, 62, 63)	1.9962	None
FOXA1	TMPRSS6	-0.9443	50.81	-8.1E-01	rgb( 42,110,248)	1.9962	None
FOXP2	RIIAD1	0.9443	50.81	0.805	rgb(226, 63, 65)	1.9962	None
HIF1A	SPC25	-0.9443	50.81	-8.1E-01	rgb( 42,111,248)	1.9962	None
LMX1A	GIP	0.9443	50.81	0.808	rgb(226, 63, 64)	1.9962	None
LMX1A	SCG2	0.9443	50.81	0.807	rgb(226, 63, 65)	1.9962	None
MAFA	PGA3	0.9443	50.81	0.807	rgb(226, 63, 64)	1.9962	None
MAFB	TSPAN7	0.9443	50.81	0.814	rgb(226, 61, 63)	1.9962	None
NEUROD1	ADAMTS2	0.9443	50.81	0.811	rgb(226, 62, 64)	1.9962	None
NEUROD1	CLPS	0.9443	50.81	0.811	rgb(226, 62, 64)	1.9962	None
NEUROD1	PDE2A	0.9443	50.81	0.81	rgb(226, 62, 64)	1.9962	None
NEUROG3	DKK3	0.9443	50.81	0.814	rgb(226, 62, 63)	1.9962	None
NFAT5	FCRL6	0.9443	50.81	0.813	rgb(226, 62, 63)	1.9962	None
PDX1	ETV1	-0.9443	50.81	-8.1E-01	rgb( 41,110,248)	1.9962	None
PRDM16	TCEAL1	-0.9443	50.81	-8.1E-01	rgb( 41,110,248)	1.9962	None
PRDM16	TFPI2	-0.9443	50.81	-8.1E-01	rgb( 41,110,248)	1.9962	None
RORC	PRKXP1	-0.9443	50.81	-8.1E-01	rgb( 42,111,248)	1.9962	None
RORC	RCOR2	0.9443	50.81	0.808	rgb(226, 63, 64)	1.9962	None
SMAD9	C1QL1	0.9443	50.81	0.814	rgb(226, 62, 63)	1.9962	None
SOX4	AMPD3	0.9443	50.81	0.807	rgb(226, 63, 64)	1.9962	None
SOX4	PTCH1	0.9443	50.81	0.811	rgb(226, 62, 64)	1.9962	None
SPIB	RFX6	0.9443	50.81	0.808	rgb(226, 63, 64)	1.9962	None
TFCP2L1	MLLT11	-0.9443	50.81	-8.1E-01	rgb( 41,110,248)	1.9962	None
TGIF2	NCS1	0.9443	50.81	0.809	rgb(226, 62, 64)	1.9962	None
ZFP82	CCK	0.9443	50.81	0.808	rgb(226, 63, 64)	1.9962	None
ZFP62	AK091275	0.9443	50.81	0.808	rgb(226, 63, 64)	1.9962	2,2
ASCL1	KCNF1	-0.94137	50.8	-8.0E-01	rgb( 43,111,247)	1.996	None
ASCL2	PNMAL1	0.94137	50.8	0.8	rgb(226, 64, 66)	1.996	2,2
ELF4	SMTNL2	-0.94137	50.8	-8.0E-01	rgb( 44,112,247)	1.996	None
ELF4	SST	0.94137	50.8	0.799	rgb(226, 64, 66)	1.996	None
ETS1	MAGED1	-0.94137	50.8	-8.0E-01	rgb( 43,111,248)	1.996	None
ETV1	BEX2	0.94137	50.8	0.804	rgb(226, 63, 65)	1.996	None
ETV1	KCNH8	0.94137	50.8	0.801	rgb(226, 64, 66)	1.996	None
ETV1	NALCN	0.94137	50.8	0.802	rgb(226, 64, 65)	1.996	None
ETV1	NCS1	0.94137	50.8	0.805	rgb(226, 63, 65)	1.996	None
