TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
ZNF514	AF289551	0.97474	50.9	0.902	rgb(227, 45, 47)	1.9982	2,2
E2F7	FSD1	-0.97193	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
E2F7	SNAP25	-0.97193	50.89	-8.9E-01	rgb( 25,100,251)	1.998	None
ETS1	RPS15AP10	-0.97193	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
ETS1	SPARC	0.97193	50.89	0.889	rgb(227, 47, 49)	1.998	None
FEV	CTPS1	0.97193	50.89	0.89	rgb(227, 47, 49)	1.998	None
FOXA1	KCNB2	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	None
FOXA1	NHSL2	0.97193	50.89	0.894	rgb(227, 46, 48)	1.998	None
FOXA1	PRICKLE2	0.97193	50.89	0.889	rgb(227, 47, 49)	1.998	None
FOXA2	SMARCC1	0.97193	50.89	0.889	rgb(227, 47, 49)	1.998	None
HSF2	SPC25	0.97193	50.89	0.888	rgb(227, 47, 49)	1.998	None
MAFA	PTP4A3	0.97193	50.89	0.893	rgb(227, 46, 48)	1.998	None
MAFA	TAF9B	0.97193	50.89	0.891	rgb(227, 47, 49)	1.998	None
MAFB	HHEX	-0.97193	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
NEUROD2	AMPD3	0.97193	50.89	0.888	rgb(227, 47, 49)	1.998	None
NEUROD2	BRSK2	0.97193	50.89	0.891	rgb(227, 47, 49)	1.998	None
NEUROD2	CLCNKA	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	None
NEUROD2	EVA1A	0.97193	50.89	0.894	rgb(227, 46, 48)	1.998	None
NEUROG3	CDH22	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	None
NEUROG3	ISL1	0.97193	50.89	0.889	rgb(227, 47, 49)	1.998	None
NEUROG3	OLFML2B	0.97193	50.89	0.888	rgb(227, 47, 49)	1.998	None
NEUROG3	PTPRN	0.97193	50.89	0.889	rgb(227, 47, 49)	1.998	None
NEUROG3	ZDHHC8P1	0.97193	50.89	0.89	rgb(227, 47, 49)	1.998	None
NKX6-1	ADAM12	0.97193	50.89	0.892	rgb(227, 47, 48)	1.998	None
PAX6	PARD6A	0.97193	50.89	0.894	rgb(227, 46, 48)	1.998	None
PAX6	TOX	-0.97193	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
PBX3	BAMBI	-0.97193	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
RFX2	CLGN	0.97193	50.89	0.893	rgb(227, 46, 48)	1.998	None
RFX6	AMER3	0.97193	50.89	0.89	rgb(227, 47, 49)	1.998	None
RFX6	ASIC4	0.97193	50.89	0.893	rgb(227, 46, 48)	1.998	None
RFX6	CERS1	0.97193	50.89	0.885	rgb(227, 48, 50)	1.998	None
RFX6	CTXN1	0.97193	50.89	0.894	rgb(227, 46, 48)	1.998	None
RFX6	LIMCH1	0.97193	50.89	0.887	rgb(227, 48, 49)	1.998	None
RFX6	LRAT	0.97193	50.89	0.887	rgb(227, 48, 49)	1.998	None
RFX6	MS4A8	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	None
RFX6	MTUS2	0.97193	50.89	0.892	rgb(227, 47, 48)	1.998	None
RFX6	PPM1E	0.97193	50.89	0.894	rgb(227, 46, 48)	1.998	None
RFX6	TAGLN3	0.97193	50.89	0.888	rgb(227, 47, 49)	1.998	None
RFX6	TMEM158	0.97193	50.89	0.89	rgb(227, 47, 49)	1.998	None
SPIB	SPDYE5	-0.97193	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
TEAD1	RASAL1	0.97193	50.89	0.891	rgb(227, 47, 49)	1.998	None
TFCP2L1	SSTR1	0.97193	50.89	0.892	rgb(227, 47, 48)	1.998	None
ZNF846	EID2	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	None
CCDC17	CNTNAP4	0.97193	50.89	0.886	rgb(227, 48, 50)	1.998	2,2
DACH1	FAM105A	0.97193	50.89	0.895	rgb(227, 46, 48)	1.998	2,2
ZNF518A	PFN1P2	0.97193	50.89	0.888	rgb(227, 47, 49)	1.998	2,2
ATF5	DST	0.96912	50.88	0.876	rgb(227, 50, 51)	1.9978	None
E2F7	CACNG6	-0.96912	50.88	-8.8E-01	rgb( 27,101,250)	1.9978	None
ETV1	USP41	0.96912	50.88	0.878	rgb(227, 49, 51)	1.9978	None
FOXA1	CADPS	0.96912	50.88	0.878	rgb(227, 49, 51)	1.9978	None
FOXD4L5	ELAVL3	0.96912	50.88	0.884	rgb(227, 48, 50)	1.9978	None
GATA2	RNF157-AS1	0.96912	50.88	0.875	rgb(227, 50, 52)	1.9978	None
HIF1A	PTPRN	-0.96912	50.88	-8.8E-01	rgb( 26,101,250)	1.9978	None
MAFA	RPLP0P2	0.96912	50.88	0.878	rgb(227, 49, 51)	1.9978	None
MAFA	SLC14A1	0.96912	50.88	0.88	rgb(227, 49, 51)	1.9978	None
MXI1	CCDC85B	0.96912	50.88	0.883	rgb(227, 48, 50)	1.9978	None
NEUROG3	CPLX1	0.96912	50.88	0.875	rgb(227, 50, 52)	1.9978	None
NEUROG3	KCNMB2	0.96912	50.88	0.884	rgb(227, 48, 50)	1.9978	None
NEUROG3	LOC100129175	0.96912	50.88	0.883	rgb(227, 48, 50)	1.9978	None
