TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
FEV	PHLDA2	0.98727	50.95	0.951	rgb(227, 35, 37)	1.9992	None
NEUROD1	ABCC8	0.98727	50.95	0.952	rgb(227, 35, 37)	1.9992	None
NEUROD1	ADAMTSL2	0.98727	50.95	0.949	rgb(227, 36, 38)	1.9992	None
NEUROD1	CAMK2B	0.98727	50.95	0.945	rgb(227, 36, 38)	1.9992	None
NEUROD1	KCNJ6	0.98727	50.95	0.95	rgb(227, 36, 37)	1.9992	None
NEUROD1	SCN3A	0.98727	50.95	0.952	rgb(227, 35, 37)	1.9992	None
NEUROD1	TMEM132B	0.98727	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NEUROD2	HES6	0.98727	50.95	0.953	rgb(227, 35, 37)	1.9992	None
NEUROG3	RFX6	0.98727	50.95	0.947	rgb(227, 36, 38)	1.9992	None
NEUROG3	SPON2	0.98727	50.95	0.955	rgb(228, 35, 37)	1.9992	None
RFX6	DPP10	0.98727	50.95	0.946	rgb(227, 36, 38)	1.9992	None
RFX6	GCK	0.98727	50.95	0.948	rgb(227, 36, 38)	1.9992	None
RFX6	GDF11	0.98727	50.95	0.949	rgb(227, 36, 38)	1.9992	None
RFX6	KCTD12	0.98727	50.95	0.948	rgb(227, 36, 38)	1.9992	None
RFX6	MIAT	0.98727	50.95	0.955	rgb(228, 35, 37)	1.9992	None
RFX6	MS4A8	0.98727	50.95	0.951	rgb(227, 35, 37)	1.9992	None
RFX6	NDRG4	0.98727	50.95	0.947	rgb(227, 36, 38)	1.9992	None
RFX6	WNK2	0.98727	50.95	0.945	rgb(227, 37, 38)	1.9992	None
SOX4	BAMBI	-0.98727	50.95	-9.5E-01	rgb( 11, 92,253)	1.9992	None
TFCP2L1	PTGDR2	0.98727	50.95	0.947	rgb(227, 36, 38)	1.9992	None
DACH1	PAX4	0.98727	50.95	0.951	rgb(227, 35, 37)	1.9992	2,2
ISL1	ID2	-0.98408	50.94	-9.4E-01	rgb( 13, 93,253)	1.999	None
MAFA	GPR137C	0.98408	50.94	0.941	rgb(227, 37, 39)	1.999	None
NEUROD1	BHMT	0.98408	50.94	0.94	rgb(227, 37, 39)	1.999	None
NEUROD1	CADPS	0.98408	50.94	0.941	rgb(227, 37, 39)	1.999	None
NEUROD1	PROX1	0.98408	50.94	0.936	rgb(227, 38, 40)	1.999	None
NEUROD1	TMEM196	0.98408	50.94	0.943	rgb(227, 37, 39)	1.999	None
NEUROG3	POM121L9P	0.98408	50.94	0.941	rgb(227, 37, 39)	1.999	None
NEUROG3	SHF	0.98408	50.94	0.941	rgb(227, 37, 39)	1.999	None
NEUROG3	SUSD2	0.98408	50.94	0.939	rgb(227, 38, 40)	1.999	None
RFX6	NOL4	0.98408	50.94	0.943	rgb(227, 37, 39)	1.999	None
RFX6	PTCH1	0.98408	50.94	0.944	rgb(227, 37, 39)	1.999	None
RFX6	SYT5	0.98408	50.94	0.936	rgb(227, 38, 40)	1.999	None
ATOH8	TMEM8C	0.98408	50.94	0.945	rgb(227, 37, 38)	1.999	2,2
ELF4	PCYT1B	-0.9809	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
HES4	ITPR1	0.9809	50.93	0.926	rgb(227, 40, 42)	1.9988	None
HIF1A	ADCY1	-0.9809	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
MAFA	ELAVL3	0.9809	50.93	0.933	rgb(227, 39, 41)	1.9988	None
NEUROD1	CRYBA2	0.9809	50.93	0.927	rgb(227, 40, 42)	1.9988	None
NEUROD1	ELOVL4	0.9809	50.93	0.93	rgb(227, 39, 41)	1.9988	None
NEUROD1	NKD1	0.9809	50.93	0.925	rgb(227, 40, 42)	1.9988	None
NEUROD2	STARD9	0.9809	50.93	0.931	rgb(227, 39, 41)	1.9988	None
NEUROG3	CABP7	0.9809	50.93	0.933	rgb(227, 39, 41)	1.9988	None
NEUROG3	CCND2	0.9809	50.93	0.932	rgb(227, 39, 41)	1.9988	None
NEUROG3	CELA3A	0.9809	50.93	0.928	rgb(227, 40, 42)	1.9988	None
NEUROG3	OLFML2B	0.9809	50.93	0.93	rgb(227, 39, 41)	1.9988	None
NEUROG3	PRELP	0.9809	50.93	0.929	rgb(227, 40, 42)	1.9988	None
POU6F1	CYGB	-0.9809	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
RFX6	ASIC4	0.9809	50.93	0.935	rgb(227, 38, 40)	1.9988	None
RFX6	ELAVL4	0.9809	50.93	0.934	rgb(227, 39, 40)	1.9988	None
RFX6	GALNT16	0.9809	50.93	0.93	rgb(227, 39, 41)	1.9988	None
RFX6	MAP6	0.9809	50.93	0.933	rgb(227, 39, 41)	1.9988	None
RFX6	RRAGD	0.9809	50.93	0.935	rgb(227, 38, 40)	1.9988	None
RFX6	SPTBN4	0.9809	50.93	0.929	rgb(227, 40, 41)	1.9988	None
RFX6	TPST2	0.9809	50.93	0.932	rgb(227, 39, 41)	1.9988	None
SPIB	POM121L9P	-0.9809	50.93	-9.3E-01	rgb( 15, 94,252)	1.9988	None
TEAD1	TMEM198	-0.9809	50.93	-9.3E-01	rgb( 16, 95,252)	1.9988	None
ZNF117	GOLGA6L9	0.9809	50.93	0.93	rgb(227, 39, 41)	1.9988	2,2
ELF4	UNC79	-0.97772	50.92	-9.2E-01	rgb( 16, 95,252)	1.9986	None
NEUROD1	INSM1	0.97772	50.92	0.922	rgb(227, 41, 43)	1.9986	None
NEUROD1	KLHL32	0.97772	50.92	0.925	rgb(227, 40, 42)	1.9986	None
NEUROD1	LOC100129175	0.97772	50.92	0.921	rgb(227, 41, 43)	1.9986	None
NEUROD1	SVOP	0.97772	50.92	0.918	rgb(227, 42, 44)	1.9986	None
NEUROD1	TMEM200A	0.97772	50.92	0.923	rgb(227, 41, 42)	1.9986	None
NEUROD2	GNAO1	0.97772	50.92	0.916	rgb(227, 42, 44)	1.9986	None
NEUROD2	KCNH8	0.97772	50.92	0.923	rgb(227, 41, 42)	1.9986	None
NEUROD2	PLEKHB1	0.97772	50.92	0.917	rgb(227, 42, 44)	1.9986	None
ONECUT1	AK5	0.97772	50.92	0.921	rgb(227, 41, 43)	1.9986	None
ONECUT1	CPE	0.97772	50.92	0.922	rgb(227, 41, 43)	1.9986	None
RFX6	B3GAT1	0.97772	50.92	0.918	rgb(227, 42, 44)	1.9986	None
RFX6	BOC	0.97772	50.92	0.92	rgb(227, 41, 43)	1.9986	None
RFX6	CXXC4	0.97772	50.92	0.922	rgb(227, 41, 43)	1.9986	None
RFX6	FEV	0.97772	50.92	0.922	rgb(227, 41, 43)	1.9986	None
RFX6	GPR133	0.97772	50.92	0.918	rgb(227, 42, 43)	1.9986	2,2
RFX6	PCSK1N	0.97772	50.92	0.919	rgb(227, 41, 43)	1.9986	None
RFX6	SLC16A12	0.97772	50.92	0.915	rgb(227, 42, 44)	1.9986	None
RFX6	STMN2	0.97772	50.92	0.915	rgb(227, 42, 44)	1.9986	None
RFX6	TAGLN3	0.97772	50.92	0.922	rgb(227, 41, 43)	1.9986	None
RORC	GRASP	-0.97772	50.92	-9.2E-01	rgb( 18, 96,252)	1.9986	None
TFCP2L1	MLLT11	0.97772	50.92	0.924	rgb(227, 40, 42)	1.9986	None
ZNF846	SOX4	0.97772	50.92	0.923	rgb(227, 41, 42)	1.9986	None
DACH1	SCGB1C1	0.97772	50.92	0.917	rgb(227, 42, 44)	1.9986	2,2
ARX	YPEL1	-0.97453	50.91	-9.1E-01	rgb( 19, 96,252)	1.9984	None
ELF4	PDE8B	-0.97453	50.91	-9.1E-01	rgb( 19, 96,252)	1.9984	None
ETS1	IRF2BP1	0.97453	50.91	0.914	rgb(227, 42, 44)	1.9984	None
MAFA	AVPR1B	0.97453	50.91	0.907	rgb(227, 44, 45)	1.9984	None
MAFA	NEFM	0.97453	50.91	0.906	rgb(227, 44, 46)	1.9984	None
MAFA	PTPRN	0.97453	50.91	0.905	rgb(227, 44, 46)	1.9984	None
NEUROD1	DLL3	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
NEUROD1	DUSP26	0.97453	50.91	0.912	rgb(227, 43, 45)	1.9984	None
NEUROD1	KCNMA1	0.97453	50.91	0.905	rgb(227, 44, 46)	1.9984	None
NEUROD1	SIM1	0.97453	50.91	0.909	rgb(227, 43, 45)	1.9984	None
NEUROD2	AKR1B1	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
NEUROD2	STXBP1	0.97453	50.91	0.908	rgb(227, 44, 45)	1.9984	None
NEUROG3	ARHGAP9	0.97453	50.91	0.913	rgb(227, 43, 45)	1.9984	None
NKX2-2	NPM2	-0.97453	50.91	-9.1E-01	rgb( 20, 97,251)	1.9984	None
NR4A2	LIN7A	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
NR4A3	CD52	-0.97453	50.91	-9.1E-01	rgb( 20, 97,251)	1.9984	None
NR4A3	DZIP1	-0.97453	50.91	-9.1E-01	rgb( 20, 97,251)	1.9984	None
ONECUT1	DOCK8	0.97453	50.91	0.909	rgb(227, 43, 45)	1.9984	None
RFX6	BTBD17	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
RFX6	CACNB2	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
RFX6	DDN	0.97453	50.91	0.914	rgb(227, 42, 44)	1.9984	None
RFX6	FSTL5	0.97453	50.91	0.908	rgb(227, 44, 45)	1.9984	None
RFX6	GRIN1	0.97453	50.91	0.913	rgb(227, 43, 44)	1.9984	None
RFX6	KCNH2	0.97453	50.91	0.905	rgb(227, 44, 46)	1.9984	None
RFX6	MIR7-3HG	0.97453	50.91	0.907	rgb(227, 44, 46)	1.9984	None
RORC	CBX7	0.97453	50.91	0.905	rgb(227, 44, 46)	1.9984	None
SPIB	CCL20	0.97453	50.91	0.906	rgb(227, 44, 46)	1.9984	None
TEAD1	ATP13A4	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
TFCP2L1	ACTN3	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
TFCP2L1	USP41	0.97453	50.91	0.91	rgb(227, 43, 45)	1.9984	None
ARX	H1FX-AS1	-0.97135	50.9	-9.0E-01	rgb( 22, 98,251)	1.9982	None
ARX	ID4	-0.97135	50.9	-9.0E-01	rgb( 21, 98,251)	1.9982	None
ELF4	C1QL1	-0.97135	50.9	-9.0E-01	rgb( 22, 98,251)	1.9982	None
ELF4	FAM131B	-0.97135	50.9	-9.0E-01	rgb( 22, 98,251)	1.9982	None
ELF4	SLC26A7	-0.97135	50.9	-9.0E-01	rgb( 23, 99,251)	1.9982	None
FEV	CENPE	0.97135	50.9	0.902	rgb(227, 45, 47)	1.9982	None
ISL1	LONRF2	0.97135	50.9	0.9	rgb(227, 45, 47)	1.9982	None
ISL1	SSBP2	-0.97135	50.9	-9.0E-01	rgb( 21, 98,251)	1.9982	None
MAFA	STXBP5L	0.97135	50.9	0.904	rgb(227, 44, 46)	1.9982	None
NEUROD1	MCF2L	0.97135	50.9	0.902	rgb(227, 45, 47)	1.9982	None
NEUROD1	OSBPL6	0.97135	50.9	0.9	rgb(227, 45, 47)	1.9982	None
NEUROD1	RPRML	0.97135	50.9	0.895	rgb(227, 46, 48)	1.9982	None
NEUROD1	SSTR3	0.97135	50.9	0.897	rgb(227, 46, 47)	1.9982	None
NEUROD2	GPC2	0.97135	50.9	0.899	rgb(227, 45, 47)	1.9982	None
NEUROG3	SPINK4	0.97135	50.9	0.896	rgb(227, 46, 48)	1.9982	None
NR4A2	PRELP	0.97135	50.9	0.904	rgb(227, 44, 46)	1.9982	None
PAX4	CXXC4	-0.97135	50.9	-9.0E-01	rgb( 21, 98,251)	1.9982	None
PBX1	RASL11B	0.97135	50.9	0.9	rgb(227, 45, 47)	1.9982	None
POU6F1	GDF11	-0.97135	50.9	-9.0E-01	rgb( 23, 99,251)	1.9982	None
RFX2	AK5	0.97135	50.9	0.901	rgb(227, 45, 47)	1.9982	None
RFX2	BRSK2	0.97135	50.9	0.896	rgb(227, 46, 48)	1.9982	None
RFX2	GDAP1	0.97135	50.9	0.896	rgb(227, 46, 48)	1.9982	None
RFX6	BAIAP3	0.97135	50.9	0.899	rgb(227, 45, 47)	1.9982	None
RFX6	FRMPD4	0.97135	50.9	0.901	rgb(227, 45, 47)	1.9982	None
RFX6	MED12L	0.97135	50.9	0.903	rgb(227, 44, 46)	1.9982	None
RFX6	NAT8L	0.97135	50.9	0.897	rgb(227, 46, 47)	1.9982	None
SPIB	IFI6	0.97135	50.9	0.903	rgb(227, 45, 46)	1.9982	None
TEAD1	TMOD2	-0.97135	50.9	-9.0E-01	rgb( 22, 99,251)	1.9982	None
TFCP2L1	ANKRD65	0.97135	50.9	0.905	rgb(227, 44, 46)	1.9982	None
ZNF846	SVOP	-0.97135	50.9	-9.0E-01	rgb( 22, 99,251)	1.9982	None
DACH1	FAM105A	0.97135	50.9	0.898	rgb(227, 45, 47)	1.9982	2,2
MYT1	AK024119	0.97135	50.9	0.896	rgb(227, 46, 48)	1.9982	2,2
MYT1	AL109792	0.97135	50.9	0.9	rgb(227, 45, 47)	1.9982	2,2
ZNF117	ABCC9	0.97135	50.9	0.901	rgb(227, 45, 47)	1.9982	2,2
EGR3	ATP13A4	-0.96817	50.89	-8.9E-01	rgb( 24, 99,251)	1.998	None
ELF4	BSN	-0.96817	50.89	-8.9E-01	rgb( 25,100,251)	1.998	None
ISL1	CCL20	-0.96817	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
ISL1	CDKN1A	-0.96817	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
ISL1	TMEM212	0.96817	50.89	0.887	rgb(227, 48, 49)	1.998	None
LMX1A	ATP13A4	-0.96817	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
MAFA	SPOCK3	0.96817	50.89	0.891	rgb(227, 47, 49)	1.998	None
MAFB	SRCIN1	0.96817	50.89	0.886	rgb(227, 48, 50)	1.998	None
NEUROD1	CACNA1H	0.96817	50.89	0.893	rgb(227, 46, 48)	1.998	None
NEUROD1	ETV1	0.96817	50.89	0.886	rgb(227, 48, 50)	1.998	None
NEUROD1	GNG4	0.96817	50.89	0.886	rgb(227, 48, 50)	1.998	None
NEUROD1	NPTX2	0.96817	50.89	0.891	rgb(227, 47, 49)	1.998	None
NEUROG3	COL16A1	0.96817	50.89	0.888	rgb(227, 47, 49)	1.998	None
NEUROG3	GFRA1	0.96817	50.89	0.887	rgb(227, 48, 49)	1.998	None
NEUROG3	KIF19	0.96817	50.89	0.886	rgb(227, 48, 49)	1.998	None
NEUROG3	LRRC10B	0.96817	50.89	0.893	rgb(227, 46, 48)	1.998	None
NKX6-1	PCDHA2	0.96817	50.89	0.892	rgb(227, 47, 48)	1.998	None
PAX4	COL16A1	-0.96817	50.89	-8.9E-01	rgb( 24, 99,251)	1.998	None
PAX6	DOCK8	-0.96817	50.89	-8.9E-01	rgb( 24, 99,251)	1.998	None
PDX1	SPAG8	-0.96817	50.89	-8.9E-01	rgb( 24, 99,251)	1.998	None
RFX6	ELFN1	0.96817	50.89	0.894	rgb(227, 46, 48)	1.998	None
RFX6	GAD2	0.96817	50.89	0.885	rgb(227, 48, 50)	1.998	None
RFX6	GHRL	0.96817	50.89	0.895	rgb(227, 46, 48)	1.998	None
RFX6	GPR155	0.96817	50.89	0.891	rgb(227, 47, 49)	1.998	None
RFX6	H1FX-AS1	0.96817	50.89	0.89	rgb(227, 47, 49)	1.998	None
RFX6	NOVA2	0.96817	50.89	0.885	rgb(227, 48, 50)	1.998	None
RORC	CELA3A	-0.96817	50.89	-8.9E-01	rgb( 25,100,251)	1.998	None
TEAD1	BSN	-0.96817	50.89	-8.9E-01	rgb( 24,100,251)	1.998	None
TEAD1	SLC51B	-0.96817	50.89	-8.9E-01	rgb( 25,100,251)	1.998	None
TEAD1	SYP	-0.96817	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
TFCP2L1	HMGN3	0.96817	50.89	0.894	rgb(227, 46, 48)	1.998	None
TFCP2L1	PMP22	0.96817	50.89	0.892	rgb(227, 47, 48)	1.998	None
ZFHX2	SVOP	-0.96817	50.89	-8.9E-01	rgb( 23, 99,251)	1.998	None
ZNF117	GOLGA6L5	0.96817	50.89	0.886	rgb(227, 48, 50)	1.998	2,2
ARX	SCN1B	-0.96498	50.88	-8.8E-01	rgb( 25,100,251)	1.9978	None
ELF4	CNGA3	-0.96498	50.88	-8.8E-01	rgb( 26,101,250)	1.9978	None
ELF4	MANEAL	-0.96498	50.88	-8.8E-01	rgb( 26,101,250)	1.9978	None
ELF4	VCAN	-0.96498	50.88	-8.8E-01	rgb( 25,100,251)	1.9978	None
ETS1	AGAP11	-0.96498	50.88	-8.8E-01	rgb( 25,100,251)	1.9978	None
ISL1	CIT	0.96498	50.88	0.883	rgb(227, 48, 50)	1.9978	None
NEUROD1	ASXL3	0.96498	50.88	0.876	rgb(227, 50, 51)	1.9978	None
NEUROD1	LOC100507351	0.96498	50.88	0.884	rgb(227, 48, 50)	1.9978	None
NEUROD1	LRRTM3	0.96498	50.88	0.879	rgb(227, 49, 51)	1.9978	None
NEUROD1	SUCNR1	0.96498	50.88	0.883	rgb(227, 48, 50)	1.9978	None
NEUROD2	PPP1R16B	0.96498	50.88	0.879	rgb(227, 49, 51)	1.9978	None
NEUROG3	BTBD17	0.96498	50.88	0.876	rgb(227, 50, 51)	1.9978	None
NEUROG3	CHRNA1	0.96498	50.88	0.877	rgb(227, 50, 51)	1.9978	None
NEUROG3	SOCS1	0.96498	50.88	0.875	rgb(227, 50, 52)	1.9978	None
NR4A2	SULT2A1	0.96498	50.88	0.88	rgb(227, 49, 51)	1.9978	None
ONECUT1	RIIAD1	0.96498	50.88	0.88	rgb(227, 49, 51)	1.9978	None
PAX6	SOCS1	-0.96498	50.88	-8.8E-01	rgb( 26,101,250)	1.9978	None
RFX3	NCS1	0.96498	50.88	0.883	rgb(227, 48, 50)	1.9978	None
RFX6	AMER3	0.96498	50.88	0.884	rgb(227, 48, 50)	1.9978	None
RFX6	CAMKV	0.96498	50.88	0.882	rgb(227, 48, 50)	1.9978	None
RFX6	EFNB3	0.96498	50.88	0.881	rgb(227, 49, 51)	1.9978	None
RFX6	KCNK16	0.96498	50.88	0.875	rgb(227, 50, 52)	1.9978	None
RFX6	MTSS1	0.96498	50.88	0.884	rgb(227, 48, 50)	1.9978	None
RFX6	PAX6	0.96498	50.88	0.884	rgb(227, 48, 50)	1.9978	None
RFX6	QDPR	0.96498	50.88	0.883	rgb(227, 48, 50)	1.9978	None
RFX6	TUB	0.96498	50.88	0.879	rgb(227, 49, 51)	1.9978	None
RFX6	WSCD1	0.96498	50.88	0.883	rgb(227, 48, 50)	1.9978	None
SPIB	APBB2	-0.96498	50.88	-8.8E-01	rgb( 26,101,250)	1.9978	None
SPIB	SLC7A2	-0.96498	50.88	-8.8E-01	rgb( 25,100,251)	1.9978	None
TEAD1	DNAJC12	-0.96498	50.88	-8.8E-01	rgb( 26,101,251)	1.9978	None
TEAD1	ID4	-0.96498	50.88	-8.8E-01	rgb( 26,101,251)	1.9978	None
TFCP2L1	EID1	0.96498	50.88	0.878	rgb(227, 49, 51)	1.9978	None
TFCP2L1	TMEM70	0.96498	50.88	0.879	rgb(227, 49, 51)	1.9978	None
ZNF846	SMARCC1	0.96498	50.88	0.876	rgb(227, 50, 51)	1.9978	None
MYT1	SYT4	0.96498	50.88	0.878	rgb(227, 49, 51)	1.9978	2,2
MYT1	TDO2	0.96498	50.88	0.876	rgb(227, 50, 51)	1.9978	2,2
ZNF117	AK125871	0.96498	50.88	0.882	rgb(227, 49, 50)	1.9978	2,2
ARX	C7	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
ARX	PCSK2	0.9618	50.87	0.869	rgb(227, 51, 53)	1.9976	None
ARX	PCYT1B	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
ELF4	NR4A3	-0.9618	50.87	-8.7E-01	rgb( 29,102,250)	1.9976	None
ELF4	SEZ6	-0.9618	50.87	-8.7E-01	rgb( 27,102,250)	1.9976	None
ELF4	SYN1	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
GATA2	TRIM35	0.9618	50.87	0.87	rgb(227, 51, 53)	1.9976	None
HHEX	TMEM59L	0.9618	50.87	0.867	rgb(227, 51, 53)	1.9976	2,2
HSF2	PHLDA2	0.9618	50.87	0.869	rgb(227, 51, 53)	1.9976	None
LMX1A	EFCC1	-0.9618	50.87	-8.7E-01	rgb( 29,103,250)	1.9976	None
LMX1A	PDE8B	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
MAFB	KCNJ3	0.9618	50.87	0.866	rgb(227, 52, 53)	1.9976	None
MAFB	SNED1	0.9618	50.87	0.866	rgb(227, 52, 53)	1.9976	None
MAFB	SYT14	0.9618	50.87	0.872	rgb(227, 50, 52)	1.9976	None
MAFB	TMEM151B	0.9618	50.87	0.869	rgb(227, 51, 53)	1.9976	None
NEUROD1	SLC18A1	0.9618	50.87	0.868	rgb(227, 51, 53)	1.9976	None
NEUROG3	CLPS	0.9618	50.87	0.871	rgb(227, 51, 52)	1.9976	None
NEUROG3	MYBPC2	0.9618	50.87	0.867	rgb(227, 51, 53)	1.9976	None
RFX3	HECW2	0.9618	50.87	0.867	rgb(227, 51, 53)	1.9976	None
RFX6	CERS1	0.9618	50.87	0.875	rgb(227, 50, 52)	1.9976	None
RFX6	MAPK4	0.9618	50.87	0.871	rgb(227, 51, 52)	1.9976	None
RFX6	PRR18	0.9618	50.87	0.874	rgb(227, 50, 52)	1.9976	None
SOX4	IGSF21	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
SOX4	TRPC4	-0.9618	50.87	-8.7E-01	rgb( 28,102,250)	1.9976	None
MYT1	ASCL1	0.9618	50.87	0.867	rgb(227, 51, 53)	1.9976	2,2
ZNF117	AK123889	0.9618	50.87	0.867	rgb(227, 51, 53)	1.9976	2,2
ATF5	CPE	0.95862	50.86	0.86	rgb(226, 53, 54)	1.9974	None
ELF4	ELAVL3	-0.95862	50.86	-8.6E-01	rgb( 30,104,250)	1.9974	None
ELF4	GHRL	-0.95862	50.86	-8.6E-01	rgb( 31,104,250)	1.9974	None
ETS1	RORC	-0.95862	50.86	-8.6E-01	rgb( 31,104,250)	1.9974	None
GATA4	LIN7A	0.95862	50.86	0.857	rgb(226, 53, 55)	1.9974	None
ISL1	NKTR	0.95862	50.86	0.864	rgb(226, 52, 54)	1.9974	None
LMX1A	LIN7A	-0.95862	50.86	-8.6E-01	rgb( 30,103,250)	1.9974	None
LMX1A	MAGED1	-0.95862	50.86	-8.6E-01	rgb( 31,104,250)	1.9974	None
LMX1A	UCN3	-0.95862	50.86	-8.6E-01	rgb( 30,103,250)	1.9974	None
NEUROD1	REEP2	0.95862	50.86	0.859	rgb(226, 53, 55)	1.9974	None
NEUROD1	ST8SIA5	0.95862	50.86	0.86	rgb(226, 53, 55)	1.9974	None
NEUROD2	CADPS	0.95862	50.86	0.864	rgb(227, 52, 54)	1.9974	None
NEUROD2	MYEF2	0.95862	50.86	0.863	rgb(226, 52, 54)	1.9974	None
NEUROG3	BCL2	0.95862	50.86	0.863	rgb(226, 52, 54)	1.9974	None
NEUROG3	DLL4	0.95862	50.86	0.856	rgb(226, 54, 55)	1.9974	None
NEUROG3	KLK12	0.95862	50.86	0.863	rgb(226, 52, 54)	1.9974	None
NHLH1	C2CD4B	0.95862	50.86	0.86	rgb(226, 53, 54)	1.9974	None
PBX1	PRELP	0.95862	50.86	0.86	rgb(226, 53, 54)	1.9974	None
