	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CXXC4	DACH1	DZIP1	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEYL	HHEX	HIC1	HIF1A	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PDX1	POU2F2	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SIM1	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853
KCNIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45392	0	0.42301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5516	0	0	0	0	0	-0.0084161	0	0	0	0	0	-0.55753	0	0	0	0	0	0	0	0	0	0.13121	0	0.051049	0.04415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ11	0	0	0	0	0	0	0.70268	0	0	0	0	0	0	0	-0.58692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5992	0	0.015453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38093	0	0	0	0	0	0.23096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18571	0	0	-0.31747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ3	0	0	0	0	0	0	0	-0.17798	0	0	0	0	0	0	0	0.30602	0	0	0	0	-0.62376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62873	0	0	0	0.92757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.18571	0	0	0	-0.7878	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ6	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29539	0	0	0	0	0	0	0	0	0	0	0.3423	0	0	0	0	0	0	0	0	0.98372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33347	0	0.83444	0.988	0	-0.3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23551	0	0	0	0.93405	0	0	0	0	0	0	0	0	0	0.2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0.76118	-0.46978	0	0	0	0	0	0	0	0	-0.11107	0	0	0.56554	0.39349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89432	0.37279	0	0	0.38093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4753	0	0	0	0	0	0	0	0	0	0	0	0
KCNK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023041	0	0	0	0	0	0	0	0	0	0	0	0.10734	0.8801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65508	0	0	0	0.88411	0	0	0	0	0	0	0	0	-0.32354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17205	0	0	0	0	0.51462	0.26559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84851	0.061396	0	0	0	0	0.96289	0	0	0	0	0	0.13756	0	0	0	0.46123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76738	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB2	0	0	0	0	0	0.60927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53905	0.5992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91004	0.081816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54236	0	0	0	0.25607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0.0020695	0.061396	0	0	0	0	0	0	0	0	0.86369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76738	0	0	0	0
KCTD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49807	0	0	0	0	-0.59547	0	0	0	0	0	0	0	0.7878	0.98372	0	0	0.25428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079608	0	0.5992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.049531	-0.3997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55753	0	0	0	0	0	0.10444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1324	0	0	0	0	0	0	0.96661	0	0	0	0	0	0	0	0	-0.70792	0	0	0	0.82354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55753	0	0	0	0	0.21772	0	0	0	0	0	0	0	-0.70792	0.77359	0	0	0	0	0	0	0	0	0	0	0	0	0.44164	0	0	0	0	0	0	0	0	0	0.15618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1456	0	0	0	0	0	0	0	0	0	0	0	0	0.21827	0	0	0	0	0	0	0	0	0.52276	0.028698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	0	0	0	0	-0.61741	0	0	0	0	0	0	0	0	0	0	0	0
KIF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68709	0	0.94371	0	0	0	0	0	0.53394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0.59547	-0.35127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF1A	0	0	0	0	0.9484	0	0	0	0	0	0	0	0	0	-0.1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4753	0	0	0.1439	0	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7878	0	0.60541	0	0	0	0	0.59106	0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73951	0	0	0	0.90549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73951	0	0	0	0	0	0	0.81416	0	0	0	0	0	0	0	0	0	0	0	0
KIF5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57423	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53905	0	0	0	0.34534	0	0	0	0	0	0	0	0	0	0.69826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76738	0	0	0	0	0	0	0	0	0	0	0	-0.3463	0	0	0	0	0	0	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39735	0	0	0.057395	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71703	0	0.7936	0	0	0	0	-0.71703	0	0	0	0	0	0	0	0	0	0	0	-0.81416	0	0	0	0	-0.099338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	0	0	0	0	0	0	0	0	0	0.27746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36976	0	0	0	0	0	0	0	0	0.41198	0	0	0.46799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL32	0	0	0	0	0	0.90549	0	0	0	0	0	0	0	0	0	-0.29967	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38893	0	0	0	0	0	0	0	0	0	0	0	0.1886	0	0	0	-0.39735	0	0	0	0	0	0	0	0	0	0	0	0	-0.8801	0	0	0	0
KLK12	0	0	0	0	-0.12403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34437	0	0	0	0	0	0	0.72861	0	0.91887	0	0	0.099338	0	0	0	0	0	-0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KNDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5694	0	0	-0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0.5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24558	0	0	0	0	0	-0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27414	0	0	0	0	0	0	0	0	0.30298	0	0	0	0	0	0	0	0	0	0.65508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1TD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20419	0	0	0	-0.66211	0	0	0	0	0	0	0	0	0	0.71164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64528	-0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58692	0	0.35637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61741	0	0	0	0	-0.98193	0.76118	0.71703	0.65508	0	-0.9386	0	0	0	0	0	0	0	-0.91004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAPTM5	0	0	0	0	-0.36631	0	0	0	0	0	0	0	0	0	-0.056291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18571	0	0	0	0	-0.76738	-0.87362	-0.29967	0	0.10927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7878	0	0	0	0	0.9484	0	0	-0.36327	0	0	0	0	0	0	0.82768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042081	0	0	0	0	0	0	0	0	0.079608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5694	0	0	0	0	0	0	0	0.15618	0	0.41073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2362	0
LDHAL6A	0	0	0	0	0.044702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071882	0.80491	0	0	0	0	-0.18571	0	0	0	0	0	0	0	0	0	0	-0.37459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEFTY1	0	0	0	0	-0.011865	0	0	0	0	0	0	0	0	0	-0.094647	0	0	0	0	0.8699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23206	0	0	0	0	0	0	0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGI3	0	0	0	0	0.046909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74572	0	0	0	0	0	0	0	-0.47875	0	0	0	0	-0.5516	0	0	0	0	0	0	0	0	0	0	0	0
LGR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15797	0	0.30698	0	0	0	0	0	0	0	0	-0.35844	0	0	0	0	0	0	0	0	0	-0.036976	0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45723	0	0	0	0	0	0	0	0	0	0	0	0.5992	-0.46496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15356	0
LIMCH1	0	0	0	0	0.59106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32078	0.53905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91887	0	0	0	0.38521	0	0	0	0	0	0	0	0	0	-0.33347	0	0	0	0	0	0	0	0	0	0	-0.63383	0
LIMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53905	0	0	0	0	0.91887	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	-0.91887	0.47765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96289	0	0	0	0	0	0	0	0	0.024007	0	0	0	0	0.84244	0	0	0	0.10086	0.50759	0	0	-0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00202-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66211	0	0	0	0	0	0	0	0	0.17232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7769	0.74572	0	0.40466	0	0
LINC00261	0	0	0	0.54815	0	0	0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62376	0	0	0	0	0	0.68709	0	0	0	0	0	0	0	0	0.49214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40811	0	0.91391	0	0	0.88866	0	0	-0.37459	-0.023041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11051	-0.53394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88411	0	0	0	0	0	0	0.10168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71703	0	0.24324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57423	0	0	0	0.36976	0	0	0	0	0	0	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36038	-0.5516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45723	0	0	0	0	0	0	-0.31609	0	0	0	0	0	-0.32809	-0.17812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00617	0	0	0	0	0.9386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74572	0.81416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29263	0	0	0	0	0	0	0	0.97254	0	0	0	0	0	0	0	0	0	0.35458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78284	0	0	0.70792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24793	0	0	0	0	0	0	0	0	0	0	0	-0.63383	0	0	0	0	0	0	0	0	0	0	0	0
LINC00907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58375	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7936	0
LINC00930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0.10762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47958	0.33582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66722	-0.8801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19854	0	0	0	0	0	0.44164	0	0	-0.90204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34989	0.88866	0	0	0	0	0	0	-0.70268	0	0	0.50759	0	0	0	0	-0.4186	0	0	0	0	0	0	0	0	0	0	0	0	0.1886	0	0	0	0	0	0	0	0	0	0	0	0
LINGO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68709	0	0	0	0	0	0	0	0	-0.33209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060568	0	0	0	0	0	-0.044702	0	0	0	0	0	0	0	-0.30698	0	0	0	0	0	0	0	0.034768	0	0	0	0	0	-0.84244	0	0	0	0	0	0	0	0	0	0	0	-0.32671	0	0	0	0	0	0	0
LMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76118	0.34534	0	0	0	0	0	0	-0.5516	0	0	0	0	0	0	0	-0.13121	0	0	-0.23206	0	0	0	0	0.39349	0	0	0	0	-0.54815	0	0	0	0	0	0	0	0	0	0	0	0
LMX1A	0	0	0	0	0.87362	0	0	0	0	0	0	0	0	0	-0.23096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84244	0.38825	0	0	0	0	0	0	0	0	0.91004	0	0	0	0	0	0	0	0	0	0.5447	0	0	0	0	-0.28284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42205	0	0	0	0	0	0	0	0	0	0	0	0
LMX1B	0	0	0	0.93102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40149	0	0	0	0	0	0	0	0	0	0	0.61741	0	0	0	0	0	0	0	0.036148	0	0	0	0	0	0	0	0	0.43281	0	0	0	0	0.24558	0	0	0	0.16805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69826	0	0	0.57809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26559	0	0	0	0	0.055188	0	0	0
LOC100129175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96923	0	-0.62376	0	0	0	0	0	0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131257	0	0	0	0	0.16225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44164	0	0.22655	0	0.37114	0
