	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXD4L5	FOXJ1	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HIF1A	HLF	HMBOX1	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PBX3	PDX1	PLAG1	POU2F2	POU5F1	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TET1	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB25	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP69B	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF514	ZNF518A	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
LOC100507351	0	0	0	0	0.46051	0.6789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8671	0	0	0	0	0	0	0	0.31418	0	0	0.43504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53663	0	0	0	0.55912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100527964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69698	0	0	0	0	0	-0.58308	0	0	0	0	0.65618	0	0	0	0	0	0	0	0	0	0	0	0.82729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55586	0	0	0	-0.38876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71085	0	0	0	0	0	0	0	0
LOC100652999	0	0	0	0	0	0	0	0	0	0	0	0.80087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32014	0	0	0	0	0	0	0	0	0	0	0.87457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63214	0.79507	0	0
LOC100862671	-0.31657	0	0	0	0	0	0	0	-0.78073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59027	0	0	0	0	0	0	0	0	0.6586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32785	-0.74112	0	0	0	0	0
LOC100996634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60266	-0.52594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0	0	0	0	0	0	0	0	0.73723	0	0	0	0	0	0	0	0.45924	0	0	0	0	0	0	0	0	0	0	0	0	0.45077	0	0.78768	0	0	0	0	0	0.63242	0	0.55411	0	0	0	0	0	0	0	0	0	0	0.35201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC145837	0	0	0	0	0	0	0	0	0	0.83925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81899	0	0	-0.44855	0	0	0	0	0	0	0	0	0.49642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54823	0	0	0	0	0	0	0	0	0	0	0.80656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49972	0	0	0	0	0	0	0	0	0	0	0	0.52145	0	0	0	0	0	0	0	0	0	0	0
LOC149134	0	0	0	0	0	-0.65586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73723	0	0	0	-0.62733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68049	0	0	0	0	0.92229	0	0	0	0.38586	0	0	0	0
LOC151009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55145	0	0	0	0	0.5064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71085	0	0	0	0.93762	0	0.46853	0	0	0	0
LOC202181	0.5497	0	0	0	0	0	0	0	-0.3762	0	0	0	0.75511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63532	0	0	0.41251	0	0	0	0	0	0
LOC283335	0	0	0	0	0	0	0	0	0	0	0	0.39615	0	0	0	0	0.5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83151	0	0	0	0	0.85284	0	0	0	0	0	0	0	-0.4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC283731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84926	0	0	0	0.34668	0.75324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0.89019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC284581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74926	0.48161	0	0.94779	0	0	0	0
LOC286437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38919	0	0	0	0	0.42447	0	0	0	0	0	0	0	0.55066	0	0	0	0.47267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70902	0.42372	0	0	0	0	0
LOC388849	0	0	0	0	0.34255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55447	0	0	0	0	0.31104	0	0	0	0	0	0	0	0	0	0.66861	0	0	0	0	0	0	0	0.4269	0	0	0	0.5178	0	0	0	0	0	0	0	0	0	0	-0.35487	0	0	0	0	0	0	0	0.42201	0	0	0	0	-0.68085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC389332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62539	0	0	0	0.83262	0	0	0	-0.6006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49972	0	0	0	0	0	0	0
LOC399715	0	0	0	0	0	0	0	-0.83151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36071	0	0	0	0	0	0	0	0	-0.56615	0	0	0	0	0	0	0	0	0.72495	0	0	0	0.45924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5031	0	0	0	0.62241	0	0	0	0	0.94779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC399744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35546	0.8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77215	0	0	0	0	0	0	0	0	0	0	0.33385	0	0	0	0.53055	0	0
LOC400891	0	0	0	0	0	0	0	0	0	0.90505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62265	0.38192	0	0.65177	0	0	0	0	0	0	-0.82932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73866	0	0.82133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC400927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56206	0.9942	0	0	0	0.62006	0	0
LOC440434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54617	-0.53226	0	0	0	0	0	0	0	0	0	0	0.44279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37116	0.45451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871	0.7354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0
LOC441081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4708	0	0	0	0	0	0	0	0
LOC441204	0	0	0	0	0	0	0	0	0	0	0	0.37445	0.76877	0	0	0	0	0	0	0	0	0	0.67195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5965	0	-0.60417	0	0	0	0	0	0	0	0	0.40278	0
LOC595101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69988	0	0	0	0	0	0	0	0	0	0	0	0	0.3998	0	0	0	0	0	0.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52249	0	0	0	0	0.34609	0	0	0	0	0	0	0	0	0	0	0	0.5091	0	0	0	0	0	0
LOC642366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59094	0	0	0	0	0	0	0.52324	0	0	0	0	0	0	0	0	0	0	-0.40401	0	0	0	0	0	0	0.48844	0.83151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80318	0	0	0	0	0	0	0	0	0	0.42392	0.6671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86373	0	0	0	0.42523	0	-0.65228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC642776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83421	0.9942	0	0	0	0	0	0
LOC643406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87847	0	0	0	0	0.90306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52718	0	0	0	0.66222	0	0
LOC644172	0	0	0	0	0	0	0	0	-0.88498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5228	0	0.46389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53055	0	0.38633	0	0	0.36047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73834	0	0	0	0	0.77282	0	0	0
LOC646214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46992	0.4915	0	0	0	0.78983	0.93965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72261	0	0
LOC646903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34068	0	0	0	0	0	0	0	0	0	0	0	0	0.99468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0	0	0	-0.56814	0	0	0	0	0	0	0	0	0	0.80203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79436	0	0	0	0	0	0	0	0	0.40878	0.40401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83151	0.60119	0	0	0	0	0	0	0
LOC727896	0	0	0	0	0	0	0	0	-0.37859	0	0	0	0	0	0	0.3269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60298	0	0	0	0	0	0	0	0.87847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5733	0	-0.43468	0
LOC728175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34521	0	-0.42861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35546	0	0	-0.44537	0	0	0	0	0	0	0	0	0	0.33127	0	0	0	0	0	0
LOC728392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC728407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38745	0	0	0	0	0	0	0	0	0	0	0.37255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76639	0	0	0	0	0	0	0	0	0	0	0	0.98796	0	0	0	0	0	0
LOC729603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51327	0	0	0	0	0.83925	0	0	0	0	0	0	0	0	0	0	0	0	0.43623	0	0	0	0	0	0	0	0	0	0.72404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91653	0	0	0	0	0	0	0	0	0.84342	0.42372	0	0	0	0	0	0
LOC729683	0	0	0	0	0	0	0	0	0	0	0.7346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67708	0	0	0	0	0.93123	0	0	0	0	0	0	-0.48987	0	0	0	0	0	0	0	0	0	0.43743	0	0	0.41629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54446	0	0	0	0.47819	0	0
LOC90834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67839	0	0	0	0	0	0	0.75963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44978	0	0	0	0	0	0	0	0	0	0	0.47743	0.43743	0	0	0	0	0	0
LONRF2	0	0	0	0	0	0	0.94386	0	0	0	0	0	0	0	0	0	0	0.74164	0	0	0	0	-0.52809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47986	0	0	0	0	0	0	0	0	0	0	0.5112	0	0	0	0	0	0	0	0	0	0	-0.64926	0	0	0	-0.61355	0	0	0	0	0.42523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97322	-0.61609	0	0.80195	0	0	0.53055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8971	0	0	0	0
LPPR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39388	0	0	0.71883	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77795	0	0	0.77143	0
LPPR5	0	0	0	0	0.59547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40175	0	0	0	0	0.86198	0	0	0	0	0	0	0	0	0	0.60461	0	0	0	0	0	0	0	0	0	0	0	0.5325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81518	0.87457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LQFBS-1	0	0	-0.89901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31049	0	0	0	0	0	0	0	0	0	0	0	0	-0.76726	0	0	0	0	0	0	0	0	0	-0.37239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49054	0	0	0	0
LRAT	0	0	0	0	0	0	0	-0.95217	0	0	0	0	0	0	0	0	0	0	0	-0.50747	0	0	0	0	0	0	0.75777	0	0	0	0	0	0	0	0.71744	0	0	0	0	0	0	0	0	0	0	0	0.4058	0	0	0	0	0	-0.54021	0	0	-0.41728	0.41887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55348	0	0	0.92229	0	0	0	0	0.3091	0	0.42642	0	0	0	0	-0.80501	0	0	0	0	0	0	0	0	0	0.51724	0	0	0	0	0	0	0	0	0	0	0	0	0
LRFN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81816	0	0.46051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81645	0	0	0	0	0	0.41986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81462	0	0	0	0.41311	0	-0.91196	0	0.76726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58943	0	0
LRFN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38192	0	0	0	0	0	0	-0.69913	0.55562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88673	0.36023	0	0	0.7058	0.61923	0	0	0	0	0	0	0	0	0	0	0	-0.55193	0.85979	0	0	0	0	0	0	0	0	-0.3822	0	0	0	0	0	0	0	0	0	0	0.60004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92646	0	0.80318	-0.33552	0	0	0	0	0.60119	-0.79058	0.40882	-0.87847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88673	-0.57008	0	0	0	0	0	0	0	0	0	0	0	0.82431	0	0	0	0	0	-0.62308	0	0	0	0	0	0	0	0.69627	0	0	0	0	0	0	0	0	0	0	0.53623	0	0	-0.77461	0	0	0	0	0.44819	0	0	0.55487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP1B	0	0	0	0	0	0	0	0	-0.3238	0	0	0	0.64378	0	0	0	0	0	0	0	0	0.58999	0.94779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78749	0	0	-0.77326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80318	0	0	-0.38919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57501	0	0
