	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXD4L5	FOXJ1	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HIF1A	HLF	HMBOX1	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PBX3	PDX1	PLAG1	POU2F2	POU5F1	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TET1	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB25	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP69B	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF514	ZNF518A	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
LRP2BP	0	0	0	0	0	-0.42483	0.40091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36416	-0.78669	0	0	0	0	0	0	0	0	0	0	0	0	-0.39579	0	0	0	0	0	-0.6153	0	0	0	0	0	0	0.44478	0	0	-0.46965	0	0	0	0	0	0	0	0	0	0	0	-0.34772	0	0	0	0	0	0	0	0	-0.87847	0	0	-0.46301	0	0	0	0	0	0	0.54418	0	0	0	0	0	0.55769	0.5733	0	0	0	0	0	0	-0.51724	0	0	0	0	0	0	0	0	0	0.71744	0	0	0	0	0	0	0	0	0	0	0.92229	0	0
LRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63584	0	0	-0.55991	0	0.43774	0	0.7381	0.5143	-0.85089	0	-0.78756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3907	0	0	0	0	0	0	0	0.87457	0	0	0	0	0	0	0	0	0	0	0	0	0.89901	0	0	0	0	0	0	0	0	0	0	0	0.66579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.93965	0	0.40238	0	0
LRP4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52018	0	-0.95423	0	0	-0.4673	-0.70509	0.75252	0	0	0	0	0	0	0	0	0	0	-0.80318	0	0	0	0	0	0	0	0	-0.67803	0	0	0	0	-0.69138	0	0.33262	0	0.71287	0	0	0	0	0	0	0	0	0	0	0	0	-0.71792	0	0	0	0	0	0.74112	0	0	-0.45904	0	-0.85431	0	0	0	0	0	0	0	0	0	0	0.45022	0	0	0	0.90306	0	0	0	0	0	0	0	-0.53961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC10B	0	0	0	0	0.54394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86909	0	0	0	0	0	0	0	0	0.6859	0	0	0	0	0	0	0	0	0	0	0	0.69913	0	0	0	0	0	0	0	0	0	0	0.43174	0.74772	0	0	0	0	0	0	0	0	0	0	0.70032	0	0	0	0.74986	0.73576	0.4994	0	0	0	0	0.9501	0	0	0	0	0	-0.54092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94779	0	0	0	0	0	0	0	0	0	0	0.67839	0	0	0	0	0	0.73437	0	0	0	0	0	0.89472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC36	0	0	0	0	-0.32753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3441	0	-0.3824	0.97612	0	-0.8828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47449	0	0	0	0	-0.89229	0.46095	0.47346	0	0.8971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33739	0.47684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74227	0	0	0.66532	0	0	0	0	0	0	0	-0.75658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73627	0	0	0	0	0	0	0	0	0	0	-0.57525	0	0	-0.7058	0	0	0	0	0	0	0	0.33262	0	0	-0.69738	0	0	0	0	0	0.67938	0.87847	0.56182	0	0	0.42253	0	0	0	0	0	0	0	0	0	0	0	0	0.63659	0	0	-0.36508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32666	0	-0.6586	-0.50588	0	0.44279	0	0	0	0.70159	0	0	0	0	-0.58435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC49	0	0	0	0	0	0	0	0.97799	0	0	0	0	0	0	0	0	0	0	0	0	-0.66532	0	0	0	0.69849	0	0	0	0	0	0	0.37541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41359	0	0	0	0	0	0	0	0.97612	0	0	-0.44386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89901	0	0.9654	0	0	0	0	0.41843	0	0	0	0	0	0	0.8203	0	0	0	0	0	0.75963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70465	0	0
LRRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3998	0	0	0	0	0	0	0	0	0	0.38319	0	0	0.33671	0.47052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50501	0	0.39853	0	0
LRRTM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59714	0	0	0	0	0	0.57958	0	0	0	0	0	0	0	0	0	0	0	0	0.95979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80846	0.55991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49054	0	0	0	0	0	0	0
LSAMP	0	0	0	0	0	-0.46095	0.87612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55562	0.60739	0	0	0	0	0	0	0	0	0	0	0	0.85431	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60703	-0.3524	0	0	0	-0.52018	0	0	0	0	0	0	0	0	0	0	0.59213	0	0	0	0	0	0	0	0	0	0	0.64811	0	0	0	0	0	0	0	0	0.90882	0	0	0	0	0	0	0	0	0	-0.46508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86198	0	0	0	0.31033	0	0	0	0	0	0	0
LSP1	0	0	0	0	0	0.70222	-0.68351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33782	-0.33544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69913	0	0	0	0.97322	0	0	0	0	0	0	0	0	-0.43043	0	0	0	0	0.7058	0	0	0	0	0	0	0	0	0	0	0.97457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70385	0.4259	0	0	0	0	0.74438	0.46035	0.7149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77143	0	0	0	0	0	0	0	0	0	0.72654	0	0	0	0	0	0	0	0	0	0	0.94172	0	0	0	0	0	0.74533	0	0	0	0.59476	0	0	0.45924	0	0	0	0	-0.55308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0.71025	0	0	-0.58931	0	0	0	0	0	0	0	0	0	0	-0.47406	0	0	0	0	0	0	0	0	0	-0.78232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83925	0	0.96329	0	0	0	0	0	0	-0.7379	0.51474	0	0	0	0	0	0	0.37318	0	0	0	0	0	0	0	0	0	0.55066	0	0	0	0	0.45133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4948	0	0	0	0	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48725	0	0	0.94779	0	0	0	0	0.94172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56615	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72547	0	0	0	0	-0.42714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7793	0	0	0	0	0	0	0	0	0	0	0	0.47203	0	0	0	0	0	0	0	0	0	0.68625	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8828	0	0	-0.71923	0	0	0	0	0	0	0	0	0	-0.35419	0	0	0	0	0	0	0	0	0	0	0	0	0
LZTS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78602	0	-0.83548	0	0.35201	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83151	0	0	0.47203	0	0	0	0	-0.93762	0	0	0	0	0	0.70854	0	0	0	0	0.86198	0	0	-0.98796	0	0	0	0.47294	0	0	0	0	-0.55236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58737	0	0
MAD2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59734	0	0	0	-0.84926	0.5497	0	0.88673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51248	0	0.90703	0	0
MAFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43707	0	0	0	0	0	0	0	0	0	-0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59571	0	0	0	0	-0.7093	0	0	0	0	-0.50334	-0.33127	0	0	0	0	0	0.38625	0	0	0	0	0.58888	0.92229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5704	0	0
MAFB	0	0	0	0	0.79523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64811	0	0	0	0	0	0	0	0	0	0.95979	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63607	0.67708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.78339	0	0	0	0	-0.32126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8671	0	0	0	0	0	0	0	0	0	0
MAFF	0	0	0	-0.33683	0	0	0	0	0.871	0	0	0	0	0	0	0	0	0	0	0	0.49134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70159	-0.96194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54311	0	0	0	0.87847	0.72451	0.9973	0	-0.36726	0.76639	0	-0.91196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41677
MAGEA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52042	0	0	0	0	0	0	0	0	0	0	0	0	-0.83421	0	0	0	0	0	0	0	0	0	0	0
MAGED1	0	0	0	0	-0.73627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97704	0	0	0.89229	0.91653	-0.88673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46154	0.8828	0	0	0	0	0	0	-0.65228	0	0	-0.31923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60175	0	0	0	0	0	0	0	0.72316	0	0	0	0	0.87847	0	0	0	0	0	0	0	0	0	0	-0.93965	0	0.73973	0	0	0	0	0.74164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92229	0	0	0	0
MAGED4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30747	0	0	0	0	0	0	0	0	-0.81899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69138	-0.62678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59277	0.55066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50747	0	0
MALAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5414	0	0	-0.51545	0	0	0	0	0	0	0	0	0	0.65308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46965	0	-0.52976	0	-0.87847	0	0	0.45924	0	-0.49424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92229	0	0
MAML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60119	0	0	0	0	0	0	0	0.34291	0	0	0	0.84164	-0.40882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47743	0	0	0	0	0	0	0	0	0	0	0	0	0.98196	0	0.76122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3907	0	0	0	0	0.66095	0	0	0	0	0	0	0	0	0	0	0	0
MANEAL	0	0	0	0	0	0.7182	0.8447	0	0	0	0	0	0	0	0	0	0	-0.98613	0	0	0	0	0.73592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39201	0	0	0	0	0	0	0	0	0	0.69535	0	0	0	0	0	0	0	0.79472	0	0	-0.44108	0	0	0	0	-0.94172	0	0	0	0	0.90882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7793	0	0	-0.64378	0	0	0	0.87612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46007	0	0
MAP1A	0	0	0	0	0	0.48756	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80687	0	0	0.73238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81108	0	0	-0.68176	0	0	0	0	0.83075	0	0	0.84768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99015	0.37171	0	0	0	0	0.84768	0.67084	0	0	0	0	0	0	0.74287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50501	0.91196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38876	0.74986	0	0	0	0	0	0	0	-0.81108	0	0	0	0	0	0	0	0	0.98796	-0.76369	0	0	0	0	0.81577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77	0	0	0.77795	0.42141	0	0	0	0	0.5497	0.66516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7354	0	0	0.71589	0	0	0	0	0	0	0	0	0	0	0	-0.43794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92229	0	0	0	0	0	0.99825	0	0	0	0	0	0	0.59623	0.86512	-0.79627	0	0	0	0	0	0	0	0	0.32479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31208	0	0	0	-0.31776	0.52686	0	0	0	0.52749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44942	0	0	0	0.46671	0	0	0	0	0	0.72229	0	0	0	0.60298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78121	0.93762	0	0	0	0	0	0	0	0	-0.43226	0	0.44152	0	0	0	0	0	0	0.64926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7681	0	0
MAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47684	0	0	0.93123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97704	0	0	0	0	0	0	0	0	0	0	0	0.8087	0	0	0.37203	0	0	0	0	0	0	0	0	0.55217	0	0	0	0	0	0	0	-0.48681	0	0	0.70334	0.99825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43468	0	0	0	0	-0.34521	0	0	0	0	0	0	0	0	0	0	0	0
MAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48625	0	0	0	0	0.77616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8447	0	0	0	0	0.62126	0	0	0	0	0	0	0	-0.95217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3325	0	0	0	-0.8671	0	0	0	0	0	0.74227	0.68085	0	0	0	0	0	0.76369	0	0	0	0	0	0	0.6153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7681	0	0
MAPK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38633	0	0	0	0	0	0	0.75717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3534	0	0	0	-0.57429	0	0	0	0	0	-0.90127	0	0	0	0	0.47918	0	0	0	0	0	0	0.7058	0	0	0	0	0.51724	0	0	0	0	0.48518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84926	0	0	0	0	0	0	0
MAPK12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56893	0.59476	-0.57429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62193	0.5526	0	0	0	0	-0.62614	-0.93548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3534	0	0	0	0	0	0	0	0	0.79627	0	0	0	0	0.55193	0	0.73012	0	0	0	0	0	0.49277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK4	0	0	0	0	0	0.79706	-0.49321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94779	0.58653	0	0	0	0.80616	0.8029	0	0	0	-0.66806	0	-0.33758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.93965	0	0.32956	0	0
MAPK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33373	0	0	0	0	0	0	0	0.48967	0	0	0	0	0	0	0	0	0	0	0.33842	0	0	0	0	0	-0.58852	0	0	0	0	0	0	-0.83548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70449	0	0	0	0	0	-0.41402	0.92229	-0.43774	0	0	0	0	0	0	0	0.75093	0	0	0	0	0	0.51327	0	-0.64565	0	0	-0.49205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54092	0	0	0	0
MAPK8IP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34255	0.75912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65089	0	0	-0.55991	0	0	0	0	0	0	0	0.55348	0	0	0	-0.60417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99015	0	0	0.56933	0	0	0.90505	0	0	0	0	0	0.82133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP2	0	0	0	0	0.33913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55217	0	0	0	0	0	0	0	0	0.61355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91422	0.48935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66182	0	0	0	0	0	0	0.34398	0
MARCH1	0	-0.32495	0	0	0	-0.85979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43349	0	0	0	0	0.62749	0	0	0	0	0	0	0.90882	0	0	0	0	0	0	0	0	0	0	0	0.94172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88498	0	0	0	0	0.41438	0	0	0	0
MARCH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3207	0	0	0.53584	0	0	0	0	0	0	0	-0.70262	-0.77414	0	0	0	0	0	0	0	0	0	0.69698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52193	0	0	0	0	0	0	0	0	0	0	0	-0.51474	-0.38609	0	0	0	0	0	-0.7884	0.51383	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98073	0	0	0	0	0.43707	0	0	0	0	0	0	0.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56456	0	0
MATN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8031	0	0	0	0	0	0	0	0	-0.94557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48899	0	0	0.85431	0	0	-0.6145	-0.59138	0	0	0	0	0	0	0	0.31776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61645	0	0	0	0	-0.65658	0	0.58411	0	0	0.3499	0	0	0	0	-0.57286	0	0	0	0	0.70222	0	0
MBOAT4	0	0	0	0	0	-0.94557	-0.74227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55308	0	0	0.55348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73723	0	0	0	0	0	0	0	0	0	0.47533	0	0	0	0	0	0	0	0	0	0	0	0.73723	0	0	0	0	0	0	0	0	0.97028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0.94557	0.75395	0.7793	0	0	0	0	0.87612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCF2L	0	0	0	0	0	0	0.5143	0	0	0	0	0	0	0	0	0	0	0	0	0.38919	0	0	0	0	0	0	0	0.80795	-0.98347	0	0	-0.43174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95797	0	0	0	0	0	0	0	0	0	0	0	0	0.88673	0	0	0	0	0	0	0.9559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38081	0	0	0	0	0	0	0	-0.55193	0	0	0	0	0.40489	0.40667	0.37664	0	0	0	-0.84768	0	0	0	0	0.83687	0	0	0	0	0	0	0	0	0	0	0	0
