	partition_group
TMEM200A	1
TTC7B	1
TTLL7	1
TUBA3FP	1
TUBB4A	1
UBE2QL1	1
USP41	1
VASH2	1
VSTM2L	1
VWA5B2	1
ABLIM2	2
ASCL1	2
ASCL2	2
BAIAP3	2
BTBD11	2
CACNA1A	2
CADPS	2
CDK5R1	2
CHST8	2
CRYBA2	2
DDC	2
GCK	2
GPC2	2
GPR148	2
GPR173	2
KCNB2	2
KCNH2	2
KCNJ11	2
KCNJ6	2
KCNK17	2
KCNMB2	2
KIAA1324	2
KLHL32	2
LSAMP	2
MANEAL	2
MAP1A	2
MAPK4	2
MTUS2	2
NPM2	2
NPTXR	2
PAK6	2
PDGFD	2
PNMAL1	2
PODXL2	2
PPM1E	2
PSD	2
PTPRN2	2
RAB36	2
REEP2	2
RGS16	2
RIMBP2	2
SCN1B	2
SCUBE1	2
SDK2	2
SH3RF3	2
SMOC1	2
SOGA3	2
SSTR3	2
STMN3	2
SV2B	2
TMEM151A	2
WDR17	2
ABCC8	3
AK311257	3
ANKRD13B	3
AVPR1B	3
AX747090	3
BASP1	3
CACNA1C	3
CCDC74B	3
CDK5R2	3
CDKN1C	3
CERKL	3
CES1	3
CFC1	3
CHD5	3
CHGA	3
CHGB	3
CLSTN2	3
COL14A1	3
CTPS1	3
ELAVL3	3
ETV1	3
FAM171B	3
FAM179A	3
FAM227A	3
FSTL5	3
GAST	3
GATA2	3
GHRL	3
GNG4	3
GPBAR1	3
GPC6	3
GPR137C	3
GPR162	3
IGSF10	3
KCNH3	3
KCNH6	3
KCNJ3	3
KCNMA1	3
KIF5A	3
LINC00643	3
LINC00890	3
MAFB	3
MLLT11	3
MYO3A	3
NTS	3
PAK7	3
PCDH20	3
PDE8B	3
PPP1R16B	3
RAB3C	3
RASD1	3
RTN4RL1	3
SCG5	3
SCGB1A1	3
SLC16A12	3
SLC7A14	3
SLC8A1	3
SNED1	3
SPEG	3
SPOCK3	3
SRCIN1	3
SST	3
TMEM190	3
TSPAN11	3
UCN3	3
ACTL6B	4
ADCY2	4
AK054990	4
AK096718	4
APLP1	4
ARX	4
BAALC	4
CACNA1B	4
CACNA2D1	4
CALY	4
CELF3	4
CHST9	4
CLCA1	4
COL21A1	4
CPB1	4
CPT1C	4
CYP4F24P	4
DGKB	4
DOK6	4
EPHA4	4
FAT3	4
FBN1	4
FRMPD4	4
GABBR2	4
GFRA3	4
GIP	4
GRIK3	4
H1FX-AS1	4
HCP5	4
HSPA12A	4
ICA1L	4
ID4	4
ITPR1	4
KCNAB2	4
KCNJ2	4
KIAA2022	4
LEFTY1	4
LGI3	4
LGR6	4
LIMCH1	4
LINC00617	4
LMX1A	4
LMX1B	4
LOC100216479	4
LOC283731	4
LRRC49	4
MAP6	4
MAPK8IP2	4
MEP1B	4
MIR137HG	4
MLN	4
MMRN1	4
NACAD	4
NEFL	4
NOL4	4
OR51E1	4
PAPPA2	4
PCSK2	4
PDZRN3	4
PTPRN	4
RGS11	4
RGS5	4
S100A1	4
SAMD14	4
SCG2	4
SERPINA10	4
SHC3	4
SLC18A1	4
SLC26A7	4
ST8SIA5	4
STMN2	4
SVOP	4
TAGLN3	4
TMEM132C	4
TOX	4
VCAN	4
AADAT	5
ADAMTSL1	5
ADCY5	5
AK311213	5
AKT3	5
ARNT2	5
BOC	5
CACNA1H	5
CAMKV	5
CCDC40	5
CDH22	5
CELF5	5
CELSR3	5
CHRNA5	5
CHRNB2	5
CHST10	5
CLGN	5
DCHS1	5
DPYSL4	5
ELAVL4	5
EVL	5
FAM161A	5
GPR83	5
GSTM2	5
LINC00261	5
MAP1B	5
MCF2L	5
MMP2	5
NCAM1	5
NR4A3	5
PRICKLE2	5
QSOX2	5
RAB39B	5
RNF157-AS1	5
SCN3B	5
SDK1	5
SLC35F3	5
STMND1	5
SV2A	5
TMEM151B	5
TPPP3	5
WNK2	5
ZDHHC8P1	5
AB074188	6
ADAM12	6
AF070581	6
AF131837	6
AK022997	6
AK024119	6
AK095045	6
AK123868	6
AL109792	6
ASIC1	6
ASIC5	6
BC033961	6
BEX1	6
CIT	6
CLEC4G	6
CRISPLD1	6
DBC1	6
DCX	6
DIRAS1	6
ERO1LB	6
FAM181B	6
FFAR3	6
FHL1	6
GNAO1	6
GPR112	6
GPR64	6
HLA-DQA2	6
HMP19	6
ISL1	6
KAL1	6
KCNIP3	6
KIF5C	6
LONRF2	6
LPPR5	6
MIAT	6
MYT1	6
NOV	6
NPAS3	6
PAK3	6
PCDH17	6
PCSK1	6
PLCXD3	6
PTCHD2	6
RIC3	6
SEPT3	6
SEPT5-GP1BB	6
SGCD	6
SYT4	6
TDO2	6
TMEM196	6
TMEM59L	6
UNC13A	6
USP13	6
ADCY1	7
AGT	7
ANKRD65	7
ASIC4	7
BGN	7
BRSK2	7
BSN	7
CBFA2T3	7
CCDC74A	7
CD200	7
COL22A1	7
CPE	7
CRMP1	7
FABP5	7
FAM167A	7
FKBP7	7
GAD2	7
GDAP1L1	7
GRB14	7
ISLR2	7
KCNH8	7
MAP2	7
MAST1	7
MBOAT4	7
NCS1	7
NFASC	7
NKD1	7
OGFRL1	7
PDE2A	7
PDZD4	7
PGA4	7
RAP1GAP2	7
RGS9	7
RPLP0P2	7
RUNX1T1	7
SAMD11	7
SCT	7
SEZ6	7
SLC12A5	7
SLC7A2	7
SMAD9	7
SPIB	7
SSTR5-AS1	7
SYT14	7
TMEM132B	7
TMOD2	7
UNC79	7
WNK3	7
XKR7	7
AK092048	8
ARHGEF25	8
CADM2	8
CCDC154	8
CDHR3	8
CHRNA3	8
CSH1	8
CSH2	8
DACH1	8
DQ583756	8
DTX3	8
ELOVL4	8
FAM101B	8
FAM105A	8
GFRA1	8
GLYATL3	8
HBT8	8
HHEX	8
INA	8
LIN7A	8
MAPK10	8
NCALD	8
RGAG4	8
RPRML	8
SGSM1	8
TMEM35	8
TPH1	8
TTR	8
AK056486	9
AK094786	9
AK128153	9
AK5	9
ALAS2	9
ANK2	9
BC020343	9
C7	9
GABRB3	9
GDAP1	9
GPR116	9
GPR142	9
JAKMIP2	9
KCNH7	9
KIRREL3	9
KSR2	9
LOC441204	9
MED12L	9
NAV3	9
NHSL2	9
ONECUT1	9
PALMD	9
PEX5L	9
PGM5	9
PPP1R1A	9
SNAP25	9
ST6GALNAC5	9
STX1A	9
TMEFF2	9
TTLL6	9
USH2A	9
