	ARNT2	ARX	ASCL1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_ACTIN_FILAMENT_BASED_PROCESS	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	2	6	0	0	0	0	2	0	0	0	5
GO_ACTIN_FILAMENT_ORGANIZATION	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIN_MEDIATED_CELL_CONTRACTION	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3
GO_ACTION_POTENTIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_ADHERENS_JUNCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GO_ADHERENS_JUNCTION_ORGANIZATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_ADULT_BEHAVIOR	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
GO_ADULT_LOCOMOTORY_BEHAVIOR	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
GO_AEROBIC_RESPIRATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AGING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALCOHOL_BINDING	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
GO_ALCOHOL_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GO_AMINE_TRANSPORT	0	0	0	0	0	0	2	0	2	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0
GO_AMINO_ACID_IMPORT	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AMINO_ACID_TRANSPORT	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	6	5	0	0	0	0	0	4	8	13	4	0	0	0	0	0	0	0	8	2	0	3	0	0	0
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0
GO_ANATOMICAL_STRUCTURE_MATURATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	5	0	0	0	0	3	0
GO_ANATOMICAL_STRUCTURE_REGRESSION	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
GO_ANCHORED_COMPONENT_OF_MEMBRANE	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	0	0	0	0	0	0
GO_ANCHORING_JUNCTION	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
GO_ANIMAL_ORGAN_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	0	0	0	0	8	7	0	0	0	6	0	0	0	0	7	2	0	3	0	6	0
GO_ANION_CHANNEL_ACTIVITY	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ANION_TRANSMEMBRANE_TRANSPORT	0	2	0	0	0	0	5	0	0	3	0	0	2	0	2	2	0	0	0	0	0	0	2	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ANION_TRANSPORT	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ANTIBACTERIAL_HUMORAL_RESPONSE	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ANTIGEN_BINDING	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ANTIMICROBIAL_HUMORAL_RESPONSE	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AORTA_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AORTA_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_APICAL_JUNCTION_COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_APOPTOTIC_PROCESS	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	3	0	0	0
GO_APOPTOTIC_SIGNALING_PATHWAY	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ARTERY_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GO_ARTERY_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
GO_ASSOCIATIVE_LEARNING	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GO_ATPASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_ATP_METABOLIC_PROCESS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AXIS_ELONGATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AXIS_SPECIFICATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AXON	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	5	3	0	0	0	0	0	0	0	5	0	0	5	0	0	0	3	4	5
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_AXON_DEVELOPMENT	0	0	3	4	0	0	3	0	0	0	0	0	0	0	0	3	5	0	0	0	0	6	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	4
GO_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_BASIC_AMINO_ACID_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_BEHAVIOR	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	6	0	0	2	0	0	4
GO_BEHAVIORAL_RESPONSE_TO_NICOTINE	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_BILE_ACID_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_BIOLOGICAL_ADHESION	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	5	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11
GO_BLASTOCYST_DEVELOPMENT	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_BLOOD_VESSEL_MATURATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GO_BLOOD_VESSEL_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	4	9	3	0	0	4	0	0	0	0	5	0	0	3	0	0	0
GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2
GO_B_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_B_CELL_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_CHANNEL_COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_ION_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
GO_CALCIUM_MEDIATED_SIGNALING	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CALMODULIN_BINDING	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CAMERA_TYPE_EYE_DEVELOPMENT	0	0	0	0	0	0	0	2	2	3	0	0	0	4	2	3	5	0	0	0	0	0	4	4	6	0	0	0	4	0	5	3	2	3	2	0	0	0	3	0
GO_CAMERA_TYPE_EYE_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CANONICAL_WNT_SIGNALING_PATHWAY	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	2	4
GO_CARBOHYDRATE_CATABOLIC_PROCESS	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARBOHYDRATE_HOMEOSTASIS	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARBOHYDRATE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARBOXYPEPTIDASE_ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
GO_CARDIAC_ATRIUM_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARDIAC_ATRIUM_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARDIAC_CELL_DEVELOPMENT	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CARDIAC_CHAMBER_DEVELOPMENT	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CARDIAC_CHAMBER_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CARDIAC_CONDUCTION	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	3
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CARDIAC_MUSCLE_CONTRACTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARDIAC_SEPTUM_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARDIAC_SEPTUM_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CARDIAC_VENTRICLE_DEVELOPMENT	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CARDIAC_VENTRICLE_MORPHOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
GO_CARDIOCYTE_DIFFERENTIATION	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CATECHOLAMINE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
GO_CATECHOLAMINE_SECRETION	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
GO_CATION_CHANNEL_ACTIVITY	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	3	0	0	0	0	0	4
GO_CATION_CHANNEL_COMPLEX	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	4	0	0	0	0	0	0	0	0	4
GO_CATION_TRANSMEMBRANE_TRANSPORT	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	4	7	0	0	0	5	0	8	0	0	6	0	2	0	0	0	6
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
GO_CATION_TRANSPORT	0	0	0	0	0	0	6	0	4	0	2	0	0	0	4	0	0	0	0	0	0	4	0	5	0	0	0	3	6	0	8	0	0	8	0	0	2	0	0	7
GO_CATSPER_COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
