	partition_group
RUNDC3A	2
SAMD14	2
SCGN	2
SLC14A2	2
SLC26A7	2
SLC38A3	2
SLC8A1	2
SPINK4	2
SPP1	2
SPTBN4	2
SST	2
ST8SIA3	2
SV2A	2
SYN1	2
SYT14	2
SYT5	2
TENM2	2
TMEM200A	2
TTC7B	2
TTLL7	2
WDR17	2
ACSL6	3
ACTL6B	3
ADAMTSL1	3
APLP1	3
ARX	3
ATP1A3	3
BAALC	3
BASP1	3
BCAT1	3
BCL2	3
BEND5	3
CABP7	3
CADPS	3
CCDC162P	3
CD52	3
CFC1	3
CHGA	3
CHRM4	3
CHRNB4	3
CNGA3	3
COL21A1	3
CPLX1	3
CPT1C	3
CRMP1	3
CTPS1	3
CTTNBP2	3
DOK6	3
DQ583756	3
FAM110B	3
FAM167A	3
FAM171A2	3
FAXC	3
FGF9	3
FLT1	3
FOXP2	3
FRMPD4	3
FSTL5	3
FUT1	3
GABBR2	3
GDAP1	3
GDF11	3
GFRA1	3
GFRA3	3
GIP	3
GPC2	3
GRIK5	3
HERC5	3
HSPA12A	3
ICA1L	3
ISLR2	3
JAM3	3
KCNH8	3
KCNJ2	3
KSR2	3
LIMCH1	3
LINC00930	3
LMX1A	3
LMX1B	3
LRRC49	3
LTBP2	3
MAP3K12	3
MEX3B	3
MLN	3
NEFM	3
NEUROD2	3
NKAIN1	3
OR51E1	3
PAPPA2	3
PCDHB9	3
PDE8B	3
PGA3	3
PGA4	3
PMP22	3
RAB3C	3
RAP1GAP2	3
RGS5	3
ROBO1	3
RPLP0P2	3
S100A1	3
SBK1	3
SERPINI1	3
SLC18A1	3
SLC6A16	3
SPARC	3
SPC25	3
SRCIN1	3
SSTR5-AS1	3
STARD9	3
STK31	3
STK33	3
STXBP5L	3
SUSD2	3
TAGLN3	3
TMOD2	3
TOX	3
TUBA3FP	3
TUBB4A	3
VASH2	3
VCAN	3
ZCCHC18	3
ZDHHC8P1	3
ABCA9	4
ACSS3	4
AGT	4
AK093555	4
AKT3	4
APLN	4
ARNT2	4
ASCL1	4
ASCL2	4
ASIC4	4
BAIAP3	4
BGN	4
BOC	4
BRSK2	4
CACNA1A	4
CACNA1H	4
CACNA2D1	4
CAMKV	4
CCDC181	4
CCDC40	4
CDKN1C	4
CELF5	4
CELSR3	4
CEND1	4
CERKL	4
CHRNB2	4
CHST8	4
CLSPN	4
COL12A1	4
CSF1R	4
DCHS1	4
DPYSL4	4
ELAVL4	4
ELFN1	4
ELOVL4	4
FAM71E2	4
FFAR2	4
GAD2	4
GCH1	4
GCK	4
GNG4	4
GPR148	4
GPR173	4
H1FX-AS1	4
HCN4	4
KCNB2	4
KCNH2	4
KIAA1324	4
KIF5A	4
LGR6	4
LINC00261	4
MANEAL	4
MAP1B	4
MAPK4	4
MBOAT4	4
MED12L	4
MTUS2	4
MUC15	4
MUC5B	4
NCAM1	4
NR4A3	4
PAK7	4
PELI3	4
PNMAL1	4
PODXL2	4
PSD	4
RIMBP2	4
RTN4RL1	4
SCN1B	4
SDK1	4
SDK2	4
SH3RF3-AS1	4
SLC25A53	4
SPON1	4
STXBP1	4
SV2B	4
TEKT2	4
TMEM151B	4
TTLL6	4
UNC79	4
AK094786	5
ASIC5	5
CACNA1B	5
CAMK2B	5
CRYBA2	5
FBXL16	5
IFIT1	5
INSM1	5
KCNMA1	5
PGA5	5
SLC12A5	5
SNED1	5
STARD8	5
STMN3	5
SYNM	5
SYP	5
ADAM12	6
ADCY2	6
AK130076	6
AK5	6
AVPR1B	6
AX746834	6
BC006435	6
BC022892	6
BRS3	6
BSN	6
C7	6
CACNA1C	6
CADM2	6
CCDC74B	6
CDHR3	6
CENPE	6
CLCN4	6
CPE	6
CSH1	6
DENND2A	6
DGKB	6
DKFZP434K028	6
DOCK8	6
ENPP2	6
EPHA8	6
FAT3	6
FSD1	6
GATA2	6
GHRL	6
GLYATL3	6
GNAO1	6
GNG2	6
GPR155	6
GPR162	6
GPR64	6
HECW2	6
ISL1	6
KCNJ6	6
KCNMB2	6
KIF5C	6
LRRTM3	6
MAPK12	6
MIAT	6
MMRN1	6
MS4A8	6
MTSS1	6
MX2	6
MYBPC2	6
NHSL2	6
NREP	6
OGFRL1	6
PCDHA2	6
PCSK1	6
PEX5L	6
PLCXD3	6
PPP1R1A	6
PTPRN	6
RAPGEF4	6
RIIAD1	6
RSAD2	6
RUNX1T1	6
SAMD5	6
SCG3	6
SEZ6	6
SFRP1	6
SGCD	6
SLC16A12	6
SNAP25	6
SPIB	6
SPOCK3	6
SPRED3	6
SSTR2	6
ST8SIA5	6
STMN2	6
STX1A	6
SVOP	6
TMEFF2	6
TMEM132B	6
TMEM196	6
TPH1	6
TUBB2B	6
UCN3	6
WNK3	6
ZNF492	6
AB074188	7
ACBD7	7
ADD2	7
AF070581	7
AFF2	7
AK022997	7
AK024119	7
AK054990	7
AK056486	7
AK095045	7
AK096718	7
AK123868	7
AK127443	7
AL109792	7
AP3B2	7
ATCAY	7
BC033961	7
BEX1	7
CALY	7
CRISPLD1	7
CXXC4	7
DCX	7
DIRAS1	7
DLL3	7
DPP10	7
ERO1LB	7
EVL	7
FAM153A	7
FAM179A	7
FAM181B	7
FAM57B	7
FHL1	7
GPR112	7
GPR119	7
GRAMD2	7
HEYL	7
HLA-DQA2	7
HMP19	7
INA	7
KCNA6	7
KLHL32	7
LINC00617	7
LINC00890	7
LOC100507351	7
LOC642366	7
LOC653513	7
LPPR5	7
LRRC16B	7
MAPK8IP2	7
MIR7-3HG	7
MYT1	7
NAIP	7
NOV	7
NPAS3	7
NPTX2	7
NPY	7
NXF2	7
PAK3	7
PCDH17	7
PCDHB10	7
PCSK1N	7
PGM5	7
PGM5P2	7
PTCHD2	7
SCGB1A1	7
SEPT3	7
SIM1	7
SSTR3	7
ST6GALNAC5	7
SUCNR1	7
TDO2	7
TMEFF1	7
TNP1	7
UBE2QL1	7
UCHL1	7
USP41	7
XAF1	7
ZNF382	7
