	partition_group
PALMD	1
PDZD4	1
PPP1R16B	1
PPP1R1A	1
SCGN	1
SCN3A	1
SLC16A12	1
SNAP25	1
SPOCK3	1
SSTR1	1
ST18	1
STARD9	1
STX1A	1
SYP	1
TMEFF2	1
TMEM190	1
TTLL6	1
UCN3	1
VCAN	1
ABCC4	2
ABCC8	2
ASIC1	2
BGN	2
C1QL1	2
CBFA2T3	2
CELA3A	2
CELA3B	2
CHD5	2
CHGA	2
CHRNA5	2
CNIH2	2
CPE	2
DHRS2	2
DLL1	2
EVL	2
FABP5	2
FAM161A	2
FAM167A	2
FAM227A	2
GABBR2	2
GPBAR1	2
GPR137C	2
KIF1A	2
KLK12	2
LINC00643	2
LZTS1	2
MAFB	2
MAP1A	2
MLLT11	2
NKD1	2
PAX4	2
PGA4	2
RAP1GAP2	2
REEP2	2
RPLP0P2	2
RUNDC3A	2
SAMD11	2
SAMD14	2
SCN1B	2
SCT	2
SEZ6	2
SLC38A3	2
SLC8A1	2
SMAD9	2
SPINK4	2
SRCIN1	2
SST	2
SSTR5-AS1	2
TMEM132C	2
TMEM200A	2
TMOD2	2
TPPP3	2
TSPAN11	2
TTLL7	2
USH2A	2
USP13	2
USP41	2
AB074188	3
AF131837	3
AK022997	3
AK024119	3
AK054990	3
AK092048	3
AK094786	3
AK095045	3
AK123868	3
AK128153	3
AK129879	3
AK311257	3
ARHGEF25	3
ASIC5	3
ATOH8	3
AX747090	3
BAI1	3
BC020343	3
BC033961	3
BEX1	3
CACNA1B	3
CAMK2B	3
CCDC154	3
CES1	3
CHRNA3	3
CLSTN2	3
CRISPLD1	3
CRYBA2	3
CSH2	3
DACH1	3
DBC1	3
DCX	3
DIRAS1	3
DKK3	3
ERO1LB	3
FAM105A	3
FAM181B	3
FAM57B	3
FFAR1	3
FFAR3	3
FHL1	3
FLJ22184	3
FLJ35024	3
GAST	3
GDAP1L1	3
GPR119	3
GPR133	3
GPR64	3
GRAP2	3
HLA-DQA2	3
HMP19	3
INS-IGF2	3
INSM1	3
KAL1	3
KCNIP3	3
KCNMA1	3
KIAA2022	3
KIT	3
LOC100507351	3
LOC400891	3
LOC441204	3
LRRC16B	3
MAPK8IP2	3
MYT1	3
NEURL	3
NOV	3
NPAS3	3
NPTX2	3
NTS	3
PAK3	3
PCDH17	3
PGA5	3
PTCHD2	3
RAB39B	3
RGAG4	3
RIC3	3
SEPT3	3
SLC12A5	3
SNED1	3
STMN3	3
TDO2	3
TMEM35	3
TMEM59L	3
UBE2QL1	3
UCHL1	3
XKR7	3
ZNF853	3
ADAM12	4
AMER3	4
AVPR1B	4
B3GAT1	4
BSN	4
CDK5R2	4
CELF3	4
CERS1	4
COL14A1	4
ELAVL3	4
ETV1	4
FAM131B	4
FAM155B	4
FEV	4
FGF14	4
FKBP7	4
GFRA1	4
GHRL	4
GNAO1	4
GPR162	4
IGSF10	4
ISL1	4
ITGBL1	4
JAM3	4
KCNH3	4
KCNH6	4
KCNH8	4
KCNK16	4
KIF5C	4
LOC642366	4
LQFBS-1	4
MAPK8IP1	4
MIAT	4
MIR7-3HG	4
NACAD	4
NALCN	4
NEGR1	4
NFASC	4
NOL4	4
PCSK1	4
PEX5L	4
PGM5	4
PLCXD3	4
PTP4A3	4
PTPRN	4
RUNX1T1	4
SCG3	4
SCGB1A1	4
SGCD	4
SLC18A1	4
ST6GALNAC5	4
ST8SIA5	4
STMN2	4
SYN1	4
SYT5	4
TMEFF1	4
TMEM196	4
TUB	4
TUBB2C	4
WNK3	4
ACSS3	5
AK096718	5
AL109792	5
AP3B2	5
APLP1	5
ARX	5
ATCAY	5
ATP1A3	5
AX746771	5
BAALC	5
C2CD4A	5
C7	5
CALY	5
CELF4	5
CFC1	5
CHST9	5
CLEC4G	5
CNGA3	5
CPLX1	5
CPT1C	5
CTPS1	5
CYP4F24P	5
DOK6	5
DTX1	5
EPHA4	5
EPM2A	5
F10	5
FAM179A	5
FAXC	5
FBXL16	5
FRMPD4	5
GDAP1	5
GFRA3	5
GIP	5
GRAMD2	5
GRIK5	5
HCP5	5
HIC1	5
HSPA12A	5
ICA1L	5
KCNA6	5
KCNJ2	5
KCNJ3	5
KNDC1	5
KSR2	5
LGI3	5
LINC00617	5
LMX1A	5
LMX1B	5
LOC283731	5
LPPR5	5
LRRC49	5
MAP3K12	5
MLN	5
MTSS1	5
MYO3A	5
NEFL	5
NEFM	5
PAK6	5
PAPPA2	5
PCYT1B	5
PRKCG	5
RAB3C	5
RGS11	5
RGS4	5
RGS5	5
RPS6KL1	5
S100A1	5
SAMD5	5
SCG5	5
SHC3	5
SLC26A7	5
STXBP5L	5
SVOP	5
TAGLN3	5
TEKT2	5
TMEM145	5
TOX	5
TRAM1L1	5
VASH2	5
WDR17	5
AF070581	6
ASCL1	6
ASCL2	6
ASIC4	6
BAIAP3	6
BTBD11	6
CACNA1A	6
CADPS	6
CDH22	6
CDK5R1	6
CHST8	6
CRIP2	6
DDC	6
ELAVL4	6
ELFN1	6
FAT3	6
FFAR2	6
GCK	6
GNG4	6
GPC2	6
GPR148	6
GPR173	6
H1FX-AS1	6
INA	6
KCNAB2	6
KCNB2	6
KCNH2	6
KCNH7	6
KCNJ6	6
KCNK17	6
KLHL32	6
LONRF2	6
MANEAL	6
MAPK4	6
MBOAT4	6
NPTXR	6
PAK7	6
PDGFD	6
PELI3	6
PODXL2	6
PSD	6
RGS16	6
RIMBP2	6
SCUBE1	6
SDK2	6
SH3RF3	6
SMOC1	6
SSTR3	6
SV2B	6
TMEM151A	6
ACBD7	7
ADCY1	7
AGT	7
AK311213	7
AK5	7
AKT3	7
ALAS2	7
ARNT2	7
BRSK2	7
CACNA1H	7
CACNA2D1	7
CAMKV	7
CCDC40	7
CCDC74B	7
CDKN1C	7
CELF5	7
CELSR3	7
CERKL	7
CHRNB2	7
CHST10	7
CLGN	7
COL21A1	7
CRMP1	7
DCHS1	7
DOCK8	7
DPP10	7
DPYSL4	7
EFNB3	7
FTCD	7
GAD2	7
GNG2	7
GPR83	7
GRB14	7
GSTM2	7
HECW2	7
ITPR1	7
KIF5A	7
LEFTY1	7
LGR6	7
LINC00261	7
MAP1B	7
MCF2L	7
MTUS2	7
NAV3	7
NCAM1	7
NPM2	7
NR4A3	7
NTNG2	7
OGFRL1	7
PGA3	7
PTPRN2	7
QSOX2	7
RAB36	7
RAPGEF4	7
RNF157-AS1	7
RTN4RL1	7
SDK1	7
SERPINA10	7
SFRP1	7
SLC25A53	7
SLC35F3	7
SLC7A2	7
SOGA3	7
SPEG	7
SPIB	7
STMND1	7
SV2A	7
TMEM151B	7
UNC13A	7
UNC79	7
BC043205	8
CDHR3	8
CIT	8
DQ583756	8
DTX3	8
DZIP1	8
ELOVL4	8
FAM101B	8
GLYATL3	8
HBT8	8
HHEX	8
LIN7A	8
LOC283335	8
LSAMP	8
MAPK10	8
MED12L	8
NCALD	8
PNMAL1	8
SGSM1	8
SLC7A14	8
SUCNR1	8
TPH1	8
TTR	8
