TF	Target	Time	SignedQuantile	combStability	combPCorr	stroke	stroke.width	stroke.dasharray	weight	color
MAFB	TP73	[72, 96]	0.8354799999999999	50.51	0.514	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)	1.9902	None	5	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)
MAFB	TPH1	[72, 96]	0.21649000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	TPPP3	[72, 96]	0.49813	44.17	0.171	(0.8588235294117647, 0.7215686274509804, 0.7254901960784313)	1.8634	None	1	(0.8588235294117647, 0.7215686274509804, 0.7254901960784313)
MAFB	TRAM1L1	[96]	0.18681	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	TRPA1	[96]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	TSPAN11	[72, 96]	0.31164000000000003	39.25	0.249	(0.8627450980392157, 0.6627450980392157, 0.6666666666666666)	1.765	None	2	(0.8627450980392157, 0.6627450980392157, 0.6666666666666666)
MAFB	TSPAN7	[72, 96]	0.9686899999999999	50.81	0.8140000000000001	(0.8862745098039215, 0.23921568627450981, 0.24705882352941178)	1.9962	None	8	(0.8862745098039215, 0.23921568627450981, 0.24705882352941178)
MAFB	TTLL10	[96]	0.27573000000000003	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	TTR	[72, 96]	-0.67084	48.28	-0.28	(0.615686274509804, 0.7098039215686275, 0.8901960784313725)	1.9456	None	2	(0.615686274509804, 0.7098039215686275, 0.8901960784313725)
MAFB	TUBA3FP	[72, 96]	0.23143000000000002	36.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.7	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	UBE2S	[72]	0.73866	49.45	0.44799999999999995	(0.8705882352941177, 0.5176470588235295, 0.5176470588235295)	1.969	None	4	(0.8705882352941177, 0.5176470588235295, 0.5176470588235295)
MAFB	UBN2	[72]	0.8784700000000001	50.63	0.628	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)	1.9926	None	6	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)
MAFB	UCKL1-AS1	[72]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	UGDH-AS1	[72]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	UNC79	[72, 96]	0.8508899999999999	50.56	0.564	(0.8745098039215686, 0.42745098039215684, 0.43137254901960786)	1.9912	None	5	(0.8745098039215686, 0.42745098039215684, 0.43137254901960786)
MAFB	UNC80	[96]	0.73027	49.37	0.37200000000000005	(0.8666666666666667, 0.5725490196078431, 0.5764705882352941)	1.9674	None	3	(0.8666666666666667, 0.5725490196078431, 0.5764705882352941)
MAFB	USH2A	[96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	USP13	[96]	0.69102	48.51	0.513	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)	1.9502	None	5	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)
MAFB	USP32P2	[72]	0.040286	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MAFB	VASH2	[96]	-0.33425	39.48	-0.48	(0.44313725490196076, 0.6, 0.9215686274509803)	1.7696	None	4	(0.44313725490196076, 0.6, 0.9215686274509803)
MAFB	VAV3	[72, 96]	0.9714299999999999	50.85	0.8490000000000001	(0.8862745098039215, 0.21568627450980393, 0.2235294117647059)	1.9969999999999999	None	8	(0.8862745098039215, 0.21568627450980393, 0.2235294117647059)
MAFB	VGF	[72, 96]	0.7532399999999999	49.55	0.552	(0.8745098039215686, 0.4392156862745098, 0.44313725490196076)	1.9709999999999999	None	5	(0.8745098039215686, 0.4392156862745098, 0.44313725490196076)
MAFB	VSTM2L	[72, 96]	0.42236999999999997	42.18	0.179	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)	1.8236	None	1	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)
MAFB	VWA5B2	[72, 96]	0.8221299999999999	50.46	0.461	(0.8705882352941177, 0.5058823529411764, 0.5098039215686274)	1.9892	None	4	(0.8705882352941177, 0.5058823529411764, 0.5098039215686274)
MAFB	WISP1	[72]	-0.35407	40.25	-0.25	(0.6392156862745098, 0.7215686274509804, 0.8862745098039215)	1.785	2,2	2	(0.6392156862745098, 0.7215686274509804, 0.8862745098039215)
MAFB	WSCD1	[72]	0.53687	45.04	0.038	(0.8509803921568627, 0.8235294117647058, 0.8235294117647058)	1.8808	None	1	(0.8509803921568627, 0.8235294117647058, 0.8235294117647058)
MAFB	YPEL4	[96]	0.35614	40.29	0.294	(0.8627450980392157, 0.6313725490196078, 0.6313725490196078)	1.7858	None	2	(0.8627450980392157, 0.6313725490196078, 0.6313725490196078)
MAFB	ZG16	[72, 96]	0.63242	47.4	0.395	(0.8666666666666667, 0.5529411764705883, 0.5568627450980392)	1.9280000000000002	None	3	(0.8666666666666667, 0.5529411764705883, 0.5568627450980392)
MAFB	ZNF117	[72]	-0.39853	41.5	-0.5	(0.42745098039215684, 0.592156862745098, 0.9254901960784314)	1.81	None	5	(0.42745098039215684, 0.592156862745098, 0.9254901960784314)
MAFB	ZNF518A	[72]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	AB074188	[48, 72, 96]	0.99015	50.92	0.922	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)	1.9984	2,2	9	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)
MYT1	AF070581	[48, 72, 96]	0.9501	50.79	0.7879999999999999	(0.8862745098039215, 0.2627450980392157, 0.26666666666666666)	1.9958	2,2	7	(0.8862745098039215, 0.2627450980392157, 0.26666666666666666)
MYT1	AF131837	[48, 72, 96]	0.61621	46.87	0.871	(0.8901960784313725, 0.2, 0.20392156862745098)	1.9174	2,2	8	(0.8901960784313725, 0.2, 0.20392156862745098)
MYT1	AK022997	[48, 72, 96]	0.9181600000000001	50.72	0.722	(0.8823529411764706, 0.30980392156862746, 0.3176470588235294)	1.9944	2,2	7	(0.8823529411764706, 0.30980392156862746, 0.3176470588235294)
MYT1	AK024119	[48, 72, 96]	0.65928	47.72	0.7190000000000001	(0.8823529411764706, 0.3137254901960784, 0.3176470588235294)	1.9344	2,2	7	(0.8823529411764706, 0.3137254901960784, 0.3176470588235294)
MYT1	AK054990	[48, 72, 96]	0.36241999999999996	40.38	0.382	(0.8666666666666667, 0.5647058823529412, 0.5686274509803921)	1.7876	2,2	3	(0.8666666666666667, 0.5647058823529412, 0.5686274509803921)
MYT1	AK094786	[48, 72, 96]	0.45883999999999997	43.13	0.133	(0.8549019607843137, 0.7529411764705882, 0.7529411764705882)	1.8426	2,2	1	(0.8549019607843137, 0.7529411764705882, 0.7529411764705882)
MYT1	AK123868	[48, 72, 96]	0.97457	50.86	0.8590000000000001	(0.8862745098039215, 0.20784313725490197, 0.21568627450980393)	1.9972	2,2	8	(0.8862745098039215, 0.20784313725490197, 0.21568627450980393)
MYT1	AK128153	[48, 96]	0.53528	44.8	0.802	(0.8862745098039215, 0.25098039215686274, 0.2549019607843137)	1.876	2,2	8	(0.8862745098039215, 0.25098039215686274, 0.2549019607843137)
MYT1	AL109792	[24, 48, 72, 96]	0.99015	50.92	0.9179999999999999	(0.8901960784313725, 0.16470588235294117, 0.16862745098039217)	1.9984	2,2	9	(0.8901960784313725, 0.16470588235294117, 0.16862745098039217)
MYT1	ARX	[48, 72, 96]	0.8947200000000001	50.67	0.667	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)	1.9934	2,2	6	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)
MYT1	ASCL1	[48, 72, 96]	0.9597899999999999	50.82	0.815	(0.8862745098039215, 0.23921568627450981, 0.24705882352941178)	1.9964	2,2	8	(0.8862745098039215, 0.23921568627450981, 0.24705882352941178)
MYT1	ASIC5	[48, 72, 96]	0.79138	50.19	0.193	(0.8588235294117647, 0.7058823529411765, 0.7058823529411765)	1.9838	2,2	1	(0.8588235294117647, 0.7058823529411765, 0.7058823529411765)
MYT1	AX747090	[48, 96]	0.47128000000000003	43.37	0.375	(0.8666666666666667, 0.5686274509803921, 0.5725490196078431)	1.8474	2,2	3	(0.8666666666666667, 0.5686274509803921, 0.5725490196078431)
MYT1	BC033961	[48, 72, 96]	0.9222899999999999	50.73	0.733	(0.8823529411764706, 0.30196078431372547, 0.3058823529411765)	1.9946	2,2	7	(0.8823529411764706, 0.30196078431372547, 0.3058823529411765)
MYT1	BC042451	[48]	0.66965	48.26	0.255	(0.8627450980392157, 0.6588235294117647, 0.6627450980392157)	1.9452	2,2	2	(0.8627450980392157, 0.6588235294117647, 0.6627450980392157)
MYT1	BC073932	[48, 72]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	BEX1	[24, 48, 72, 96]	0.7901100000000001	50.16	0.157	(0.8588235294117647, 0.7333333333333333, 0.7333333333333333)	1.9832	2,2	1	(0.8588235294117647, 0.7333333333333333, 0.7333333333333333)
MYT1	CES1	[48, 72, 96]	0.040286	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	CLEC4G	[72, 96]	0.7114	48.77	0.769	(0.8823529411764706, 0.27450980392156865, 0.2823529411764706)	1.9554	2,2	7	(0.8823529411764706, 0.27450980392156865, 0.2823529411764706)
MYT1	CRISPLD1	[48, 72, 96]	0.81108	50.4	0.39799999999999996	(0.8666666666666667, 0.5529411764705883, 0.5568627450980392)	1.9880000000000002	2,2	3	(0.8666666666666667, 0.5529411764705883, 0.5568627450980392)
MYT1	DBC1	[48, 72, 96]	0.8784700000000001	50.63	0.629	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)	1.9926	2,2	6	(0.8784313725490196, 0.3803921568627451, 0.3843137254901961)
MYT1	DCX	[48, 72, 96]	0.9181600000000001	50.72	0.7170000000000001	(0.8823529411764706, 0.3137254901960784, 0.3215686274509804)	1.9944	2,2	7	(0.8823529411764706, 0.3137254901960784, 0.3215686274509804)
MYT1	DIRAS1	[48, 72, 96]	0.53687	45.04	0.045	(0.8509803921568627, 0.8156862745098039, 0.8196078431372549)	1.8808	2,2	1	(0.8509803921568627, 0.8156862745098039, 0.8196078431372549)
MYT1	ECEL1	[72]	0.72229	49.27	0.27399999999999997	(0.8627450980392157, 0.6470588235294118, 0.6470588235294118)	1.9654	2,2	2	(0.8627450980392157, 0.6470588235294118, 0.6470588235294118)
MYT1	ELOVL4	[48, 72, 96]	0.6149399999999999	46.79	0.787	(0.8862745098039215, 0.2627450980392157, 0.26666666666666666)	1.9158	2,2	7	(0.8862745098039215, 0.2627450980392157, 0.26666666666666666)
MYT1	EPHA8	[48]	0.17414000000000002	34.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.66	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	ERO1LB	[48, 72, 96]	0.81816	50.44	0.444	(0.8705882352941177, 0.5176470588235295, 0.5215686274509804)	1.9888	2,2	4	(0.8705882352941177, 0.5176470588235295, 0.5215686274509804)
MYT1	FAM181B	[48, 72, 96]	0.76639	49.64	0.638	(0.8784313725490196, 0.37254901960784315, 0.3764705882352941)	1.9728	2,2	6	(0.8784313725490196, 0.37254901960784315, 0.3764705882352941)
MYT1	FFAR3	[72, 96]	0.57787	46.16	0.163	(0.8588235294117647, 0.7294117647058823, 0.7294117647058823)	1.9032	2,2	1	(0.8588235294117647, 0.7294117647058823, 0.7294117647058823)
MYT1	FHL1	[48, 72, 96]	0.65773	47.7	0.7020000000000001	(0.8823529411764706, 0.3254901960784314, 0.32941176470588235)	1.9340000000000002	2,2	7	(0.8823529411764706, 0.3254901960784314, 0.32941176470588235)
MYT1	GPR112	[48, 72, 96]	0.47818999999999995	43.46	0.45799999999999996	(0.8705882352941177, 0.5058823529411764, 0.5098039215686274)	1.8492	2,2	4	(0.8705882352941177, 0.5058823529411764, 0.5098039215686274)
MYT1	GPR133	[48, 96]	0.90505	50.69	0.8420000000000001	(0.8862745098039215, 0.2196078431372549, 0.22745098039215686)	1.9938	2,2	8	(0.8862745098039215, 0.2196078431372549, 0.22745098039215686)
MYT1	GPR64	[48, 72, 96]	0.66647	48.14	0.142	(0.8588235294117647, 0.7450980392156863, 0.7450980392156863)	1.9428	2,2	1	(0.8588235294117647, 0.7450980392156863, 0.7450980392156863)
MYT1	GPR83	[96]	0.62169	47.23	0.22699999999999998	(0.8588235294117647, 0.6823529411764706, 0.6823529411764706)	1.9246	2,2	2	(0.8588235294117647, 0.6823529411764706, 0.6823529411764706)
MYT1	GRAMD2	[48, 96]	0.34402	39.79	0.7929999999999999	(0.8862745098039215, 0.25882352941176473, 0.2627450980392157)	1.7758	2,2	7	(0.8862745098039215, 0.25882352941176473, 0.2627450980392157)
MYT1	GUCY1A3	[72, 96]	0.32495	39.33	0.32899999999999996	(0.8666666666666667, 0.6039215686274509, 0.6078431372549019)	1.7666	2,2	3	(0.8666666666666667, 0.6039215686274509, 0.6078431372549019)
MYT1	HLA-DQA2	[48, 72, 96]	0.61406	46.75	0.748	(0.8823529411764706, 0.2901960784313726, 0.2980392156862745)	1.915	2,2	7	(0.8823529411764706, 0.2901960784313726, 0.2980392156862745)
MYT1	HMP19	[48, 72, 96]	0.7905800000000001	50.18	0.179	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)	1.9836	2,2	1	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)
MYT1	INA	[48, 72, 96]	0.61406	46.75	0.748	(0.8823529411764706, 0.2901960784313726, 0.2980392156862745)	1.915	2,2	7	(0.8823529411764706, 0.2901960784313726, 0.2980392156862745)
MYT1	KCNA6	[48, 72, 96]	0.32555	39.34	0.342	(0.8666666666666667, 0.596078431372549, 0.596078431372549)	1.7668	2,2	3	(0.8666666666666667, 0.596078431372549, 0.596078431372549)
MYT1	KCNMB2-IT1	[72, 96]	0.9597899999999999	50.82	0.8240000000000001	(0.8862745098039215, 0.23529411764705882, 0.23921568627450981)	1.9964	2,2	8	(0.8862745098039215, 0.23529411764705882, 0.23921568627450981)
MYT1	KCNT2	[48, 72, 96]	0.090783	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	KIF5C	[48, 72, 96]	0.7905800000000001	50.18	0.179	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)	1.9836	2,2	1	(0.8588235294117647, 0.7176470588235294, 0.7176470588235294)
MYT1	LINC00617	[48, 72, 96]	0.56488	45.57	0.57	(0.8745098039215686, 0.4235294117647059, 0.42745098039215684)	1.8914	2,2	5	(0.8745098039215686, 0.4235294117647059, 0.42745098039215684)
MYT1	LOC100507351	[48, 72, 96]	0.8671	50.6	0.602	(0.8784313725490196, 0.4, 0.403921568627451)	1.992	2,2	6	(0.8784313725490196, 0.4, 0.403921568627451)
MYT1	LOC283731	[72, 96]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	LOC388849	[96]	0.66861	48.23	0.23	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)	1.9446	2,2	2	(0.8627450980392157, 0.6784313725490196, 0.6823529411764706)
MYT1	LOC441204	[96]	0.26006999999999997	37.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.72	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	LOC642366	[48, 72, 96]	0.80318	50.36	0.35700000000000004	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)	1.9872	2,2	3	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)
MYT1	LPPR5	[24, 48, 72, 96]	0.6046100000000001	46.57	0.568	(0.8745098039215686, 0.4235294117647059, 0.43137254901960786)	1.9114	2,2	5	(0.8745098039215686, 0.4235294117647059, 0.43137254901960786)
MYT1	LRRC16B	[48, 96]	0.8947200000000001	50.67	0.667	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)	1.9934	2,2	6	(0.8784313725490196, 0.35294117647058826, 0.3568627450980392)
MYT1	MAPK8IP2	[48, 72, 96]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	NOV	[48, 72, 96]	0.83262	50.5	0.9390000000000001	(0.8901960784313725, 0.14901960784313725, 0.15294117647058825)	1.99	2,2	9	(0.8901960784313725, 0.14901960784313725, 0.15294117647058825)
MYT1	NPTX2	[48, 72, 96]	0.6552600000000001	47.66	0.6579999999999999	(0.8784313725490196, 0.3568627450980392, 0.36470588235294116)	1.9332	2,2	6	(0.8784313725490196, 0.3568627450980392, 0.36470588235294116)
MYT1	NPTXR	[24, 48, 72, 96]	0.34434000000000003	39.9	0.9009999999999999	(0.8901960784313725, 0.17647058823529413, 0.1843137254901961)	1.778	2,2	9	(0.8901960784313725, 0.17647058823529413, 0.1843137254901961)
MYT1	NXF2	[48, 72, 96]	0.65773	47.7	0.6970000000000001	(0.8823529411764706, 0.32941176470588235, 0.3333333333333333)	1.9340000000000002	2,2	6	(0.8823529411764706, 0.32941176470588235, 0.3333333333333333)
MYT1	PAK3	[48, 72, 96]	0.76369	49.53	0.526	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)	1.9706	2,2	5	(0.8745098039215686, 0.4588235294117647, 0.4627450980392157)
MYT1	PAK7	[48, 72, 96]	0.14748	33.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.64	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	PCDH17	[48, 72, 96]	0.77863	49.75	0.752	(0.8823529411764706, 0.28627450980392155, 0.29411764705882354)	1.975	2,2	7	(0.8823529411764706, 0.28627450980392155, 0.29411764705882354)
MYT1	PCDHB9	[48]	0.35157	40.2	0.203	(0.8588235294117647, 0.6980392156862745, 0.7019607843137254)	1.784	2,2	2	(0.8588235294117647, 0.6980392156862745, 0.7019607843137254)
MYT1	PNMAL1	[48, 72, 96]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	PTCHD2	[24, 48, 72, 96]	0.8690899999999999	50.56	0.557	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)	1.9912	2,2	5	(0.8745098039215686, 0.43529411764705883, 0.4392156862745098)
MYT1	RAB39B	[24, 48, 72, 96]	0.7294	49.36	0.355	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)	1.9672	2,2	3	(0.8666666666666667, 0.5843137254901961, 0.5882352941176471)
MYT1	RGAG4	[48, 72, 96]	0.2917	38.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.74	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	RIC3	[48, 96]	0.55145	45.38	0.381	(0.8666666666666667, 0.5647058823529412, 0.5686274509803921)	1.8876	2,2	3	(0.8666666666666667, 0.5647058823529412, 0.5686274509803921)
MYT1	SCN3A	[24, 48, 72, 96]	0.8990100000000001	50.68	0.68	(0.8784313725490196, 0.3411764705882353, 0.34509803921568627)	1.9936	2,2	6	(0.8784313725490196, 0.3411764705882353, 0.34509803921568627)
MYT1	SEPT3	[24, 48, 72, 96]	0.8368700000000001	50.51	0.512	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)	1.9902	2,2	5	(0.8745098039215686, 0.4666666666666667, 0.47058823529411764)
MYT1	SEPT5-GP1BB	[24, 48, 72, 96]	0.8990100000000001	50.68	0.684	(0.8823529411764706, 0.33725490196078434, 0.34509803921568627)	1.9936	2,2	6	(0.8823529411764706, 0.33725490196078434, 0.34509803921568627)
MYT1	SUCNR1	[48, 72, 96]	0.85431	50.57	0.5720000000000001	(0.8745098039215686, 0.4235294117647059, 0.42745098039215684)	1.9914	2,2	5	(0.8745098039215686, 0.4235294117647059, 0.42745098039215684)
MYT1	TACR3	[48, 72]	0.26006999999999997	37.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.72	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
MYT1	TDO2	[48, 72, 96]	0.8947200000000001	50.67	0.6729999999999999	(0.8784313725490196, 0.34509803921568627, 0.35294117647058826)	1.9934	2,2	6	(0.8784313725490196, 0.34509803921568627, 0.35294117647058826)
MYT1	TRPA1	[48, 96]	0.5511699999999999	45.37	0.36700000000000005	(0.8666666666666667, 0.5764705882352941, 0.5803921568627451)	1.8874	2,2	3	(0.8666666666666667, 0.5764705882352941, 0.5803921568627451)
MYT1	UBE2QL1	[48, 72, 96]	0.8508899999999999	50.56	0.563	(0.8745098039215686, 0.42745098039215684, 0.43529411764705883)	1.9912	2,2	5	(0.8745098039215686, 0.42745098039215684, 0.43529411764705883)
MYT1	UCHL1	[48, 72, 96]	0.73278	49.4	0.402	(0.8666666666666667, 0.5490196078431373, 0.5529411764705883)	1.9680000000000002	2,2	4	(0.8666666666666667, 0.5490196078431373, 0.5529411764705883)
MYT1	ZFR2	[48]	0.45443	42.78	0.78	(0.8862745098039215, 0.26666666666666666, 0.27450980392156865)	1.8356	2,2	7	(0.8862745098039215, 0.26666666666666666, 0.27450980392156865)
NEUROD1	ADAMTS2	[72, 96]	0.9931700000000001	50.92	0.919	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)	1.9984	None	9	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)
NEUROD1	ADAMTSL2	[24, 48, 72, 96]	0.8407600000000001	50.47	0.473	(0.8705882352941177, 0.4980392156862745, 0.5019607843137255)	1.9894	None	4	(0.8705882352941177, 0.4980392156862745, 0.5019607843137255)
NEUROD1	ADORA2A	[24, 48, 72, 96]	0.9946799999999999	50.93	0.932	(0.8901960784313725, 0.15294117647058825, 0.1607843137254902)	1.9986	None	9	(0.8901960784313725, 0.15294117647058825, 0.1607843137254902)
NEUROD1	AK091996	[72]	0.06575299999999999	30.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.58	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	AK126532	[24, 72, 96]	0.11907000000000001	32.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.62	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	AKR1B1	[24, 48, 72]	0.9201799999999999	50.69	0.6920000000000001	(0.8823529411764706, 0.3333333333333333, 0.33725490196078434)	1.9938	None	6	(0.8823529411764706, 0.3333333333333333, 0.33725490196078434)
NEUROD1	AMER3	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	ANKRD65	[24, 48, 72, 96]	-0.60004	46.51	-0.51	(0.41568627450980394, 0.5882352941176471, 0.9254901960784314)	1.9102	None	5	(0.41568627450980394, 0.5882352941176471, 0.9254901960784314)
NEUROD1	ARC	[72]	0.20195	35.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.68	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	ARHGAP9	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	ASXL3	[48, 72, 96]	0.9931700000000001	50.92	0.9229999999999999	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)	1.9984	None	9	(0.8901960784313725, 0.1607843137254902, 0.16862745098039217)
NEUROD1	ATOH8	[24, 48, 72, 96]	0.9686899999999999	50.81	0.809	(0.8862745098039215, 0.24705882352941178, 0.25098039215686274)	1.9962	None	8	(0.8862745098039215, 0.24705882352941178, 0.25098039215686274)
NEUROD1	B3GNTL1	[96]	0.46301000000000003	43.24	0.243	(0.8627450980392157, 0.6705882352941176, 0.6705882352941176)	1.8448	None	2	(0.8627450980392157, 0.6705882352941176, 0.6705882352941176)
NEUROD1	BC040894	[96]	-0.9376200000000001	50.76	-0.76	(0.2, 0.4549019607843137, 0.9647058823529412)	1.9952	2,2	7	(0.2, 0.4549019607843137, 0.9647058823529412)
NEUROD1	BCRP3	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	BEX1	[24, 48, 72, 96]	0.72451	48.76	0.762	(0.8823529411764706, 0.2784313725490196, 0.28627450980392155)	1.9552	2,2	7	(0.8823529411764706, 0.2784313725490196, 0.28627450980392155)
NEUROD1	BX647938	[96]	0.027770999999999997	29.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.56	2,2	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	CABP7	[24, 48, 72, 96]	0.077751	31.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.6	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	CACNA1H	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CADPS	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CAMK2B	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CD37	[48, 96]	0.016091	28.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.54	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	CD99L2	[24]	0.6557131142622852	None	None	m	1.3114	None	13	m
NEUROD1	CDH22	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CDH5	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CHGB	[24, 48, 72, 96]	0.63854	47.28	0.28300000000000003	(0.8627450980392157, 0.6392156862745098, 0.6431372549019608)	1.9256	None	2	(0.8627450980392157, 0.6392156862745098, 0.6431372549019608)
NEUROD1	CHRNA1	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CHRNB4	[48]	0.26006999999999997	37.0	0.0	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)	1.72	None	1	(0.8509803921568627, 0.8509803921568627, 0.8509803921568627)
NEUROD1	CIB4	[24]	0.500010000200004	None	None	m	1.0	None	10	m
NEUROD1	CLCNKA	[24, 48]	0.5878800000000001	46.37	0.639	(0.8784313725490196, 0.37254901960784315, 0.3764705882352941)	1.9074	None	6	(0.8784313725490196, 0.37254901960784315, 0.3764705882352941)
