	100_24h(24hpi)	100_24h(48hpi)	100_24h(72hpi)	100_24h(96hpi)	0_24h(24hpi)	0_24h(48hpi)	0_24h(72hpi)	0_24h(96hpi)
SULT2A1	6.6228	7.2403	7.4142	6.8027	6.1778	6.9278	6.2876	7.2686
SULT2B1	8.2928	8.2052	9.1988	8.7992	8.3312	8.5306	9.2518	9.3716
SULT4A1	5.8463	5.6186	6.2168	6.0565	5.0567	5.8548	5.9227	5.5574
SULT6B1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SUMF1	10.9165	10.6316	10.6739	10.3604	10.7893	10.9997	10.5841	10.6036
SUMF2	12.0462	11.6188	 11.947	11.4915	11.8172	12.0222	11.7238	11.7634
SUMO1	11.2264	10.9637	11.1828	10.9636	11.1763	11.0924	11.0432	11.0905
SUMO1P1	4.8511	4.8468	5.0628	4.5706	4.8521	4.5706	5.0041	 4.963
SUMO1P3	4.5706	5.0257	4.5706	5.2471	4.8304	5.1371	5.3581	5.2429
SUMO2	11.8851	 11.702	11.9259	  11.74	11.7351	 11.917	11.7596	12.0186
SUMO3	10.9764	10.6467	 10.944	10.8659	10.9305	10.8719	 10.777	11.0868
SUMO4	4.5706	4.9606	4.8557	5.3515	5.0193	4.8552	5.1814	5.0932
SUN1	11.5926	11.5695	11.6916	11.7994	 11.503	11.5439	11.9398	11.9207
SUN2	11.6327	11.6612	12.4592	12.3524	11.1108	11.8023	12.2063	12.5318
SUN3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8521	4.5706
SUOX	9.6477	9.5669	9.6888	9.7113	9.7135	 9.555	9.6594	9.6779
SUPT16H	 11.561	11.1106	10.6802	10.5469	11.6985	11.0322	10.6975	10.4001
SUPT20H	10.1671	10.3752	10.1345	10.2947	10.3736	10.0688	10.4175	10.1177
SUPT3H	7.3648	7.4346	7.2262	6.9264	7.5856	 7.636	7.3406	6.8394
SUPT4H1	10.0688	10.1339	 10.131	10.0457	10.0532	10.2742	10.0566	10.2005
SUPT5H	12.0127	11.9481	12.1459	11.9995	 11.832	12.0157	12.0116	12.0448
SUPT6H	11.9447	12.0313	 11.881	11.8582	11.9734	11.9167	11.9423	 11.882
SUPT7L	10.2206	10.4327	 10.372	10.4511	10.5421	10.3397	10.5241	10.2946
SUPV3L1	8.6925	8.2944	8.1538	7.8964	8.5773	8.3773	8.0167	7.8782
SURF1	9.4018	9.1494	9.1776	8.8783	8.8316	9.2497	8.7931	8.9723
SURF2	7.7555	7.0311	7.3876	 6.719	7.5819	7.2154	6.9413	6.6863
SURF4	12.7834	12.6303	13.0853	12.9285	12.6632	12.8165	12.9371	13.1661
SURF6	10.1489	9.72614	9.33583	9.25922	10.0171	9.85791	8.99984	 9.2384
SUSD1	9.85358	10.0691	9.90527	9.64184	 9.9756	9.92174	9.85634	9.54614
SUSD2	11.4552	9.28096	8.66474	8.27444	6.72103	7.17115	 7.1731	7.74016
SUSD3	5.4868	5.0954	4.9732	4.5706	5.3212	5.3165	4.5706	5.0505
SUSD4	7.3458	7.0415	7.0432	6.5636	7.2915	6.8357	6.4386	5.8223
SUSD5	5.0924	4.8529	5.0628	4.5706	5.0193	4.8552	 4.968	4.9981
SUV39H1	7.2198	6.9995	6.9761	6.7313	7.2372	 6.859	6.5798	 6.717
SUV39H2	7.5875	7.4754	7.2369	7.3589	7.5797	7.2693	7.4426	7.3444
SUV420H1	10.0833	10.5358	10.4758	10.5765	10.3923	10.5419	10.6144	 10.562
SUV420H2	 8.791	9.0409	9.6063	9.7102	8.5278	8.8959	9.4697	9.7221
SUZ12	10.4559	10.3966	10.3036	10.3149	10.6536	10.4113	10.4362	10.3485
SUZ12P1	6.8532	 7.008	 6.666	7.0516	7.4124	6.6898	7.1637	  6.94
SV2A	6.4357	7.0675	7.4351	7.4204	5.9389	5.3165	5.2522	4.8744
SV2B	4.9667	9.1823	8.3555	8.1326	5.3212	5.3425	5.5671	5.3484
SV2C	4.5706	4.8529	4.9732	5.0807	4.5706	4.5706	4.5706	4.5706
SVEP1	4.8326	4.8341	4.5706	4.8662	4.8521	4.5706	4.8521	4.8734
SVIL	11.1189	11.4732	11.4713	11.4838	11.2143	11.4617	11.6426	11.4328
SVIP	8.4411	8.5237	8.2571	8.5253	8.4733	8.6458	8.2163	8.5585
SVOP	4.5706	5.8946	6.2852	6.0186	4.5706	4.5706	4.5706	4.5706
SVOPL	5.6573	5.2947	5.7339	5.7238	5.4849	5.4735	5.6932	5.4692
SWAP70	9.11778	9.70864	10.1669	10.1785	9.38442	9.89814	10.5177	10.4402
SWI5	7.4506	7.1792	7.4054	7.3317	7.3439	7.3803	7.1824	7.3916
SWSAP1	7.1634	6.6618	6.8043	6.5462	6.8364	6.8091	6.3308	6.6061
SWT1	7.5099	 7.901	7.8118	7.7557	7.9611	8.1544	8.0762	  8.15
SYAP1	10.8998	10.9384	11.1898	11.2386	10.9867	11.0638	11.2352	11.4234
SYBU	 8.701	8.2285	7.6631	7.5748	8.3595	8.1325	7.3705	7.1489
SYCE1L	6.2507	5.8808	6.2211	 5.893	5.6208	6.3074	5.8502	5.8858
SYCE2	5.0549	4.8468	4.9652	4.5706	5.0567	4.8469	4.5706	4.5706
SYCE3	5.1939	4.9427	4.9732	5.0008	5.2548	5.1207	4.8777	4.8734
SYCN	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SYCP2	5.6343	5.8542	5.2634	5.6464	5.7043	 5.619	5.7943	5.7507
SYCP2L	5.3815	5.1324	5.2041	5.2269	5.2548	4.8469	5.1814	 5.175
SYCP3	4.8326	4.5706	4.5706	4.5706	4.8521	4.5706	4.8521	4.5706
SYDE1	6.0887	6.1579	6.2564	  5.79	6.1072	6.0239	6.0709	 5.912
SYDE2	7.2113	7.4073	6.7862	 6.841	7.2168	 6.859	6.6193	6.4477
SYF2	10.2263	10.2489	10.4111	10.2345	10.3183	10.5611	10.3842	10.4981
SYK	10.9585	 10.781	10.7756	 10.585	11.1644	10.9987	10.7867	10.6702
SYMPK	11.3296	11.1199	11.0677	10.9435	11.1103	 11.086	10.9142	10.8337
SYN1	5.1532	5.9072	6.3184	 5.893	5.1043	4.5706	5.0041	4.9995
SYN2	5.0549	4.9427	4.9652	5.0807	5.0567	5.0793	5.0041	 5.173
SYN3	4.5706	4.8468	4.8689	4.8662	4.9681	4.8653	4.5706	4.9981
SYNC	 5.129	5.0579	5.4595	 5.543	5.1043	5.7472	5.3742	5.5131
SYNCRIP	11.9157	11.6933	 11.447	 11.351	12.0151	11.5117	11.5436	11.2705
SYNDIG1L	4.8326	4.5706	4.5706	4.5706	4.8521	4.8653	4.5706	4.5706
SYNE1	8.8449	8.7349	7.9166	7.6785	9.1702	8.3542	7.8446	6.9141
SYNE2	11.8879	12.4327	11.0806	12.1431	12.7404	11.9468	12.2371	11.7929
SYNE3	5.6283	5.4508	5.4836	5.6464	5.8437	5.5779	5.6263	  5.97
SYNE4	 7.587	7.2403	7.2853	7.2306	7.2723	7.3165	7.2548	7.2364
SYNGAP1	9.0941	9.5546	9.3503	9.7156	9.4701	9.3039	9.5765	9.3712
SYNGR1	 7.399	6.8917	7.2741	6.8715	7.1521	6.8225	6.5623	6.2661
SYNGR2	12.3269	 12.129	 12.381	12.0052	12.1745	12.3356	12.1749	12.1999
SYNGR3	6.8543	7.0721	7.8417	7.8655	5.8229	6.9947	7.4841	7.6529
SYNGR4	4.9667	4.9427	4.9732	4.8662	4.5706	4.9725	5.0041	 4.963
SYNJ1	8.6799	9.2878	8.9892	9.3656	9.0939	9.0821	 9.311	9.1737
SYNJ2	10.4807	 10.298	   10.3	  10.77	10.6226	10.1958	10.6536	10.6075
SYNJ2-IT1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SYNJ2BP	10.6311	10.7178	10.5342	10.7899	10.8011	10.7472	10.8361	 10.806
SYNJ2BP-COX16	5.3815	5.4069	4.9916	4.9917	4.5706	5.1371	4.5706	 4.963
SYNM	5.9981	6.2018	5.9778	6.4967	5.8437	5.5319	5.8749	5.8879
SYNPO	12.1574	11.9577	12.0354	11.8729	12.3078	11.9021	11.8977	  11.87
SYNPO2	 5.208	5.4328	5.1917	5.3966	5.2985	5.4429	5.4785	5.4165
SYNPO2L	5.0231	5.3436	5.2634	5.5345	5.1043	4.9725	5.3084	5.0949
SYNPR	8.9616	7.1314	7.0547	7.0318	8.5349	7.1979	7.0908	7.0625
SYNPR-AS1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SYNRG	10.6295	11.0759	11.0232	 11.167	10.7684	10.9321	 11.331	11.1761
SYP	7.9326	8.7119	8.9808	8.2518	5.5585	5.8073	5.2775	5.0505
SYPL1	11.6461	11.4602	11.4073	11.3071	11.5063	11.6912	11.4887	11.4411
SYPL2	5.3046	4.9427	4.8557	4.5706	5.1962	4.9725	5.0041	4.8485
SYS1	9.65192	9.83748	10.0007	9.69607	 9.7021	9.90253	9.84903	9.81561
SYS1-DBNDD2	 5.761	6.3339	6.3677	5.9496	6.2371	6.0677	6.6705	5.9414
SYT1	7.7269	7.9952	8.0692	8.2278	 7.623	8.1143	8.2216	8.3538
SYT11	8.9068	9.5316	9.6288	9.4905	8.8478	8.9516	8.9151	8.9453
SYT12	9.2616	8.1977	8.5386	8.3186	9.4126	8.3326	 8.288	8.4965
SYT13	11.4923	11.4221	10.9136	10.8473	11.2692	10.5879	10.2181	10.3738
SYT14	 5.208	5.8477	5.6512	5.7238	4.8304	4.5706	4.8401	4.5706
SYT14L	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SYT15	7.3808	7.9063	 7.466	8.0767	7.7983	7.6721	7.8522	7.5738
SYT16	5.5637	5.3104	5.1381	5.0854	5.3583	5.1847	5.0041	4.9981
SYT17	 7.803	7.9787	8.3488	8.3351	8.2394	7.9126	8.4539	8.4072
SYT2	 5.129	5.7436	5.2634	5.8006	5.6208	5.2951	6.0951	5.5177
SYT3	4.8511	5.0579	4.9916	4.8689	4.9681	4.8653	5.1005	4.5706
SYT4	5.0231	6.7024	6.3854	6.6115	4.5706	4.5706	4.5706	4.5706
SYT5	 5.975	7.9204	7.9603	7.3408	5.0567	4.9867	4.5706	4.8485
SYT6	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SYT7	9.60925	 10.064	10.8537	11.0324	8.52485	9.34762	10.7933	10.5843
SYT8	9.3369	8.5721	8.9143	8.5164	9.0587	8.7596	8.9606	8.8265
SYT9	5.0549	5.1978	5.3033	5.3446	4.8304	5.1847	5.1309	5.0949
SYTL1	11.2826	10.6938	10.5292	10.3616	11.1902	 10.865	10.5518	10.3176
SYTL2	10.6873	11.0567	10.7183	11.0936	 11.275	 11.003	 11.487	11.1601
SYTL3	7.1715	6.3682	6.8695	6.9264	7.0007	6.7154	6.7579	6.7679
SYTL4	8.89733	8.95003	9.39523	9.72676	8.98044	9.17266	9.77944	10.0004
SYTL5	 8.773	  8.81	8.8423	8.7352	9.1983	8.9607	8.9399	8.6332
SYVN1	10.3763	10.3516	10.6363	10.5565	10.4608	10.2807	 10.729	10.5379
SZRD1	11.9266	11.7264	11.7784	11.5363	11.8856	11.7942	11.6675	11.6335
SZT2	10.5794	10.9627	10.7756	11.2506	10.8479	10.7572	11.1778	11.1155
TAAR1	4.8511	4.9606	4.9732	4.8754	4.8304	4.5706	4.5706	4.5706
TAAR3	5.0429	4.9691	4.8689	4.8689	4.5706	4.9607	4.8521	4.8744
TAB1	9.6242	9.5028	9.4266	9.2968	9.5387	9.5831	9.1659	  9.31
TAB2	11.0094	11.2662	11.4282	11.5208	11.4118	11.4039	11.5824	11.7153
TAB3	10.2193	10.8063	10.6958	 10.878	10.7039	10.7614	10.9783	10.9098
TAC1	4.5706	4.5706	 6.484	7.4544	4.5706	4.5706	4.5706	4.5706
TAC3	5.6283	6.3159	 6.106	6.1632	5.2985	5.3425	5.3159	5.4787
TAC4	4.5706	4.9691	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706
TACC1	11.0442	10.9489	10.3493	10.2103	11.3077	10.7651	10.3887	9.92545
TACC2	10.4945	10.5801	10.6866	10.9079	10.6137	10.7013	10.9966	11.1355
TACC3	9.3213	7.9847	7.8298	7.9119	9.1866	8.0582	 7.905	7.8398
TACO1	8.6679	8.3153	8.4981	8.1976	8.4772	8.4483	8.2127	8.3375
TACR1	4.5706	4.8468	4.8689	4.8689	4.5706	4.8653	4.9511	 4.963
TACR2	5.0231	4.9691	4.5706	4.5706	4.9681	4.9867	4.8521	4.8485
TACR3	5.1532	5.5489	 5.543	5.2471	5.3212	4.8552	4.5706	4.5706
TACSTD2	10.6138	10.1607	 10.865	10.5705	10.6571	10.3439	10.7582	10.7916
TADA1	8.0211	7.9887	7.9931	7.9622	8.0719	7.9568	 7.811	7.9106
TADA2A	7.5383	7.6385	7.7287	7.6334	 7.892	7.8086	7.4734	 7.728
TADA2B	9.94039	9.99525	10.0848	10.1096	9.91872	10.0937	10.0813	10.2094
TADA3	10.9239	10.5995	10.7165	 10.491	10.8505	10.7671	10.5317	10.5317
TAF1	10.3108	10.4519	10.0621	10.2762	10.5955	10.3793	10.4657	10.2108
TAF10	10.2823	10.1464	10.4494	10.1106	10.1368	10.3551	10.0548	10.3472
TAF11	8.7871	8.8598	8.8519	9.0654	8.8601	8.8252	8.9254	8.8649
TAF12	 8.249	8.1757	8.1006	 7.982	8.4205	8.3195	8.1461	8.2436
TAF13	7.7676	7.9952	 7.894	7.9384	7.7779	7.9337	7.8588	7.9606
TAF15	11.6628	11.5443	11.3293	11.3301	11.6472	11.5043	11.3114	  11.26
TAF1A	7.3171	7.0868	6.6519	6.8453	 7.186	7.0269	6.7106	6.7513
TAF1B	7.8209	7.5635	7.4403	7.4875	7.7881	7.6138	7.5649	 7.518
TAF1C	10.2623	10.1931	10.1536	10.1002	10.1452	10.0391	9.98604	10.0091
TAF1D	10.4315	10.2366	9.75222	10.2103	10.9402	10.2013	10.1328	10.1095
TAF1L	4.5706	4.8468	4.8689	5.0854	4.5706	 5.062	 4.968	4.8485
TAF2	9.6256	9.7371	9.4246	 9.432	9.8484	9.6367	9.5026	9.4189
TAF3	 8.016	7.8957	  7.75	7.6998	8.0648	7.9544	7.7671	7.7219
TAF4	9.2634	9.3008	9.1037	9.3302	 9.391	9.3083	9.3046	9.4077
TAF4B	6.3417	5.7985	5.5795	5.4453	6.8719	5.9889	5.5941	5.4165
TAF5	7.1411	7.0826	6.9148	7.2463	7.1047	7.0972	7.0277	7.1816
TAF5L	 9.396	9.3678	9.3085	9.1111	9.5468	9.3999	9.1701	9.3456
TAF6	9.8779	9.7074	9.8134	9.6059	9.7443	9.6688	9.7419	9.6097
TAF6L	8.6166	8.4021	8.5155	8.3089	8.3459	8.4237	8.1461	8.3958
TAF7	11.2633	10.8763	11.0553	 10.934	11.2115	11.0502	10.9358	11.0708
TAF7L	4.8511	4.5706	4.5706	4.5706	4.9681	4.5706	4.5706	4.5706
TAF8	9.3002	9.4196	9.2335	9.3254	9.3265	9.3103	9.2233	9.4036
TAF9	10.1569	9.81217	9.76691	9.63707	10.1619	9.84785	9.64079	9.74461
TAF9B	8.67351	8.80081	9.00601	9.97719	8.72387	8.86102	10.2309	9.79574
TAGAP	4.8511	4.8468	4.8689	4.9878	4.8521	4.5706	5.0041	4.5706
TAGLN	9.73481	10.4709	10.3362	9.07758	9.98112	10.6325	9.56163	 9.0436
TAGLN2	 14.568	14.2459	 14.494	14.1595	14.4897	14.5166	14.2583	14.4577
TAGLN3	6.4745	7.3374	6.9601	6.2917	4.5706	4.5706	4.5706	4.5706
TAL1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAL2	4.5706	4.8468	4.8557	4.8689	4.5706	4.5706	4.5706	4.5706
TALDO1	11.8244	11.3422	11.6462	11.4928	11.5763	11.4998	11.3861	11.6472
TAMM41	7.4553	7.3294	6.9196	7.1101	7.7143	7.1067	7.2787	6.7825
TANC1	10.9009	11.0812	10.9953	11.4629	11.2577	11.0545	11.5074	11.4449
TANC2	9.50209	9.83196	9.46561	10.0273	  9.626	9.73943	10.0103	9.79147
TANGO2	8.4685	8.8932	8.7966	9.0833	8.7208	8.7617	 8.735	8.9784
TANGO6	7.4085	7.1702	6.9585	6.8278	7.5437	6.9163	6.7661	6.5784
TANK	 9.8251	 10.027	10.2417	10.2898	10.1124	10.2013	10.3184	10.4663
TAOK1	11.4976	11.8721	11.5858	11.8441	11.7103	11.6208	 11.949	11.7584
TAOK2	11.2078	11.2491	11.3822	11.4938	11.0853	11.3301	 11.252	11.4557
TAOK3	10.2101	10.4864	10.5441	10.6556	10.7856	 10.684	10.8873	10.8544
TAP1	10.1694	10.4537	10.5769	10.1944	9.82533	10.3506	10.0424	10.2313
TAP2	9.95552	10.4551	10.3414	10.2909	9.76894	10.5506	 10.137	10.3188
TAPBP	12.3793	12.6547	12.8065	12.7541	12.5165	12.6804	12.8346	12.8074
TAPBPL	9.0232	9.3314	9.6638	9.4941	8.7208	9.5665	9.5523	9.6499
TAPT1	9.3628	9.9816	9.6527	9.8383	  9.52	9.8463	9.8825	9.7992
TAPT1-AS1	7.0081	7.5819	7.0774	7.6259	7.3345	7.3131	7.5816	7.5168
TARBP1	9.2708	9.0423	8.3025	8.4474	9.4994	8.8832	8.5345	8.1473
TARBP2	9.1409	8.7158	8.8928	8.4663	8.9183	8.8501	8.5224	8.4358
TARDBP	11.5755	11.5106	11.3077	11.4351	11.6545	11.3743	11.3786	11.4301
TARS	11.2298	10.9714	11.1844	11.0692	11.4632	10.9832	11.1024	11.1773
TARS2	9.4599	8.9251	8.8164	8.4829	 9.302	8.9884	8.6447	8.4445
TARSL2	8.2361	7.9012	7.9423	7.9505	8.2707	7.7141	7.9151	7.7582
TAS1R1	4.8326	4.9606	4.9916	4.5706	4.5706	4.5706	4.5706	4.5706
TAS1R3	6.0754	  6.15	5.9458	 6.044	5.7349	5.7777	5.2522	5.5996
TAS2R1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R10	 5.129	5.4069	5.0628	 5.164	5.4849	 5.157	5.1814	 5.173
TAS2R13	4.5706	4.5706	4.8557	4.5706	4.5706	4.8653	4.5706	4.8744
TAS2R14	5.2581	5.6037	4.8689	5.6528	5.4849	5.4735	5.4518	5.4663
TAS2R19	4.8511	5.0257	4.5706	5.0008	4.9374	4.8552	 5.036	4.9981
TAS2R20	5.5341	5.8946	5.4531	6.0815	5.8229	5.5398	6.0028	5.4787
TAS2R3	4.5706	5.3436	5.0628	5.2884	5.5262	5.1371	5.4281	5.2429
TAS2R30	4.5706	4.5706	4.9732	4.5706	4.5706	4.5706	4.8521	4.8485
TAS2R31	4.8326	4.8468	4.8689	4.9917	4.8521	4.9607	5.0041	4.8744
TAS2R38	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R4	5.1532	5.7985	5.0853	5.5635	5.4849	5.2623	5.5294	5.3081
TAS2R41	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R42	4.5706	4.5706	4.5706	4.5706	4.5706	4.8469	4.5706	4.5706
TAS2R43	4.5706	4.9606	4.8689	4.5706	4.5706	4.5706	4.8777	4.8734
TAS2R46	4.5706	4.8529	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R5	5.4018	5.9053	 5.685	6.0689	5.9428	 5.573	6.1343	5.7891
TAS2R50	4.9406	4.8341	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R60	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R8	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TAS2R9	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TASP1	8.4751	8.0129	7.9057	7.7345	8.1306	8.1449	7.8692	7.7935
TAT	5.3481	5.9612	6.4534	6.7883	5.3416	5.8782	6.4129	6.8702
TATDN1	8.1419	7.6702	7.5896	 7.266	8.1023	7.9492	7.6631	7.3083
TATDN2	10.1792	10.2566	10.2136	10.1508	10.0922	10.2609	9.99611	10.2351
TATDN3	8.3803	8.0901	7.9483	 7.968	8.2055	7.8914	7.9193	7.7034
TAX1BP1	 11.723	12.1582	12.1588	12.0911	12.0807	12.2569	12.3921	12.3028
TAX1BP3	11.7728	11.9907	12.3225	12.1258	11.5562	12.2795	 11.997	12.3412
TAZ	8.6224	 8.538	8.7661	8.9118	8.4721	8.4893	8.7404	8.8517
TBATA	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBC1D1	9.83631	9.77507	10.1306	10.2524	9.94304	 9.8249	10.1445	10.4021
TBC1D10A	9.5738	9.3856	9.8761	9.6551	9.0821	9.6584	9.7815	9.9534
TBC1D10B	10.6409	10.7448	10.9589	10.9288	10.5485	 10.846	10.9142	10.9858
TBC1D10C	5.2524	 5.262	5.1917	5.4453	5.2985	5.2864	5.3252	5.4165
TBC1D12	8.5812	8.8044	  8.98	9.2415	 8.668	8.9809	9.1595	9.2832
TBC1D13	9.4416	9.5796	9.7953	9.7552	9.2744	9.7565	9.6468	9.7312
TBC1D14	11.2431	10.9615	11.1148	11.0508	10.9495	10.9754	11.0832	11.1285
TBC1D15	9.71983	9.98717	10.1553	10.4114	9.78406	10.2086	 10.508	10.5804
TBC1D16	11.5848	11.3483	10.8952	10.5488	11.1424	10.8972	10.5472	10.4001
TBC1D17	9.6833	 9.766	9.8718	9.7754	 9.594	9.8728	9.8254	9.8106
TBC1D19	7.1376	7.0922	6.9425	6.8171	7.1163	6.9616	6.6193	6.6119
TBC1D2	10.4142	10.3849	10.4378	10.2296	10.3591	10.2247	10.3135	10.3954
TBC1D20	10.3831	10.5703	10.7358	10.8641	10.4126	10.5383	10.8497	10.7578
TBC1D22A	10.2395	9.96024	10.4042	10.1493	10.0677	10.2655	10.3352	 10.466
TBC1D22B	8.7599	9.0834	9.4061	9.5434	8.8413	9.1317	9.3937	9.5603
TBC1D23	9.98405	10.1629	10.3128	10.3518	10.0296	10.3717	10.4508	10.5734
TBC1D24	8.9619	8.9731	8.6647	8.8752	 8.931	8.5598	8.4314	8.5197
TBC1D25	8.6767	 8.717	8.7077	8.8377	8.5278	8.7923	8.9102	8.8953
TBC1D26	4.8511	4.8529	4.8689	5.0965	4.5706	4.9725	 5.036	 4.963
TBC1D29	5.0231	5.0579	5.2634	 5.826	5.4048	 5.062	5.7667	5.6783
TBC1D2B	10.7842	10.8529	11.0587	11.2364	10.5768	11.0448	11.4472	11.2863
TBC1D3	10.2927	10.9479	11.4873	12.2307	10.6503	10.8893	12.2069	11.9616
TBC1D30	8.7299	8.4504	8.1774	8.1163	8.6127	8.3101	8.1124	7.9868
TBC1D3C	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBC1D3G	6.5179	7.0721	7.8804	8.2288	7.2829	7.4143	8.3223	7.8449
TBC1D3H	8.22736	8.89473	9.00111	10.1857	8.13686	8.55281	10.0884	10.0049
TBC1D3P1-DHX40P1	4.8326	4.8468	4.9652	4.9917	4.8304	4.8653	4.5706	4.5706
TBC1D3P2	4.5706	4.5706	4.5706	4.5706	4.5706	4.8552	4.8401	4.5706
TBC1D3P5	5.0231	5.1978	5.0532	5.5635	5.1483	5.2864	 5.526	5.3658
TBC1D4	9.87547	 9.3618	8.56373	8.83138	10.1359	9.41217	8.89044	8.63008
TBC1D5	10.1947	10.0543	9.55188	9.33279	10.2392	10.0626	9.54353	9.41487
TBC1D7	8.5256	8.3441	8.4409	  8.26	8.0795	8.2209	8.2163	8.2348
TBC1D8	10.4873	10.4451	10.7754	11.2062	10.0765	 10.526	11.1832	11.2886
TBC1D8B	10.5734	11.1713	10.8088	11.5218	11.1861	11.0347	11.7278	11.3446
TBC1D9	10.8285	11.1745	11.2135	 11.176	10.9641	11.1407	11.2071	11.1455
TBC1D9B	12.1197	12.1321	12.2159	12.2089	12.1275	 12.177	12.3535	12.2931
TBCA	10.4927	9.93997	 10.261	9.82494	10.2607	10.2098	9.80544	9.98981
TBCB	9.8499	9.6045	9.7048	9.3755	9.5265	 9.479	9.0719	9.3979
TBCC	9.0227	8.9195	9.0102	8.7327	8.6242	8.7493	8.6806	8.8322
TBCCD1	8.2182	8.4258	 8.441	8.7497	8.3294	8.4445	 8.735	8.8484
TBCD	10.8243	9.90872	10.1694	9.96796	10.6273	10.0788	9.92156	10.0386
TBCE	8.5145	8.0571	8.0324	7.6927	8.4772	8.2236	7.6691	7.5575
TBCEL	8.4304	8.4648	8.0606	7.8717	8.2752	8.1371	8.0246	7.7057
TBCK	9.5039	9.4755	9.1966	9.3554	9.5121	 9.356	9.4185	9.2118
TBK1	9.65354	 9.7927	9.82959	9.94621	9.75801	9.81602	 10.002	10.0339
TBKBP1	7.8834	7.3439	7.8182	7.3589	6.8452	7.2242	7.2222	7.2242
TBL1X	9.3328	9.2991	 9.079	8.9237	9.4352	9.2187	9.0744	8.8517
TBL1XR1	12.0609	12.2839	12.1729	12.2874	12.1797	12.2308	12.5186	12.3403
TBL1Y	6.0887	6.5094	5.9778	6.3702	6.0718	6.2828	6.3472	6.4342
TBL2	9.8803	9.2165	9.6835	9.2334	9.6139	 9.531	9.4255	9.3344
TBL3	9.4421	9.1226	9.2721	8.8804	9.1368	9.0253	8.7823	9.0494
TBP	8.0646	8.0613	8.2824	8.0906	8.2551	8.1727	8.3759	8.2057
TBPL1	8.5544	8.3921	8.1202	8.0471	8.0719	8.1257	7.9246	 8.092
TBPL2	4.5706	4.5706	4.5706	5.0008	4.5706	4.8653	4.9511	4.5706
TBR1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBRG1	10.3991	10.6966	10.5839	11.1883	10.5002	10.5974	 11.035	11.0077
TBRG4	 10.257	9.66093	 9.7444	 9.4452	10.1228	9.75652	9.52052	9.50971
TBX1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBX10	5.4279	5.3436	5.2634	5.5345	5.2548	5.3897	5.6032	 5.625
TBX15	4.5706	4.5706	4.9732	5.0854	4.8521	 5.157	4.8401	5.1239
TBX18	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBX19	6.4479	6.6176	6.7189	7.0478	6.6571	6.6769	6.8981	6.7825
TBX2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBX20	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TBX3	10.6476	11.6045	 11.958	12.1665	10.4193	11.7018	 12.334	12.3922
TBX4	4.5706	4.5706	4.8557	4.5706	4.5706	4.8469	4.8401	4.8485
TBX6	6.3477	6.0454	6.2211	6.3058	6.3841	6.1363	6.2748	6.3901
TBXA2R	5.7136	6.1404	5.7491	6.4226	6.2561	5.8182	6.1364	6.2712
TBXAS1	8.5402	7.3865	7.4244	7.0516	8.5631	7.3131	7.0744	6.9898
TC2N	11.5852	11.9357	11.9149	11.8908	11.9142	12.1727	12.3509	12.0644
TCAIM	9.75638	9.81309	9.75334	9.76047	  9.747	9.82902	10.0927	9.91637
TCAM1P	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
TCAP	5.3891	5.4508	5.7176	5.6243	5.1043	5.5123	5.1961	5.4192
TCEA1	11.2361	10.9436	10.9287	10.8172	11.2253	11.1037	10.8757	10.9167
TCEA2	8.1695	7.8687	8.1652	7.7208	7.7545	7.9848	7.7304	7.8051
