	ADNP	AHR	AKNA	ALX1	ALX4	ARID5A	ARID5B	ARNTL	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH7	ATOH8	BACH2	BCL6	BHLHE40	CBX2	CCDC169-SOHLH2	CDX2	CEBPA	CEBPD	CREB5	CXXC5	DACH1	DLX2	DLX5	DMBX1	DPF3	EBF1	EBF2	EBF3	EGR1	EGR2	EGR3	EGR4	EHF	ELF3	ELF4	ELF5	ESRRB	ESRRG	ETS1	ETV1	ETV4	ETV5	FEV	FLI1	FOS	FOSB	FOSL1	FOSL2	FOXA1	FOXA2	FOXB1	FOXC1	FOXC2	FOXE3	FOXJ1	FOXN3	FOXO1	FOXP2	GATA2	GATA3	GATA4	GATA6	GFI1	GLI1	GLIS2	GLIS3	HAND1	HES6	HEY1	HEY2	HHEX	HIC1	HIF1A	HIF3A	HIVEP2	HIVEP3	HMGN3	HOMEZ	HOXA10	HOXA9	HOXB2	HOXB3	HOXB9	HOXD1	HOXD4	HSF2	HSF4	INSM1	IRF4	IRF8	IRX1	IRX2	IRX3	ISL1	JAZF1	JUNB	KLF10	KLF11	KLF7	LHX1	LHX6	LHX8	LMX1A	LMX1B	MAFA	MAFB	MAFF	MECOM	MEF2C	MEIS2	MLXIPL	MNX1	MSX1	MSX2	MXI1	MYBL1	MYC	MYCN	MYRF	MYT1	MYT1L	NEUROD1	NEUROD2	NEUROG3	NFIA	NFKB2	NHLH1	NKX2-2	NKX2-8	NKX6-1	NKX6-2	NPAS1	NPAS3	NPAS4	NR2F1	NR4A2	NR4A3	OLIG3	ONECUT2	ONECUT3	OSR2	PAX4	PAX6	PBX1	PBX3	PDX1	PITX1	POU3F2	POU3F4	POU5F1	POU6F1	PRDM14	PRDM16	PRDM8	PTF1A	RARB	RELB	RFX2	RFX3	RFX4	RFX6	RORC	RUNX1	RXRG	SATB2	SCRT1	SHOX2	SIM1	SIX2	SKOR1	SOHLH2	SOX1	SOX3	SOX4	SOX9	SP5	SPIB	ST18	STAT1	STAT4	TBX2	TBX20	TBX3	TBX4	TCF24	TEAD1	TEAD2	TFAP2A	TFAP2B	TFCP2L1	TGIF2	TP63	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZIC1	ZIC2	ZIC5	ZNF385B	ZNF503	ZNF835
MYH11	0	0	0	-0.35916	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98273	0	0	0.2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33492	0	0	0	0	0	0	0	0	0	0	0	0	0.36765	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95493	0	0	0.43964	0	0	0	0	0	0	0	0	0	0.12597	0	0	0	0	0	0	0	0	0	0.94084	0	0	0	0.40564	0	-0.37269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64496	0	0	0	0	0	0	0	0	0.82477	0	0	0	0	0	0	0	0.21832	0	0	0	0	0	0	0	0	-0.84302	0	0	0	0	0	0	0	0	0	-0.43206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0.4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34447	0	0	0	0	0	0	0	0	0	0	0	0.063319	0	0	0.74405	0	0	0	0.80405	0	0	0	0	0	0	0	0	0	0.8266	0.88851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67269	0	0.57375	0	0	0	0	-0.63598	0	0	0	0	0	0	0	0	0	0	0	0	0.90106	0	0	0	0	0	0	0	0.67805	0	0.79101	0	0	0	0.67156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32206	0	0	0	0	0	0	0.88851	0	0	0	0	0	0	0	-0.90106	0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1919	0	0	0	0	0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0.16952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74278	0	-0.38658	0	0	0	-0.53858	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0.45285	0	0	0	0	0	0	0	0.75426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO18B	0	-0.64651	0	0	0	0.65884	0	0	-0.40655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48774	0	0	0	0	0	0	0	0	0	0	0	0	-0.086187	0	0	0	0	0	0	0.50624	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20363	0	0	0	0	0	0	0	0	0	0.48957	0	0	0	0.048943	0	0	0	0	0	0	0	0	0	0	0	0	-0.27505	-0.21209	0.12597	0	0	0	0	0	0	-0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	0	0	0	0	0	0	0	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51924	0	-0.13295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4593	0	-0.30891	0.086187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073115	0	0	0	0	0	0	0	0	0.036469	-0.078048	0	0	0	0	0.41631	0	0	0	0	-0.89468	0	0	0	0	0	0	0	0	0	0	-0.34975	0	-0.54591	0	0	0.38865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53157	0	0	0	0	0	0
MYRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62939	0	0	0	0	0	0	0	0.58418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19574	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19919	0	0	0	0	0	0	-0.33122	0	0	0	0	0	0	0	0	0	0	0.31878	0	0	0	0	0	-0.13591	0	0	0.2314	0	-0.39235	0	0	0	0	0	0	0	0	0	-0.0010571	0	0	0.13266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15028	0	0	0	0	0	0	0.71956	0	0	0	0	0
MYRIP	0	0	0	0	0	0	0	0	0	0	0	-0.053665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78087	0	0	0	0.16519	0	0	0	0	0	0	0.35765	0	0	0	0	0	0	-0.035906	0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.297	0	0	-0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97378	0	0.38865	0	0	0	0	0	0	0	0	0.26039	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075581	0	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0	0	-0.32174	0	0	0	0
MYT1	0	0	0	0	0	0	0	0	0	0	0.74405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0	0	0	0	0	0	0	0	0	0.61335	0	0	0	0	0	0	0.38122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63598	0	0	0	0	0	0	0	0	0	0.20669	0	0	0	0	0	0	0	0	0	0	0	0	-0.21145	0	0	0	0	0	-0.37269	0	0	0	0	0	0.70412	0	0	0	0	0	0	0	0	0	0	-0.62082	0	0	0	0	0	0	0	0	0	-0.53647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYT1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89468	0	0	0	0	0	0	0.3407	0	0	0	0.90106	0.7377	0	0	-0.086857	0	0	0	-0.060958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10825	0	0	0	0.35916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.052819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75328	0	0	0	0	0	0	0	-0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83665	0	-0.11455	0	0	0	0	0	0.29996	0	0	0	0	0	0	0	0	0	0	0	0.50624	0	0	0	0	0	0	0	0	0	-0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59059	-0.20768	0	0	0	0	0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0.20768	0	0	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17322	0	0	0	0	0	0	0	0	0	0	0.051233	0	0	0	0	0	-0.1919	0	-0.8574	0	0	0	0	0.85289	0	0	0	0	0.98273	0	0	0	0	-0.1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	-0.17777	0	0	0	0	0	0	0	0	0.26286	0	0	0	0	-0.32854	0	0	0	0	-0.095666	0	0	0	0	-0.52805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44591	0	0	0	0	0	0	0.0071529	0	0	0	0	0	0	0	0	-0.56508	0	0	0	0	0	0	0	0.11357	0	0	0	0	0	0	0	0	0.8266	0	0	0	0	0	0	0	0	0	0	0	0.38083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALADL2	0	0	0	0	-0.22999	0	0	0	0	0	0	0	0	0	0	0	0	0.36801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.036469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40655	0	0	0	0	0	0	0	0	0	0	0.653	0	0	0	-0.68548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066878	0	0	0	-0.67984	0	0	-0.70035	0	0	0	0	0	0	-0.29922	0	0	0	0	0	0	0	0	0	0	0.32206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NALCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63115	0	0	0	0	0	0	0	0	0	0	0	-0.036469	0	0	0	0	0	0	0	0	0	0	0	0	0.57008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47012	-0.15729	0	0	0	0	0.22861	-0.1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82111	0	0	0	0.30786	0	0	0	0	0	0	0	0	0	0	0	0.33235	0	0	0	0	0	0	0	0	0.60046	0	-0.70412	0	0	0	0	0	0	0	0.48122	0	0	0	0	0	0	0.71328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30891	0	0	0	0	0	0	0	0.15983	0	0	0	0	0	0	0	0.052819	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37269	0	0	0	0	0.56332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20004	0	0	0	0	0	0	0.31801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95493	0	0	0	0.65705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48122	0	0	0	0	0	0	0	0	0	0	0.15634	0	-0.38034	0	-0.053665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	-0.47326	0	0	0	0	0	0	0	0	0	0	0	0
NAV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78087	0	0	0	0	0	0	0	0	0	0	0	0.41135	0.7629	0.050493	0	0	0	0	0	0	0	-0.74405	0	0	0	0	0	0	0	0	-0.695	0	0	0	0	0	0	0	0	0	0.31233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43104	0	0	0	0	-0.38034	0	0	0	0	0	0	0.051233	0	0	0	0	-0.48957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85507	0	0	0	0	0	0	0	0	0	0	0.089605	0	0	0	0.95493	0	0	0	0	0	0.15028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92097	0	0	0	0	0	0.95493	0	0.87794	0	0	0	0	0	0	0	-0.40426	-0.9438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16589	0	0	0	-0.29996	0	0	0	0	0	0	0	0	0.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48122	0	0	0	0	0	0	0	-0.37121	0	0	0	-0.50624	0	0	0	-0.48122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCCRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26173	0.5969	0.68629	0	0	0	0	0	-0.58164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71244	0	0	0	0	0	0	0	0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43805	0	0	0	0	0	0	0	-0.68629	0	0	0	0	0.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71328	0	0	0	0	0	0	0.57255	0	0	0	0	0	0.56025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74158	0	0	0	0	0	0	0	0.72999	0	0	0	0	0	0	0	0	0	0	-0.12428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76335	0	0	0
NEAT1	0	0	0	0	0.06487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68841	0	0	0	0.57875	0	0	0	0	0	-0.56966	0	0	0	0	0	0	0	0	0	0	0	0.99426	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49634	0	0	0	0	0.9438	0	0	0	0	0	0	0	0	0	0	-0.53566	0	0	0	0	0	0	0	0	0	0	-0.70187	0	0	0	0	0	0	0	0	0	0	0	0.27033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41811	0	0	0	0	0	0	0	0	0	0	0	-0.10765	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92097	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.078541	0	0	0	0	0	0	0	0.087738	0	0	0	0	0	0	0	0
NEB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57174	0	0	0	0	-0.25976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40655	0	0	0	0	0	0	0	0	0.019415	0	0	0	0	0	0	0.18978	0	0	0	0	0.35236	0	0	0	0	0	0	0	0	0	0	0.15729	0	0	0	0	0	0	-0.49503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0.0070472	0	0	0	0	0	0	0	0.1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83439	-0.48957	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0.81832	0	0.90106	0	0	0	0	0	0	0	0.37079	0	0	0.49796	0	0	0	0	0	0.17777	0	0	0	0	0	0
NEBL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0.67016	-0.56173	0	0	0	0	0	0	0	0.79605	-0.4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15729	-0.8081	-0.76099	0	0	0	0.87794	0	0	0	0.023467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038936	0	0	0	0	0	0	0	0	0.11646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35867	0	0	0
NECAB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64651	0	0	0	-0.72209	-0.5815	0	0	0	0	0	0	0	0	0	0	-0.42537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62607	0	0	0	0	0	0	0	0	0	0.73161	0	0	0	0	0	0	0	0	0	0	0.76691	0	0	0	0	-0.8266	0	0	0	0	0.99426	0	0	0	0	0	0	0	0	0	0	0	0.87234	0	0	0	-0.47326	0	0	0	0	-0.7655	0	0	0	0	0	0	0	0	0	0	0	0	0.83439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAB2	0	0	0	0.041896	0	0	0	0	0	0.16589	0	0	0	0	0	0	0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	-0.38302	0	0	0	0	0	0	0	0	0	0	0.27505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64105	0	0.87794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75497	0	0	0	0	0.052326	0	0	0	0	0	0	0	0	0	-0.31103	0	0	0	0	0	0	0	0	0	0	0	0	0.86991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71328	0	-0.054017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51984	0	0	0
NEDD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87234	0.014094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97044	0	0	0	0	0	0	0	0	0	0	0.71328	0	0	0	0	0	0	0	-0.45271	0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41575	0	0	0.76462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57481	0	0	0	0	0	0	0	0	0	0	0	-0.41575	0	0	0	0	0	0	0	0.29922	0	0	0	0	0	0	0	0	0	-0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28016	0	0	0	0
NEFL	0	0	0	0	0.21177	0	0	0	0	0	-0.075581	0	0.071106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53813	0	0	0.41279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70944	0	0	0	0.74405	0	0	0	0.16219	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22879	0	0.89116	0	0	0	0	0	0	0.28569	0	0	0	0	0	0	0	0	0.49722	0	0	0	0	0	0	0	-0.94084	0	0	0	0	0	0	0	-0.029422	0	0	0	0	0	0	0	0	0	0	-0.52657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43319	0	0	0	0	0	0	0	0	0	0.8574	0	0	0.078541	0	0	0.089605	0	0	0	0	0	0	0	0	0.39426	0	-0.91794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81832	0	0	0.8266	0.11455	0.8574	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67805	0	0.62016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87794	0	0	0	-0.39852	0	-0.41811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEGR1	0	0	0	0	0	0	0	0	0.30891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52752	0	0	0	0	0	0	0	0	-0.72209	0	0	0	0	0.54863	0	0	0.38865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28901	0	0	0	0	0	0	0	0	0	0	0	0	0.42932	0	-0.18774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53534	-0.2642	0	0	0	0	0	0	0.70035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0	0	0	0	0	0	0.92442	0.95092	0	0	0	0	0	0	0	0	0.41811	-0.61603	0	0	0	0	0	0	0	0	0	0	0	0	-0.34341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
