	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF382	ZNF492	ZNF519	ZNF846
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0252005495682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	0.0	0.198480425356	0.0498088920246	1	0.0	0.0	0.0626859541521	1	1	0.081360259556	1	1	1	1	1	1	1	0.0	0.000123831115069	0.000147864487283	0.0	1	1	1	0.000203066988136	1	1	0.000138429258559	0.61587890577	1	0.0267886192234	0.854792841718	1	0.090976861284	1	1	0.00790655664023	0.0	0.0	0.00679623940423	0.0	1	1	1	1	0.0127967537787
GO_CELL_JUNCTION_ORGANIZATION	0.481737095265	0.00700510651627	1	1	1	0.1016577124	0.357807541949	1	1	1	0.387642835844	1	1	1	1	1	1	1	0.000143302400745	1	0.479462336975	0.0702750326579	1	1	1	0.0461822236294	1	1	0.451693807761	0.00478660142724	1	1	1	1	0.0275767641296	1	1	1	0.39426703744	0.000769945839261	1	0.0123208545764	1	1	1	1	1
GO_CELL_MORPHOGENESIS	1	0.000250995198255	1	1	1	3.1363657822e-05	0.0007658540435	1	1	1	1	1	1	1	1	1	1	1	0.42065869554	1	1	1	1	1	1	0.000934726387876	1	1	0.00245799862353	1	1	1	1	1	1	1	1	1	0.00115631308547	0.000561416439525	1	0.600636433045	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	7.24014436599e-05	1	1	1	0.0	9.66037219206e-05	1	1	1	1	1	1	1	1	1	1	1	0.37408346466	1	1	1	1	1	1	0.000230602769034	1	1	0.00075046904005	1	1	1	1	1	1	1	1	1	0.00203156789775	0.000343993235758	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	1.20221332502e-05	1	1	1	0.0	0.0	1	1	1	1	1	1	1	1	1	1	1	0.0152405453201	1	1	1	1	1	1	0.000240688228899	1	1	3.11339073975e-05	1	1	1	0.107842871821	1	0.550837680484	1	1	0.192854280145	0.000157202373476	5.35156209821e-05	1	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	1.46452605876e-05	1	1	1	0.0	0.000217029230811	1	1	1	0.314805789071	1	1	1	1	1	1	1	0.00185146645236	0.275104886712	1	1	1	1	1	0.00997664789683	1	1	3.74725595094e-05	1	1	1	0.0293549015367	1	1	1	1	0.0983615614686	0.000412129154485	4.90325176195e-06	1	0.327382435025	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	0.00352153684215	1	1	0.00032189934297	1.10482780294e-05	1.75921603854e-05	0.0656480562824	1	1	0.0138753938839	1	1	1	1	1	1	1	0.000629472336063	7.02643493091e-05	0.104355986496	0.0736484083444	1	1	1	0.000966328941889	1	1	1.77090439202e-06	1	1	1	0.000839287031299	1	0.000137026834356	1	1	1	0.000176793133612	0.0	1	2.66261848469e-05	0.297776471998	1	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.429935384741	0.243819471474	1	1	1	1	1	0.786292487898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.15352018672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	0.901887334532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.635140561104	0.00584528986954	1	1	1	1	1	1	1	1	1	0.0867067164128	1	1	1	1	1	1	0.0857098441655	1	1	1	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	0.70462876823	1	1	0.000256671808918	0.000171845161523	0.000332312184876	1	1	1	1	1	1	1	1	1	1	1	1	1	0.418051213804	0.0283763801918	1	1	1	1	1	1	0.451943626829	1	1	1	0.478785748747	1	0.315430754417	1	1	1	1	0.000607562869984	1	0.355357281323	1	1	1	1	0.0123598711409
GO_CYTOSOLIC_CALCIUM_ION_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.958918181444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITIC_SHAFT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0498749202524
GO_DENDRITIC_TREE	1	0.0	1	1	0.0990261981966	0.0	4.18093848031e-06	1	1	1	0.0235387077361	1	1	1	1	1	1	1	0.0	6.86178436581e-05	1.2318961782e-05	0.0	1	1	1	0.33962915184	1	1	0.000319942157757	0.218624678205	1	1	0.0357874623351	1	0.00021850893027	1	1	0.0753343115121	0.0	0.0	0.0005929096414	0.00428823777759	1	1	1	1	0.000873263250348
GO_DEVELOPMENTAL_MATURATION	1	0.122591880269	1	1	1	1	0.65030697028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.174057731834	1
GO_DISTAL_AXON	1	0.0	1	1	1	5.11065573736e-05	0.0	1	1	1	0.354133038859	1	1	1	1	1	1	1	0.433524129858	1	0.128392429341	0.0	1	1	1	0.00919100421162	1	1	0.00141903075423	1	1	1	0.174988115627	1	0.000155200844866	1	1	1	0.000409674661302	0.000451629874036	0.639033172098	1	1	1	1	1	0.0395207664633
GO_GATED_CHANNEL_ACTIVITY	1	1	0.000216966760752	1	0.772324850223	2.09800007467e-06	1.59396436585e-05	1	1	1	0.00122775926902	1	1	1	1	1	1	1	1	1	0.00111157672387	2.12095562242e-05	1	0.839448441776	1	0.0076569192628	1	1	1	0.0428105623156	1	0.018872587623	1	1	0.131933190548	1	1	1	0.000354529961943	3.19249344443e-05	0.0193061365981	0.106647874667	1	1	1	1	1
GO_GLUTAMATERGIC_SYNAPSE	1	0.0308802148709	1	1	1	1	1	0.405940407727	1	1	0.579066922181	1	1	1	1	1	1	1	1	1	1	0.116296388266	1	1	1	0.00505059857584	1	1	0.0221056373085	1	1	1	1	1	1	1	1	1	1	1	1	0.078784085799	1	1	1	1	1
GO_HEAD_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0411726364434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.400094433424	1	1	1	1	1	1	0.597994283292	1	1	0.456081868414	1	1	1	1	1	1	0.0442763967469	0.0227262039573	1	1	1	1	1	1	1
GO_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.527101207716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	0.35100454751	1	1	1	1	1	1	1	1	1	1	0.582294264972	1	1	1	0.472103386397	1	1	1	0.00048623640952	1	1	1	1	1	1	1	1	1	1	1	0.0014459443255	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	0.676201042803	1	1	1	1	0.000545803734198	1	1	1	0.0217930567007	1	1	1	1	1	1	1	0.00593419177003	1	0.261147033942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25003022153	1	1	1	1	1	1
GO_IMPORT_INTO_CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400347460905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.13410916577	0.520431678719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.685628706759	1	0.421254483024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	0.0753269962032	1	1	1	1	0.000143701364078	1	1	1	0.015094944249	1	1	1	1	1	1	1	0.0133503478254	0.350166504779	0.00954349338321	0.387653937725	1	1	1	0.0356334512238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.287700865454	1	1	1	1	0.805727441265
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	0.891054831599	0.0710501860302	1	1	0.000291601751758	8.10733357248e-05	1	1	1	0.0218617699954	1	1	1	1	0.658978062006	1	1	0.0809613055501	1	0.0089701567269	0.000397061291889	1	1	1	0.0479031667292	1	1	0.0141633403996	0.0698397686599	1	0.353127426088	1	1	1	1	1	1	0.183089140014	0.00459111889467	1	0.0429682705725	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.105709538977	0.0781367582884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.736701860886	1	0.114045049963	1	1	1	1	1	1	1	0.41985871842	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	0.0575792494273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	1	0.195637834363	0.244425489853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_KIDNEY_EPITHELIUM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.497293033568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.0546241759512	1	1	0.194377253373	0.0441281297949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00483403958252	1	1	1	1	1	1	0.107378974041	0.169462304756	1	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	0.475639333286	1	1	0.463978918732	0.853969263084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0833586275043	1	1	1	1	1	1	0.18036908274	0.536721547297	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	0.00277488287227	0.0513600878938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023838088697	1	1	1	1	1	1	1	0.00160264679846	1	1	1	1	1	1	1	1	1	0.0213557406594	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	0.00565294396948	0.00909004198425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.279214493066	1	1	1	1	1	1	1	1	1	0.391935786051	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	1	0.00256321590613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.58890030125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.0459181796573	1	1	0.000119053346299	0.0021872458434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00203937241922	1	1	1	0.433320914881	1	1	1	0.906646453989	1	1	1	1	1	1	1	1	0.126222089461	0.0276655785764	0.892195738547	1	1	1	1	1	1
GO_METAL_ION_TRANSPORT	1	1	1	1	1	0.0510100908778	0.0768343111415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0232527068192	1	0.104832030863	1	1	1	1	1	1	1	0.242330981203	1	1	1	1	1	1	1
GO_METENCEPHALON_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.42961725274	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0618343604252	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.00910292404944	1	1	0.0224202068051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0714861675692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.14351756605	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	0.288830493908	1	1	0.000869088212248	0.497749941888	1	1	1	0.248801879413	1	1	1	1	1	1	1	1	1	1	0.408435490445	1	1	1	0.626029698077	1	1	1	1	1	0.172510064005	1	1	1	1	1	1	1	0.0533140736299	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	0.054758821181	0.0213197140565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0436782471468	1	1	1	0.8385268348	1	1	1	1	1	1	1	1	0.639185675152	1	1	1	0.345369798722	0.0234242412894	1	0.988647040378	1	1	1	1	1
GO_NEURAL_NUCLEUS_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.536171119274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEUROGENESIS	0.0403468912093	0.0	0.110156085962	0.0264743777038	1.65957069775e-05	0.0	0.0	5.28268469382e-05	1	1	0.000274037736735	1	1	1	1	0.314435422357	1	0.778349601848	4.67747086632e-05	1.24266779222e-05	0.0	1.40238263646e-06	1	0.000382696083769	0.303981332287	4.60655663792e-06	0.00573863592643	1	0.0	1	0.013373718845	0.137193144664	3.90902569869e-06	1	0.0	1	1	0.0014249075723	0.0	0.0	0.000439206759793	0.0	1	1	1	0.0639451694787	0.949548938681
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0110782309522	0.637300418441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_DEVELOPMENT	1	7.9069567831e-06	1	1	4.78441949958e-05	1.49282790487e-05	1.6264459926e-05	0.00124634388578	1	0.461935692094	0.000359342951367	1	1	1	1	0.18525016674	1	0.389503074434	1.66752384673e-05	2.10310772797e-05	2.27020254066e-05	4.10228835958e-05	0.115351412435	0.0356820768961	1	1.72134224773e-05	0.708478880331	1	1.05418801288e-05	1	0.102713371683	1	2.02534642764e-05	1	2.62429272928e-05	1	1	0.000993657023474	8.03028940943e-06	2.17055442531e-06	0.000377241195752	1.06679070078e-05	1	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	0.0	0.348674509372	0.0225809772912	0.0	0.0	0.0	0.000126081896048	1	1	0.00109287103552	1	1	1	1	0.873049172972	1	1	0.0	0.0	0.0	0.0	1	0.000199432732865	1	0.0	0.000350037936138	1	0.0	1	0.00260723007315	0.175814500175	0.0	1	0.0	1	1	0.000728796447882	0.0	0.0	5.68631869474e-05	0.0	1	1	1	0.0834912234089	1
GO_NEURON_PROJECTION	0.000145133295145	2.18121695639e-05	4.39340262404e-05	0.011819525583	4.59152422223e-05	2.3842731057e-05	2.13147256012e-05	1.01122371361e-05	0.00523227516069	0.0415873175119	1.91257520977e-05	1	1	0.734435247736	0.0984164702371	0.143097693177	1	0.0463832680406	2.82729639611e-05	3.70762626751e-05	2.02698036272e-05	2.92788177463e-05	0.187979781774	0.000125313528162	0.0235192188225	2.46193653728e-05	0.0731215354885	1	1.71229248647e-05	0.000189648173964	0.000353487319186	2.59057781626e-05	2.43010249473e-05	1	1.86572843552e-05	1	1	2.55306664612e-05	1.87064424371e-05	1.20745074486e-05	2.31115321969e-05	1.1072982228e-05	1	1	1	1.43567577746e-05	2.78413374866e-05
GO_NEURON_PROJECTION_GUIDANCE	1	0.612403033219	1	1	1	0.0	0.00600228495676	0.371697721987	1	1	0.0199056436095	1	1	1	1	1	1	1	0.00427359267796	1	1	1	1	1	1	0.0134017527602	1	1	0.336597275483	1	1	1	1	1	1	1	1	1	0.0235996679	0.000416448297826	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	5.05253972278e-05	1	1	1	0.161499569335	0.0480709191505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.861928834572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_RECOGNITION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.292198002837	1	1	1	1	1	1	1	1	1	1	1	1	0.166222578962	1	1	1	1	1	1	1	1
GO_NEURON_SPINE	1	0.337667218379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0558869358979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.381251025507	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	0.0	1	1	1.56027198557e-05	1	5.00588077462e-05	0.113497660702	1	1	0.0299507305729	1	1	1	1	1	1	1	0.0	9.10382878953e-05	0.0284124256018	5.24718650052e-05	1	1	1	0.00714653186312	1	1	0.0	0.134145631526	0.31428337819	1	0.0128996059143	1	0.00087199871815	1	1	0.135222970733	0.00178919340189	0.0	0.376241854306	0.000193839098128	1	1	1	1	0.0777366609361
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.791582715131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	0.00542021083003	1	1	1	0.0320356060797	0.0016356289541	1	1	1	1	1	1	1	1	1	1	1	0.34046671426	1	0.0206601027544	0.951647311794	1	1	1	1	1	1	3.09073619835e-05	1	1	1	0.312124811319	1	1	1	1	0.661436529391	0.0461072853494	1	0.00930663671801	0.000366928821481	1	1	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	0.000682400770988	1	1	1	0.00142989664849	0.000110929277132	1	1	1	1	1	1	1	1	1	1	1	0.0370151258267	0.160720483881	0.0294306604126	0.201425053429	1	1	1	1	1	1	5.43753807318e-05	1	1	1	0.882249236493	1	1	1	1	0.47802026777	1	1	0.00858079272749	0.00455646180179	1	1	1	1	1
GO_PANCREATIC_A_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.832167369851	1	1	1	1	1	1	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.0365486994141	1	1	0.0	0.001597305289	1	1	1	0.0198446347726	1	1	1	1	1	1	1	1	1	0.831484361934	0.00547765220354	1	1	1	1	1	1	1	0.737113948412	1	1	1	1	1	1	1	1	0.197832788692	0.0235855762686	1	1	1	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	1	0.153046259243	1	1	1	1	0.000164669230344	0.522984586484	1	1	0.00430022061475	1	1	1	1	1	1	1	0.000788495161662	0.754991560396	0.00603976750915	0.212981043754	1	1	1	0.463041869357	1	1	1	1	1	1	1	1	1	1	1	1	0.92823167675	1	0.263046055268	0.74458121199	1	1	1	1	0.957198843356
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	0.150616208059	1	1	1	0.0136508887157	1	1	1	1	1	1	1	0.0440346760737	1	0.999729506772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
